,ECA2_0048_01.a_p1,ECA2_0048_02.a_p1,ECA2_0048_03.a_p1,ECA2_0048_04.a_p1,ECA2_0048_05.a_p1,ECA2_0048_06.a_p1,ECA2_0048_07.a_p1,ECA2_0048_08.a_p1,ECA2_0048_09.a_p1,ECA2_0048_10.a_p1
ECA2_0048_01.a_p1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0048_02.a_p1,12.6014423721566,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0048_03.a_p1,11.2782125415895,11.7313789654697,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0048_04.a_p1,10.7180668267017,6.41054921931936,13.5342463148408,NA,NA,NA,NA,NA,NA,NA
ECA2_0048_05.a_p1,13.4447186885545,8.9613503279587,11.618920210453,8.64281528273496,NA,NA,NA,NA,NA,NA
ECA2_0048_06.a_p1,7.15555698065124,9.61292772617871,9.59941891027735,9.3003984093774,8.66979170835592,NA,NA,NA,NA,NA
ECA2_0048_07.a_p1,11.664812261607,15.9978498050173,12.5863131123708,17.8799465959074,19.2357203848397,17.0354831097128,NA,NA,NA,NA
ECA2_0048_08.a_p1,12.3142404254693,10.0163900329947,13.8165668310712,12.0417759573299,15.1459495170648,14.1881611037212,14.1563727457807,NA,NA,NA
ECA2_0048_09.a_p1,12.2912531985379,6.02180324632547,10.9100937577149,5.52934650517595,6.44754470083691,9.18867100562922,16.3459043793937,10.8738237234584,NA,NA
ECA2_0048_10.a_p1,13.0786864591067,6.96271345453128,15.7040005997479,6.41795367809019,8.3437481685858,9.85759041570262,20.2527855309128,14.0572227092851,4.92131989051392,NA
