,ECA2_0050_01.a_p1,ECA2_0050_02.a_p1,ECA2_0050_03.a_p1,ECA2_0050_04.a_p1,ECA2_0050_05.a_p1,ECA2_0050_06.a_p1,ECA2_0050_07.a_p1,ECA2_0050_08.a_p1,ECA2_0050_09.a_p1,ECA2_0050_10.a_p1
ECA2_0050_01.a_p1,0,0.358573590003105,0.320299460185262,0.750526410860589,0.360167109867262,0.664586726264325,0.298645944658633,0.404094892693068,0.464930643078929,0.458929948941072
ECA2_0050_02.a_p1,0.358573590003105,0,0.349274785153355,0.656623491150001,0.352513970538368,0.653442312022341,0.350583447254508,0.330335183093291,0.487774757794711,0.387197339843489
ECA2_0050_03.a_p1,0.320299460185262,0.349274785153355,0,0.689113309961354,0.357375273343298,0.659181550600789,0.347844156137399,0.358396554596561,0.449053491179054,0.455298251076768
ECA2_0050_04.a_p1,0.750526410860589,0.656623491150001,0.689113309961354,0,0.690088380784835,0.833972533734176,0.730067992487918,0.660641860648727,0.724288873222734,0.733921128433451
ECA2_0050_05.a_p1,0.360167109867262,0.352513970538368,0.357375273343298,0.690088380784835,0,0.560416510320072,0.308709569530513,0.389043517110648,0.41644444704642,0.416140849328634
ECA2_0050_06.a_p1,0.664586726264325,0.653442312022341,0.659181550600789,0.833972533734176,0.560416510320072,0,0.684252165265662,0.67634276117797,0.656842971079544,0.693871520241208
ECA2_0050_07.a_p1,0.298645944658633,0.350583447254508,0.347844156137399,0.730067992487918,0.308709569530513,0.684252165265662,0,0.36906455570565,0.429434282388532,0.420011880504354
ECA2_0050_08.a_p1,0.404094892693068,0.330335183093291,0.358396554596561,0.660641860648727,0.389043517110648,0.67634276117797,0.36906455570565,0,0.464897169910695,0.432097691000041
ECA2_0050_09.a_p1,0.464930643078929,0.487774757794711,0.449053491179054,0.724288873222734,0.41644444704642,0.656842971079544,0.429434282388532,0.464897169910695,0,0.537941600542388
ECA2_0050_10.a_p1,0.458929948941072,0.387197339843489,0.455298251076768,0.733921128433451,0.416140849328634,0.693871520241208,0.420011880504354,0.432097691000041,0.537941600542388,0
