,ECA2_0052_01.a_p1,ECA2_0052_05.a_p1,ECA2_0052_10.a_p1
ECA2_0052_01.a_p1,0,0.664,0.635922330097087
ECA2_0052_05.a_p1,0.664,0,0.654098360655738
ECA2_0052_10.a_p1,0.635922330097087,0.654098360655738,0
