,ECA2_0054_04.a_p15,ECA2_0054_05.a_p1,ECA2_0054_06.a_p15,ECA2_0054_09.a_p15,ECA2_0054_10.a_p15
ECA2_0054_04.a_p15,0,0.97024880174674,0.435304480530613,0.873622422600932,0.577248869710368
ECA2_0054_05.a_p1,0.97024880174674,0,0.935534302513618,1.46445246112575,0.836388548828682
ECA2_0054_06.a_p15,0.435304480530613,0.935534302513618,0,0.856667171079602,0.672513587504468
ECA2_0054_09.a_p15,0.873622422600932,1.46445246112575,0.856667171079602,0,0.861005847133056
ECA2_0054_10.a_p15,0.577248869710368,0.836388548828682,0.672513587504468,0.861005847133056,0
