,ECA2_0024_01.a_p1,ECA2_0024_05.a_p1,ECA2_0024_06.a_p1,ECA2_0024_07.a_p1,ECA2_0024_08.a_p1,ECA2_0024_09.a_p1,ECA2_0024_10.a_p1
ECA2_0024_01.a_p1,0,0.536977768122707,0.483266112749219,0.571025209284052,0.858998586776484,0.642710918802925,0.597990041632321
ECA2_0024_05.a_p1,0.536977768122707,0,0.431849909963119,0.411754796232489,0.594029151186756,0.459924649931307,0.506680681387756
ECA2_0024_06.a_p1,0.483266112749219,0.431849909963119,0,0.362358331163503,0.624378432517293,0.505642894630624,0.537966841225839
ECA2_0024_07.a_p1,0.571025209284052,0.411754796232489,0.362358331163503,0,0.60954489511386,0.43518509651566,0.53365745871872
ECA2_0024_08.a_p1,0.858998586776484,0.594029151186756,0.624378432517293,0.60954489511386,0,0.721893479424584,0.723580117190558
ECA2_0024_09.a_p1,0.642710918802925,0.459924649931307,0.505642894630624,0.43518509651566,0.721893479424584,0,0.522710920704281
ECA2_0024_10.a_p1,0.597990041632321,0.506680681387756,0.537966841225839,0.53365745871872,0.723580117190558,0.522710920704281,0
