,ECA2_0061_01.a_p1,ECA2_0061_02.a_p1,ECA2_0061_03.a_p1,ECA2_0061_04.a_p1,ECA2_0061_05.a_p1,ECA2_0061_06.a_p1,ECA2_0061_07.a_p1,ECA2_0061_08.a_p1,ECA2_0061_09.a_p1,ECA2_0061_10.a_p1
ECA2_0061_01.a_p1,0,0.544000771189227,0.506438763728463,0.49415882549057,0.468507751413425,0.529384643409748,0.540362622916823,0.465635504623957,0.514853266267285,0.571356995346284
ECA2_0061_02.a_p1,0.544000771189227,0,0.561915524020467,0.473711851136288,0.50559449787886,0.489208389015395,0.508569458340762,0.464502864074074,0.516391808541058,0.591193869291299
ECA2_0061_03.a_p1,0.506438763728463,0.561915524020467,0,0.44390128069713,0.519459046352637,0.575077265994172,0.564108337082625,0.493857178455445,0.526078875656932,0.661623244363431
ECA2_0061_04.a_p1,0.49415882549057,0.473711851136288,0.44390128069713,0,0.387027630979754,0.379419285962086,0.432371433934811,0.359137638739803,0.329542787357845,0.405004477744881
ECA2_0061_05.a_p1,0.468507751413425,0.50559449787886,0.519459046352637,0.387027630979754,0,0.349531726655219,0.415249994464422,0.363893198328608,0.373033909039468,0.439421267176851
ECA2_0061_06.a_p1,0.529384643409748,0.489208389015395,0.575077265994172,0.379419285962086,0.349531726655219,0,0.385586563886306,0.387771135769971,0.369349996218733,0.428732450456248
ECA2_0061_07.a_p1,0.540362622916823,0.508569458340762,0.564108337082625,0.432371433934811,0.415249994464422,0.385586563886306,0,0.41941308168716,0.426851229505632,0.494566123225641
ECA2_0061_08.a_p1,0.465635504623957,0.464502864074074,0.493857178455445,0.359137638739803,0.363893198328608,0.387771135769971,0.41941308168716,0,0.345755869591838,0.418006051237152
ECA2_0061_09.a_p1,0.514853266267285,0.516391808541058,0.526078875656932,0.329542787357845,0.373033909039468,0.369349996218733,0.426851229505632,0.345755869591838,0,0.285402596536611
ECA2_0061_10.a_p1,0.571356995346284,0.591193869291299,0.661623244363431,0.405004477744881,0.439421267176851,0.428732450456248,0.494566123225641,0.418006051237152,0.285402596536611,0
