,ECA2_0024_01.a_p1,ECA2_0024_05.a_p1,ECA2_0024_06.a_p1,ECA2_0024_07.a_p1,ECA2_0024_08.a_p1,ECA2_0024_09.a_p1,ECA2_0024_10.a_p1
ECA2_0024_01.a_p1,NA,NA,NA,NA,NA,NA,NA
ECA2_0024_05.a_p1,3.86414315818488,NA,NA,NA,NA,NA,NA
ECA2_0024_06.a_p1,2.22836078951752,2.5245725704457,NA,NA,NA,NA,NA
ECA2_0024_07.a_p1,6.12790580243736,2.29450150184277,3.01892079276321,NA,NA,NA,NA
ECA2_0024_08.a_p1,11.8863087605659,4.74622755408887,8.74126800808286,6.76756650171,NA,NA,NA
ECA2_0024_09.a_p1,6.37885064835235,0.712488134755228,1.89881999379906,-0.0401467944994898,4.96593931458567,NA,NA
ECA2_0024_10.a_p1,4.73979312320609,1.55909013638781,3.17258654933232,3.89818684005259,4.84914571508887,2.6194252001511,NA
