,ECA2_0017_01.a_p1,ECA2_0017_02.a_p1,ECA2_0017_03.a_p1,ECA2_0017_04.a_p1,ECA2_0017_05.a_p1,ECA2_0017_06.a_p1,ECA2_0017_07.a_p1,ECA2_0017_08.a_p1,ECA2_0017_09.a_p1,ECA2_0017_10.a_p1
ECA2_0017_01.a_p1,0,0.704663212435233,0.750424448217317,0.709677419354839,0.716326530612245,0.744779582366589,0.786032689450223,0.755144032921811,0.7439293598234,0.764397905759162
ECA2_0017_02.a_p1,0.704663212435233,0,0.6912,0.683087027914614,0.718918918918919,0.792635658914729,0.76,0.734806629834254,0.794444444444445,0.838574423480084
ECA2_0017_03.a_p1,0.750424448217317,0.6912,0,0.643717728055077,0.71875,0.733887733887734,0.638461538461539,0.688109161793372,0.726,0.833693304535637
ECA2_0017_04.a_p1,0.709677419354839,0.683087027914614,0.643717728055077,0,0.672514619883041,0.72198275862069,0.702985074626866,0.721789883268482,0.716942148760331,0.825112107623318
ECA2_0017_05.a_p1,0.716326530612245,0.718918918918919,0.71875,0.672514619883041,0,0.725888324873097,0.786271450858034,0.728089887640449,0.741092636579572,0.790502793296089
ECA2_0017_06.a_p1,0.744779582366589,0.792635658914729,0.733887733887734,0.72198275862069,0.725888324873097,0,0.724584103512015,0.653521126760563,0.680597014925373,0.673076923076923
ECA2_0017_07.a_p1,0.786032689450223,0.76,0.638461538461539,0.702985074626866,0.786271450858034,0.724584103512015,0,0.695501730103806,0.738137082601054,0.821631878557875
ECA2_0017_08.a_p1,0.755144032921811,0.734806629834254,0.688109161793372,0.721789883268482,0.728089887640449,0.653521126760563,0.695501730103806,0,0.753694581280788,0.749235474006116
ECA2_0017_09.a_p1,0.7439293598234,0.794444444444445,0.726,0.716942148760331,0.741092636579572,0.680597014925373,0.738137082601054,0.753694581280788,0,0.752508361204013
ECA2_0017_10.a_p1,0.764397905759162,0.838574423480084,0.833693304535637,0.825112107623318,0.790502793296089,0.673076923076923,0.821631878557875,0.749235474006116,0.752508361204013,0
