,ECA2_0027_01.a_p1,ECA2_0027_02.a_p1,ECA2_0027_03.a_p1,ECA2_0027_04.a_p1,ECA2_0027_05.a_p1,ECA2_0027_06.a_p1,ECA2_0027_07.a_p1,ECA2_0027_08.a_p1,ECA2_0027_09.a_p1,ECA2_0027_10.a_p1
ECA2_0027_01.a_p1,0,0.359235629793525,0.400225738971511,0.429538620626109,0.416851075113248,0.754070456922619,0.693706936087902,0.855800981297856,0.419481456760891,0.490569698610861
ECA2_0027_02.a_p1,0.359235629793525,0,0.340295264238457,0.520659972099084,0.323769144966232,0.649268783086863,0.534075539615216,0.735111451757296,0.385125909512331,0.49405018309609
ECA2_0027_03.a_p1,0.400225738971511,0.340295264238457,0,0.570498410855428,0.334702377885436,0.655709917959543,0.50043724662885,0.708974786691771,0.435222532758372,0.522139195279408
ECA2_0027_04.a_p1,0.429538620626109,0.520659972099084,0.570498410855428,0,0.638595583492287,0.876570331058977,0.837493703101257,0.977547286983596,0.542232852005655,0.685712121797474
ECA2_0027_05.a_p1,0.416851075113248,0.323769144966232,0.334702377885436,0.638595583492287,0,0.573069932761096,0.433155486178006,0.683646351176235,0.35244510230029,0.445898157945696
ECA2_0027_06.a_p1,0.754070456922619,0.649268783086863,0.655709917959543,0.876570331058977,0.573069932761096,0,0.510605962290434,0.69027752460074,0.641163597292262,0.628493830858497
ECA2_0027_07.a_p1,0.693706936087902,0.534075539615216,0.50043724662885,0.837493703101257,0.433155486178006,0.510605962290434,0,0.622111582388832,0.519509988289714,0.54436443803706
ECA2_0027_08.a_p1,0.855800981297856,0.735111451757296,0.708974786691771,0.977547286983596,0.683646351176235,0.69027752460074,0.622111582388832,0,0.740558183186115,0.720314928823643
ECA2_0027_09.a_p1,0.419481456760891,0.385125909512331,0.435222532758372,0.542232852005655,0.35244510230029,0.641163597292262,0.519509988289714,0.740558183186115,0,0.370069636064696
ECA2_0027_10.a_p1,0.490569698610861,0.49405018309609,0.522139195279408,0.685712121797474,0.445898157945696,0.628493830858497,0.54436443803706,0.720314928823643,0.370069636064696,0
