,ECA2_0044_01.a_p1,ECA2_0044_02.a_p1,ECA2_0044_03.a_p1,ECA2_0044_04.a_p1,ECA2_0044_05.a_p1,ECA2_0044_06.a_p1,ECA2_0044_07.a_p1,ECA2_0044_08.a_p1,ECA2_0044_09.a_p1,ECA2_0044_10.a_p1
ECA2_0044_01.a_p1,0,0.982656286910428,1.09898492349996,1.11277379208667,1.0809758279976,0.950155952850061,1.1611893983838,0.997024907679782,1.14895602638796,0.75527910810632
ECA2_0044_02.a_p1,0.982656286910428,0,0.504770380910335,0.543525112970838,0.50876738998,0.647122447952982,0.583771032685826,0.643154708735206,0.533102851906984,0.530194657083653
ECA2_0044_03.a_p1,1.09898492349996,0.504770380910335,0,0.336952323837695,0.306253002093154,0.523110371959403,0.309200577735144,0.707898704474359,0.329555483478298,0.498652730150858
ECA2_0044_04.a_p1,1.11277379208667,0.543525112970838,0.336952323837695,0,0.322673434095718,0.414226263191844,0.32541054878322,0.669145217968983,0.349650908623661,0.57012165725049
ECA2_0044_05.a_p1,1.0809758279976,0.50876738998,0.306253002093154,0.322673434095718,0,0.441354852325816,0.366446333036897,0.742063203009946,0.343103160590655,0.556425308177958
ECA2_0044_06.a_p1,0.950155952850061,0.647122447952982,0.523110371959403,0.414226263191844,0.441354852325816,0,0.542792104904115,0.754545142145314,0.532655289709793,0.603912375708561
ECA2_0044_07.a_p1,1.1611893983838,0.583771032685826,0.309200577735144,0.32541054878322,0.366446333036897,0.542792104904115,0,0.80404985624333,0.270312241926155,0.601935345518671
ECA2_0044_08.a_p1,0.997024907679782,0.643154708735206,0.707898704474359,0.669145217968983,0.742063203009946,0.754545142145314,0.80404985624333,0,0.810381657301535,0.643233106602566
ECA2_0044_09.a_p1,1.14895602638796,0.533102851906984,0.329555483478298,0.349650908623661,0.343103160590655,0.532655289709793,0.270312241926155,0.810381657301535,0,0.623668007548665
ECA2_0044_10.a_p1,0.75527910810632,0.530194657083653,0.498652730150858,0.57012165725049,0.556425308177958,0.603912375708561,0.601935345518671,0.643233106602566,0.623668007548665,0
