,ECA2_0052_01.a_p1,ECA2_0052_05.a_p1,ECA2_0052_10.a_p1
ECA2_0052_01.a_p1,NA,NA,NA
ECA2_0052_05.a_p1,5.31130755332071,NA,NA
ECA2_0052_10.a_p1,8.27415065642149,2.96806487589356,NA
