,ECA2_0037_01.a_p1,ECA2_0037_02.a_p1,ECA2_0037_03.a_p1,ECA2_0037_04.a_p1,ECA2_0037_05.a_p1,ECA2_0037_06.a_p1,ECA2_0037_07.a_p1,ECA2_0037_08.a_p1,ECA2_0037_09.a_p1,ECA2_0037_10.a_p1
ECA2_0037_01.a_p1,0,0.491935483870968,0.680297397769517,0.511773940345369,0.709386281588448,0.485370051635112,0.563899868247694,0.591036414565826,0.696245733788396,0.777591973244147
ECA2_0037_02.a_p1,0.491935483870968,0,0.676136363636364,0.471451876019576,0.747330960854092,0.519591141396934,0.589542483660131,0.64441416893733,0.701724137931034,0.817733990147783
ECA2_0037_03.a_p1,0.680297397769517,0.676136363636364,0,0.674115456238361,0.665738161559889,0.638477801268499,0.734814814814815,0.705882352941176,0.632124352331606,0.76865671641791
ECA2_0037_04.a_p1,0.511773940345369,0.471451876019576,0.674115456238361,0,0.701086956521739,0.444444444444444,0.497936726272352,0.551724137931034,0.672443674176776,0.813915857605178
ECA2_0037_05.a_p1,0.709386281588448,0.747330960854092,0.665738161559889,0.701086956521739,0,0.63655462184874,0.747813411078717,0.693086003372681,0.633333333333333,0.687664041994751
ECA2_0037_06.a_p1,0.485370051635112,0.519591141396934,0.638477801268499,0.444444444444444,0.63655462184874,0,0.526618705035971,0.538102643856921,0.6232741617357,0.773062730627306
ECA2_0037_07.a_p1,0.563899868247694,0.589542483660131,0.734814814814815,0.497936726272352,0.747813411078717,0.526618705035971,0,0.54614412136536,0.68975468975469,0.823924731182796
ECA2_0037_08.a_p1,0.591036414565826,0.64441416893733,0.705882352941176,0.551724137931034,0.693086003372681,0.538102643856921,0.54614412136536,0,0.666666666666667,0.777434312210201
ECA2_0037_09.a_p1,0.696245733788396,0.701724137931034,0.632124352331606,0.672443674176776,0.633333333333333,0.6232741617357,0.68975468975469,0.666666666666667,0,0.746575342465753
ECA2_0037_10.a_p1,0.777591973244147,0.817733990147783,0.76865671641791,0.813915857605178,0.687664041994751,0.773062730627306,0.823924731182796,0.777434312210201,0.746575342465753,0
