,ECA2_0023_01.a_p1,ECA2_0023_02.a_p1,ECA2_0023_03.a_p1,ECA2_0023_05.a_p1,ECA2_0023_08.a_p1,ECA2_0023_09.a_p1,ECA2_0023_10.a_p15
ECA2_0023_01.a_p1,NA,NA,NA,NA,NA,NA,NA
ECA2_0023_02.a_p1,-1.70077865522042,NA,NA,NA,NA,NA,NA
ECA2_0023_03.a_p1,6.41778158673243,6.60561558123204,NA,NA,NA,NA,NA
ECA2_0023_05.a_p1,6.27107841760018,7.64404332923525,2.72605175809049,NA,NA,NA,NA
ECA2_0023_08.a_p1,-0.725722220952008,0.222844807314367,5.89266986789991,5.52980138525863,NA,NA,NA
ECA2_0023_09.a_p1,-2.05134347311278,1.28272339274351,6.78728625011991,6.25731088045475,-0.191481553051732,NA,NA
ECA2_0023_10.a_p15,10.9099931662615,14.5435072051086,16.5083900075595,12.4496555620081,12.2724554257784,14.0396390330479,NA
