,ECA2_0052_01.a_p1,ECA2_0052_05.a_p1,ECA2_0052_10.a_p1
ECA2_0052_01.a_p1,0,0.507708173580225,0.502350188469389
ECA2_0052_05.a_p1,0.507708173580225,0,0.436617518360005
ECA2_0052_10.a_p1,0.502350188469389,0.436617518360005,0
