,ECA2_0022_01.a_p1,ECA2_0022_02.a_p1,ECA2_0022_03.a_p1,ECA2_0022_04.a_p1,ECA2_0022_05.a_p1,ECA2_0022_06.a_p1,ECA2_0022_07.a_p1,ECA2_0022_08.a_p1,ECA2_0022_09.a_p1,ECA2_0022_10.a_p1
ECA2_0022_01.a_p1,0,0.678875638841567,0.501845018450184,0.534954407294833,0.573122529644269,0.562109646079112,0.611541774332472,0.659574468085106,0.607272727272727,0.684339314845024
ECA2_0022_02.a_p1,0.678875638841567,0,0.664639443961772,0.715282623866015,0.699470098410295,0.730818414322251,0.737582781456954,0.72112676056338,0.712676056338028,0.747126436781609
ECA2_0022_03.a_p1,0.501845018450184,0.664639443961772,0,0.501174628034456,0.549797570850202,0.538352272727273,0.574487065120428,0.647502356267672,0.525213343677269,0.6675
ECA2_0022_04.a_p1,0.534954407294833,0.715282623866015,0.501174628034456,0,0.506771204561654,0.417950435365037,0.640457469621158,0.728801169590643,0.516150740242261,0.711577522004062
ECA2_0022_05.a_p1,0.573122529644269,0.699470098410295,0.549797570850202,0.506771204561654,0,0.527942143326759,0.634689178818112,0.721518987341772,0.535864978902954,0.694057226705796
ECA2_0022_06.a_p1,0.562109646079112,0.730818414322251,0.538352272727273,0.417950435365037,0.527942143326759,0,0.635090060040027,0.723389830508474,0.539179104477612,0.715809284818068
ECA2_0022_07.a_p1,0.611541774332472,0.737582781456954,0.574487065120428,0.640457469621158,0.634689178818112,0.635090060040027,0,0.636973180076628,0.663128096249115,0.647058823529412
ECA2_0022_08.a_p1,0.659574468085106,0.72112676056338,0.647502356267672,0.728801169590643,0.721518987341772,0.723389830508474,0.636973180076628,0,0.72619926199262,0.706630336058129
ECA2_0022_09.a_p1,0.607272727272727,0.712676056338028,0.525213343677269,0.516150740242261,0.535864978902954,0.539179104477612,0.663128096249115,0.72619926199262,0,0.701923076923077
ECA2_0022_10.a_p1,0.684339314845024,0.747126436781609,0.6675,0.711577522004062,0.694057226705796,0.715809284818068,0.647058823529412,0.706630336058129,0.701923076923077,0
