,ECA2_0002_01.a_p1,ECA2_0002_02.a_p08,ECA2_0002_03.a_p08,ECA2_0002_04.a_p08,ECA2_0002_05.a_p08,ECA2_0002_06.a_p08,ECA2_0002_07.a_p08,ECA2_0002_08.a_p08,ECA2_0002_09.a_p08,ECA2_0002_10.a_p08
ECA2_0002_01.a_p1,0,0.708588957055215,0.703559870550162,0.627045650301464,0.672794117647059,0.689679218967922,0.693456614509246,0.765495867768595,0.732934131736527,0.732142857142857
ECA2_0002_02.a_p08,0.708588957055215,0,0.374356038923869,0.463337547408344,0.410348977135981,0.380441264162194,0.42055522740697,0.441062801932367,0.385456533624932,0.371569703622393
ECA2_0002_03.a_p08,0.703559870550162,0.374356038923869,0,0.431649831649832,0.389346861128725,0.3528670447385,0.398505603985056,0.406425293217746,0.374572405929304,0.354394026421597
ECA2_0002_04.a_p08,0.627045650301464,0.463337547408344,0.431649831649832,0,0.409701492537313,0.406791907514451,0.426909090909091,0.535849056603774,0.468965517241379,0.464040025015635
ECA2_0002_05.a_p08,0.672794117647059,0.410348977135981,0.389346861128725,0.409701492537313,0,0.360922659430122,0.39268788083954,0.467539267015707,0.40084388185654,0.405857740585774
ECA2_0002_06.a_p08,0.689679218967922,0.380441264162194,0.3528670447385,0.406791907514451,0.360922659430122,0,0.358148893360161,0.423016290068313,0.369019138755981,0.367480643240024
ECA2_0002_07.a_p08,0.693456614509246,0.42055522740697,0.398505603985056,0.426909090909091,0.39268788083954,0.358148893360161,0,0.459656428943259,0.388355342136855,0.406729634002361
ECA2_0002_08.a_p08,0.765495867768595,0.441062801932367,0.406425293217746,0.535849056603774,0.467539267015707,0.423016290068313,0.459656428943259,0,0.381,0.384500745156483
ECA2_0002_09.a_p08,0.732934131736527,0.385456533624932,0.374572405929304,0.468965517241379,0.40084388185654,0.369019138755981,0.388355342136855,0.381,0,0.332586786114222
ECA2_0002_10.a_p08,0.732142857142857,0.371569703622393,0.354394026421597,0.464040025015635,0.405857740585774,0.367480643240024,0.406729634002361,0.384500745156483,0.332586786114222,0
