,ECA2_0006_01.a_p1,ECA2_0006_02.a_p1,ECA2_0006_03.a_p1,ECA2_0006_04.a_p1,ECA2_0006_05.a_p1,ECA2_0006_06.a_p1,ECA2_0006_07.a_p1,ECA2_0006_09.a_p1,ECA2_0006_10.a_p1
ECA2_0006_01.a_p1,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0006_02.a_p1,10.6562902574299,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0006_03.a_p1,19.4686772073232,19.6935415654632,NA,NA,NA,NA,NA,NA,NA
ECA2_0006_04.a_p1,13.8746290391122,14.4369180859694,22.7994635045664,NA,NA,NA,NA,NA,NA
ECA2_0006_05.a_p1,14.5335953305178,18.1201981579994,26.2626770561648,7.58592313152053,NA,NA,NA,NA,NA
ECA2_0006_06.a_p1,10.3629576592199,10.87907944274,26.7047611127583,11.9514946218432,11.0199400507736,NA,NA,NA,NA
ECA2_0006_07.a_p1,8.31086859815628,14.5516978943104,27.3905342439408,13.9819624261939,13.242158642162,6.59869531543604,NA,NA,NA
ECA2_0006_09.a_p1,14.7907940432738,17.549444285192,28.2006895645637,7.6960063153314,5.83053819837944,10.4501546890259,11.7307391747266,NA,NA
ECA2_0006_10.a_p1,20.816042459765,18.0649180562112,29.6400195516108,8.48827403630056,7.58473793054427,17.5813053347508,18.2137364978969,6.39151272364005,NA
