,ECA2_0035_01.a_p08,ECA2_0035_02.a_p1,ECA2_0035_03.a_p1,ECA2_0035_04.a_p1,ECA2_0035_05.a_p1,ECA2_0035_07.a_p1,ECA2_0035_08.a_p15,ECA2_0035_10.a_p1
ECA2_0035_01.a_p08,0,0.569150867894751,0.841212020375849,0.833864160363943,0.577333563872137,0.558664183270354,0.5965295249976,0.919975211201678
ECA2_0035_02.a_p1,0.569150867894751,0,0.53126409724225,0.619479440698602,0.453965381760995,0.60660151495404,0.466259498549766,0.560851642911295
ECA2_0035_03.a_p1,0.841212020375849,0.53126409724225,0,0.624849791301247,0.609121378581004,0.936519804371544,0.618941081605757,0.841175882446918
ECA2_0035_04.a_p1,0.833864160363943,0.619479440698602,0.624849791301247,0,0.567323316604123,0.973261165661377,0.642803973027452,0.877038244834473
ECA2_0035_05.a_p1,0.577333563872137,0.453965381760995,0.609121378581004,0.567323316604123,0,0.725876620841203,0.497267587542224,0.744529571409711
ECA2_0035_07.a_p1,0.558664183270354,0.60660151495404,0.936519804371544,0.973261165661377,0.725876620841203,0,0.52318905974216,1.07278102317867
ECA2_0035_08.a_p15,0.5965295249976,0.466259498549766,0.618941081605757,0.642803973027452,0.497267587542224,0.52318905974216,0,0.817068780410926
ECA2_0035_10.a_p1,0.919975211201678,0.560851642911295,0.841175882446918,0.877038244834473,0.744529571409711,1.07278102317867,0.817068780410926,0
