,ECA2_0028_01.a_p1,ECA2_0028_02.a_p1,ECA2_0028_03.a_p1,ECA2_0028_04.a_p1,ECA2_0028_05.a_p1,ECA2_0028_06.a_p1,ECA2_0028_07.a_p1,ECA2_0028_08.a_p1,ECA2_0028_09.a_p1,ECA2_0028_10.a_p1
ECA2_0028_01.a_p1,0,0.573748308525034,0.625576036866359,0.801335559265442,0.589616810877627,0.762998790810157,0.704433497536946,0.723707664884135,0.569343065693431,0.735433070866142
ECA2_0028_02.a_p1,0.573748308525034,0,0.609322974472808,0.74313408723748,0.524570024570025,0.742160278745645,0.660883280757098,0.727868852459016,0.605898123324397,0.682442748091603
ECA2_0028_03.a_p1,0.625576036866359,0.609322974472808,0,0.81981981981982,0.559139784946237,0.758130081300813,0.758793969849246,0.799212598425197,0.651029748283753,0.753731343283582
ECA2_0028_04.a_p1,0.801335559265442,0.74313408723748,0.81981981981982,0,0.760744985673352,0.775409836065574,0.7175,0.72093023255814,0.76274165202109,0.66243654822335
ECA2_0028_05.a_p1,0.589616810877627,0.524570024570025,0.559139784946237,0.760744985673352,0,0.726877040261153,0.735135135135135,0.789621318373072,0.627283800243605,0.702185792349727
ECA2_0028_06.a_p1,0.762998790810157,0.742160278745645,0.758130081300813,0.775409836065574,0.726877040261153,0,0.758725341426404,0.796445880452343,0.724399494310999,0.765578635014837
ECA2_0028_07.a_p1,0.704433497536946,0.660883280757098,0.758793969849246,0.7175,0.735135135135135,0.758725341426404,0,0.615176151761518,0.672945205479452,0.622119815668203
ECA2_0028_08.a_p1,0.723707664884135,0.727868852459016,0.799212598425197,0.72093023255814,0.789621318373072,0.796445880452343,0.615176151761518,0,0.697588126159555,0.674242424242424
ECA2_0028_09.a_p1,0.569343065693431,0.605898123324397,0.651029748283753,0.76274165202109,0.627283800243605,0.724399494310999,0.672945205479452,0.697588126159555,0,0.702302631578947
ECA2_0028_10.a_p1,0.735433070866142,0.682442748091603,0.753731343283582,0.66243654822335,0.702185792349727,0.765578635014837,0.622119815668203,0.674242424242424,0.702302631578947,0
