,ECA2_0009_01.a_p1,ECA2_0009_02.a_p1,ECA2_0009_03.a_p1,ECA2_0009_04.a_p1,ECA2_0009_05.a_p1,ECA2_0009_06.a_p1,ECA2_0009_07.a_p1,ECA2_0009_08.a_p1,ECA2_0009_09.a_p1,ECA2_0009_10.a_p1
ECA2_0009_01.a_p1,0,0.701342281879195,0.726315789473684,0.744245524296675,0.781553398058253,0.751322751322751,0.751552795031056,0.769886363636364,0.765079365079365,0.768115942028985
ECA2_0009_02.a_p1,0.701342281879195,0,0.681992337164751,0.710382513661202,0.78030303030303,0.769021739130435,0.727574750830565,0.760479041916168,0.701754385964912,0.690322580645161
ECA2_0009_03.a_p1,0.726315789473684,0.681992337164751,0,0.686217008797654,0.823076923076923,0.763688760806916,0.740350877192982,0.785046728971963,0.689393939393939,0.65017667844523
ECA2_0009_04.a_p1,0.744245524296675,0.710382513661202,0.686217008797654,0,0.769392033542977,0.710648148148148,0.735064935064935,0.720987654320988,0.742705570291777,0.685567010309278
ECA2_0009_05.a_p1,0.781553398058253,0.78030303030303,0.823076923076923,0.769392033542977,0,0.765217391304348,0.802884615384615,0.81123595505618,0.802469135802469,0.802298850574713
ECA2_0009_06.a_p1,0.751322751322751,0.769021739130435,0.763688760806916,0.710648148148148,0.765217391304348,0,0.774869109947644,0.758706467661692,0.783422459893048,0.766331658291457
ECA2_0009_07.a_p1,0.751552795031056,0.727574750830565,0.740350877192982,0.735064935064935,0.802884615384615,0.774869109947644,0,0.752906976744186,0.741830065359477,0.74702380952381
ECA2_0009_08.a_p1,0.769886363636364,0.760479041916168,0.785046728971963,0.720987654320988,0.81123595505618,0.758706467661692,0.752906976744186,0,0.769230769230769,0.78167115902965
ECA2_0009_09.a_p1,0.765079365079365,0.701754385964912,0.689393939393939,0.742705570291777,0.802469135802469,0.783422459893048,0.741830065359477,0.769230769230769,0,0.683870967741936
ECA2_0009_10.a_p1,0.768115942028985,0.690322580645161,0.65017667844523,0.685567010309278,0.802298850574713,0.766331658291457,0.74702380952381,0.78167115902965,0.683870967741936,0
