,ECA2_0041_01.a_p1,ECA2_0041_02.a_p1,ECA2_0041_03.a_p1,ECA2_0041_04.a_p1,ECA2_0041_05.a_p1,ECA2_0041_06.a_p1,ECA2_0041_07.a_p1,ECA2_0041_08.a_p1,ECA2_0041_09.a_p1,ECA2_0041_10.a_p1
ECA2_0041_01.a_p1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0041_02.a_p1,17.6853600748026,NA,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0041_03.a_p1,11.7402074887198,9.10981806274085,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0041_04.a_p1,9.97572429309232,7.13920278734017,1.62779693699357,NA,NA,NA,NA,NA,NA,NA
ECA2_0041_05.a_p1,7.57490105239479,6.19577022201728,6.49768070145966,5.10723357151594,NA,NA,NA,NA,NA,NA
ECA2_0041_06.a_p1,16.8757489444839,8.04510698943066,7.92111815063731,10.6014297110571,1.37889421444975,NA,NA,NA,NA,NA
ECA2_0041_07.a_p1,16.4939795131029,5.5190378060434,16.5358771994965,11.1911069109665,5.65592585541357,9.40292344062004,NA,NA,NA,NA
ECA2_0041_08.a_p1,29.5720820018014,25.9980888509706,34.1927604902937,31.7353739313887,21.6292098685638,31.6341093973613,18.8375508137384,NA,NA,NA
ECA2_0041_09.a_p1,20.8919413803147,21.6672052553801,25.547359346992,20.3692385281839,15.6995246769116,26.5066296661164,18.7708772311333,4.52675256451994,NA,NA
ECA2_0041_10.a_p1,20.2500892458299,12.6924568533603,19.3458956848689,17.8662338402257,13.2896200859567,17.455452528969,11.2799541782125,18.1561029265408,13.8999840561027,NA
