,ECA2_0019_01.a_p1,ECA2_0019_02.a_p1,ECA2_0019_04.a_p1,ECA2_0019_05.a_p1,ECA2_0019_07.a_p1,ECA2_0019_08.a_p1,ECA2_0019_09.a_p1,ECA2_0019_10.a_p1
ECA2_0019_01.a_p1,0,0.619047619047619,0.578886310904872,0.56760374832664,0.635526315789474,0.649563318777293,0.624301675977654,0.684971098265896
ECA2_0019_02.a_p1,0.619047619047619,0,0.706340378197998,0.697674418604651,0.713720316622691,0.718647764449291,0.698166431593794,0.711246200607903
ECA2_0019_04.a_p1,0.578886310904872,0.706340378197998,0,0.52734375,0.62406015037594,0.625,0.645077720207254,0.717305151915456
ECA2_0019_05.a_p1,0.56760374832664,0.697674418604651,0.52734375,0,0.577677224736048,0.639285714285714,0.54885993485342,0.671009771986971
ECA2_0019_07.a_p1,0.635526315789474,0.713720316622691,0.62406015037594,0.577677224736048,0,0.665865384615385,0.557983193277311,0.61660777385159
ECA2_0019_08.a_p1,0.649563318777293,0.718647764449291,0.625,0.639285714285714,0.665865384615385,0,0.70343137254902,0.741357234314981
ECA2_0019_09.a_p1,0.624301675977654,0.698166431593794,0.645077720207254,0.54885993485342,0.557983193277311,0.70343137254902,0,0.631086142322097
ECA2_0019_10.a_p1,0.684971098265896,0.711246200607903,0.717305151915456,0.671009771986971,0.61660777385159,0.741357234314981,0.631086142322097,0
