,ECA2_0058_03.a_p1,ECA2_0058_04.a_p1,ECA2_0058_05.a_p1,ECA2_0058_06.a_p1,ECA2_0058_07.a_p1,ECA2_0058_08.a_p1,ECA2_0058_09.a_p1,ECA2_0058_10.a_p1
ECA2_0058_03.a_p1,NA,NA,NA,NA,NA,NA,NA,NA
ECA2_0058_04.a_p1,4.82407149477491,NA,NA,NA,NA,NA,NA,NA
ECA2_0058_05.a_p1,9.19511434932928,4.88059028119096,NA,NA,NA,NA,NA,NA
ECA2_0058_06.a_p1,8.36754693791963,4.81353411770704,9.51818038483071,NA,NA,NA,NA,NA
ECA2_0058_07.a_p1,6.31611451432104,3.79967598573322,5.90411267069335,6.44174645714287,NA,NA,NA,NA
ECA2_0058_08.a_p1,7.45100078514979,6.45410340185668,5.34502239853434,7.1210508878957,6.18662407309237,NA,NA,NA
ECA2_0058_09.a_p1,8.00470617382611,6.11258405876035,9.40254655533563,6.05342542650037,7.57590473582278,8.88018305512248,NA,NA
ECA2_0058_10.a_p1,9.77507407169361,7.25339881260469,9.35994921629136,15.6828234842369,7.86615851873771,8.56039856219147,12.6239221507233,NA
