,AI.mean,AI.median,AI.sd,AI_Mod.mean,AI_Mod.median,AI_Mod.sd,DBE.mean,DBE.median,DBE.sd,DBE_O.mean,DBE_O.median,DBE_O.sd,KenMass.mean,KenMass.median,KenMass.sd,KenDef.mean,KenDef.median,KenDef.sd,NOSC.mean,NOSC.median,NOSC.sd,HtoC.mean,HtoC.median,HtoC.sd,OtoC.mean,OtoC.median,OtoC.sd,NtoC.mean,NtoC.median,NtoC.sd,PtoC.mean,PtoC.median,PtoC.sd,NtoP.mean,NtoP.median,NtoP.sd,GFE_0.mean,GFE_0.median,GFE_0.sd,GFE_7.mean,GFE_7.median,GFE_7.sd,GFEperC_0.mean,GFEperC_0.median,GFEperC_0.sd,GFEperC_7.mean,GFEperC_7.median,GFEperC_7.sd,lambdaO2_0.mean,lambdaO2_0.median,lambdaO2_0.sd,lambdaO2_7.mean,lambdaO2_7.median,lambdaO2_7.sd
ECA2_0002_10.a_p08,0.0379039556550006,0,0.10949700574872,0.16565350985574,0.125,0.170676008751093,7.7598820058997,7,4.10508698350797,-2.15132743362832,-3,4.36722986268377,439.96590548048,434.688748263808,106.085636870921,0.344700580125995,0.34256445784672,0.112697108779049,-0.424053667387871,-0.454545454545454,0.574174220632406,1.39523357968444,1.3969696969697,0.337174598828452,0.491072843479292,0.5,0.157291746429857,0.017913085402674,0,0.045987146306262,0.0153188537753599,0,0.0246594140809008,0.281592039800995,0,0.5744471209409,1529.50973451327,1487.7,570.951416212496,-3039.72493521716,-2973.65737746252,856.610435635424,72.3855295205543,73.2545454545454,16.3639652880236,-145.072168993105,-145.605775655331,8.36124580891269,0.0502284935560526,0.0462785146161782,0.0197595581420456,0.0443071357114253,0.0406734363129135,0.0168557173067932
ECA2_0003_01.a_p1,0.0464887678633441,0,0.141814580156544,0.120535984004852,0.0200080032012805,0.182475571041236,6.51443232841565,6,4.62916957504414,-2.46632456703015,-4,5.79895126423827,437.603581929441,430.710804757501,111.189424920888,0.321861857541552,0.316317369027956,0.115023200686235,-0.677071403398768,-0.727272727272728,0.550277196521894,1.53650339463123,1.59259259259259,0.359100807788168,0.448184955051812,0.444444444444444,0.1768702903183,0.0190243245643293,0,0.0455149532569251,0.0208729387583099,0,0.0266157166095588,0.451638065522621,0,0.672593614471815,1734.04849262348,1719,664.368166812711,-3191.07638565851,-3105.24196765952,1000.95211010921,79.5965349968649,81.0272727272727,15.682900100874,-148.338937014571,-149.014086238797,7.79620934098067,0.046056670043139,0.0395273728375488,0.0215741648290349,0.0409319539289944,0.0355732930535783,0.018462720564042
ECA2_0003_02.a_p1,0.0512497356081971,0,0.155427944088975,0.128073264390528,0.0204081632653061,0.198619450736845,6.68331005586592,6,4.70282657481216,-2.45286312849162,-4,5.8252475560433,440.605479511777,433.685592638102,115.289544067131,0.351791498610562,0.329830122645575,0.154018424934614,-0.622146036971893,-0.714285714285714,0.616890637581437,1.51370657319434,1.58064516129032,0.379596385046544,0.462767554324821,0.454545454545455,0.188323699912748,0.0209155258498988,0,0.0519784540377605,0.021839077044474,0,0.0274532945473166,0.441248972884141,0,0.661468475474873,1690.16847067039,1668.6,688.502448598751,-3148.57118824452,-3045.41508236402,1006.43149118746,78.0311620536989,80.6571428571429,17.5813831710709,-147.753831331164,-148.919382296682,8.56810633708432,0.0476808722661889,0.0405243936234406,0.0240222303376395,0.0421956225440808,0.0364422040219518,0.020197357645023
ECA2_0003_03.a_p1,0.0616116545938866,0,0.170544615271042,0.149314451714052,0.037037037037037,0.215944034178468,7.07160068846816,6,5.20023001771937,-2.05714285714286,-3,6.35184281316689,448.01532787131,437.664344447172,118.715144634392,0.355965129875982,0.334909259676124,0.154262739170893,-0.583027191204402,-0.666666666666667,0.64624235976884,1.47996487107463,1.56521739130435,0.409583140990466,0.462115779184796,0.458333333333333,0.194313447964488,0.0200292679216615,0,0.0492861740157335,0.0203279330215818,0,0.0268628186269883,0.480519480519481,0,0.749530001961419,1666.62516351119,1648.8,691.403246272969,-3141.93335045426,-3041.36888933713,988.983965564526,76.9162749493255,79.3,18.4179072534119,-147.256061372847,-148.408801833847,8.89915829979985,0.0477464903294429,0.0414934361862717,0.0226087696856361,0.0422130222020708,0.0374524884572174,0.0190228169566437
ECA2_0003_04.a_p1,0.0537965738077582,0,0.164407105218273,0.123361240751326,0,0.201225818206938,6.67511013215859,6,4.77259099967205,-2.44236417033774,-4,6.07197469287025,442.214701794424,434.747269233358,114.910392462518,0.356061021372376,0.335195166982203,0.152980948579065,-0.619924609681806,-0.7,0.592969038175171,1.51873814179744,1.58333333333333,0.374376781052455,0.464668032924972,0.461538461538462,0.189234894558642,0.0216511723898463,0,0.0537302130422095,0.0223017800018573,0,0.0273382131011815,0.46964586846543,0,0.70645442115438,1690.37797356828,1668.6,690.294765376564,-3149.28798134211,-3051.54196765952,1021.71166040445,77.9678513759315,80.25,16.8996175879924,-147.807059217656,-148.901793656884,8.33172304858421,0.0479999673021876,0.0402755321189089,0.0241807224576717,0.0424875779201488,0.0364111442692325,0.0204106257837283
ECA2_0003_05.a_p1,0.0533491088446854,0,0.164290834558092,0.128361861828878,0.0175438596491228,0.203766203908106,6.6159793814433,6,4.78419999700693,-2.38475699558174,-4,5.92062067261788,441.142109689285,433.637538374357,113.516771310361,0.35384520161916,0.329773583459826,0.158851074239383,-0.632749695125126,-0.714285714285714,0.606529000001567,1.52081164515339,1.59259259259259,0.389201910642272,0.456890129386178,0.45,0.186709790155302,0.0223190095225924,0,0.0539150263937138,0.0217282798610833,0,0.0272988818018476,0.475982532751092,0,0.715457162060441,1688.07581001473,1668.6,675.657099422676,-3137.85125083612,-3050.5304194028,985.577361454151,78.3333663110661,80.6571428571429,17.2860765000447,-147.880111806672,-148.94187323658,8.37359827975272,0.0475780282739412,0.0402755321189089,0.0237589036160544,0.0420810719163545,0.0364422040219518,0.0195885986958504
ECA2_0003_06.a_p1,0.0469611627618355,0,0.136640026629513,0.129541972032517,0.0256410256410256,0.187120424320303,6.83732821987856,6,4.54327726502348,-2.60466602748482,-4,5.58146972653115,446.476992410385,440.644847169885,113.19475112908,0.33506094835701,0.327527838918712,0.116886785493,-0.610093728572086,-0.705882352941177,0.584171657240639,1.50756098192789,1.57894736842105,0.369319486537665,0.465958578979359,0.461538461538462,0.180157991235681,0.0183482184383427,0,0.0480604488418903,0.0197548332718223,0,0.0263252145121318,0.465798045602606,0,0.672890781026877,1725.67785234899,1705.8,703.097678543958,-3223.6060893899,-3110.09194946847,1039.45716053365,77.6876712643044,80.4176470588235,16.6488922313582,-147.487993929023,-148.63229146029,8.18346875338524,0.0466378065960919,0.0401612389371955,0.0225520755828008,0.0413742557983376,0.0361570194170607,0.0192717609952945
ECA2_0003_07.a_p1,0.0536961631610015,0,0.163651133798576,0.127778939762874,0,0.203723201629658,6.72262026612078,6,4.82490305748362,-2.47697031729785,-4,6.00367337769812,443.255174489861,436.601542274827,112.968890693189,0.351200952877696,0.335271199714725,0.141230561942073,-0.603854475440574,-0.692307692307693,0.600083762575431,1.50954405474092,1.57894736842105,0.38158379245945,0.468553570774725,0.461538461538462,0.186759705334709,0.0201744872276557,0,0.0495507111479148,0.0217366921758135,0,0.0271476333684808,0.467793880837359,0,0.70865022202385,1672.98219037871,1658.7,689.696521546165,-3133.99270320673,-3027.62273269236,1015.09144381791,77.5098525500564,80.0307692307692,17.1023872333998,-147.651014184781,-148.63229146029,8.35027841455168,0.0482117877387373,0.0414905795836145,0.023323872336984,0.0426244271146668,0.0371834725378146,0.0196503069297403
ECA2_0003_08.a_p1,0.0541961677144026,0,0.155784131295027,0.141836620636693,0.032258064516129,0.207081942923041,6.94706284153005,6,4.68570778481029,-2.40881147540984,-4,5.6669810867419,444.861536539377,438.779627774085,113.139931315016,0.35773490598128,0.337176072791635,0.150266622156727,-0.580022878815895,-0.666666666666667,0.624030621461232,1.48303244212266,1.5625,0.393934424724992,0.469820197662207,0.464285714285714,0.183573193369199,0.0183025602337593,0,0.0472563711996413,0.0207718731010534,0,0.0270907308731125,0.459390862944162,0,0.675913632898052,1668.90922131148,1655.4,680.143042741267,-3147.24822821918,-3059.42659423863,980.100717143956,76.830652046253,79.3,17.7848727116451,-147.287415387197,-148.339214957007,8.52798932071124,0.0478879495121293,0.0414934361862717,0.0229182486059386,0.0422854950568039,0.0374258466950084,0.0191425543725736
ECA2_0003_09.a_p1,0.0575838193990319,0,0.163540823789809,0.139327093412256,0.0285714285714286,0.208092975210823,6.82434614142719,6,4.75879589182975,-2.29221827575073,-4,5.83329298049292,439.878539369318,432.618768819631,112.58276032428,0.349740772525964,0.333235031671251,0.14374497489401,-0.588552483588584,-0.666666666666667,0.609910074910644,1.49181220491702,1.56521739130435,0.391895474453773,0.4648448835338,0.458333333333333,0.185769081692335,0.0196244909174168,0,0.0503524472792647,0.020335133281763,0,0.0269360125889292,0.468571428571429,0,0.70770733584061,1660.96835647401,1618.2,691.153458893151,-3120.45011588722,-3012.59967256102,1006.26538902477,77.0737457822746,79.3,17.3824371349534,-147.378329469557,-148.397830257663,8.45820696159262,0.0486132365990428,0.0416229712204296,0.0237131773832105,0.0429728841355227,0.0376718243700657,0.0200284444575397
