,ECA2_0035_01.a_p08,ECA2_0035_02.a_p1,ECA2_0035_03.a_p1,ECA2_0035_04.a_p1,ECA2_0035_05.a_p1,ECA2_0035_07.a_p1,ECA2_0035_08.a_p15,ECA2_0035_10.a_p1
249.113254751525,1,0,0,0,0,1,0,0
251.01976940635,1,1,0,0,1,1,1,0
251.056133941414,1,1,0,0,1,1,1,0
251.07859958616,1,1,0,1,1,0,0,1
251.092496275315,1,1,1,0,0,1,1,0
251.103766666715,0,0,0,0,0,0,1,0
252.073412620032,0,1,0,0,0,0,0,0
252.138661068988,1,0,0,0,0,0,0,0
253.03538516246,1,0,0,0,1,1,1,0
254.067040616627,0,0,0,0,0,1,0,0
255.062297216038,0,1,1,1,1,1,1,1
255.196579554938,1,0,0,1,0,0,0,0
257.084800758906,0,1,0,0,0,0,0,1
257.085353119604,0,1,0,0,0,0,0,1
257.212198821544,1,0,0,0,0,0,0,0
258.09835108965,1,0,0,0,1,0,0,1
258.145973610707,0,0,0,0,0,0,1,0
259.061211474333,1,0,0,0,0,0,0,0
259.092681778819,0,0,0,0,0,0,0,1
259.096624369109,0,1,0,0,0,0,0,1
259.129974451967,1,1,1,1,1,1,1,1
259.191501035286,1,0,0,0,1,0,0,0
261.040499747034,1,0,0,0,0,1,0,0
261.076848305366,1,0,0,0,0,0,1,0
261.955591546,1,1,1,1,1,1,1,1
262.100131005709,0,1,0,0,0,0,0,1
262.10858703746,0,0,0,0,0,0,0,1
263.019720608659,1,0,0,0,0,1,1,0
263.056162162984,1,1,0,0,1,1,1,0
263.059518354884,0,0,0,0,0,0,0,1
263.092501343246,1,1,1,0,0,0,1,0
263.128918628623,1,1,1,1,0,0,1,1
263.132294307463,0,1,0,0,0,0,0,0
263.140121306846,0,0,0,0,0,0,1,0
263.165265369389,1,0,0,1,0,0,0,0
263.201656710982,0,0,0,1,0,0,0,0
264.047399140689,0,0,0,1,0,0,0,0
264.066096470669,0,0,0,0,0,0,0,1
264.999853704141,0,0,0,0,0,0,1,1
265.035416012644,1,1,0,0,1,1,1,0
265.07175654152,1,1,1,0,0,1,1,0
265.092915266048,0,0,0,1,0,0,0,0
265.108161078953,1,1,1,0,1,1,1,0
265.111551658498,0,0,0,0,0,0,1,0
265.119415187426,0,0,0,0,0,0,1,0
265.180917735873,1,1,0,1,0,0,0,0
266.067038262927,1,0,0,0,0,0,0,0
266.089479883299,0,0,0,0,0,0,1,0
266.994272940638,0,0,0,0,0,1,0,0
267.01468081692,1,0,0,0,1,1,1,0
267.051013014992,1,1,1,0,1,1,1,1
267.073503387235,0,1,0,1,1,1,0,1
267.196602454627,1,0,0,1,0,0,0,0
269.030335719134,1,1,0,0,0,1,1,0
269.212206948243,1,1,0,1,1,1,0,0
270.003025638964,0,0,1,0,0,0,0,0
271.061192022869,0,1,0,0,0,1,1,0
272.161546866663,0,0,0,0,0,0,1,0
273.040493461949,1,0,0,0,0,1,0,0
273.080235019038,0,1,1,0,0,0,0,1
273.109211861709,0,0,0,0,1,0,0,0
273.116583921206,0,0,0,0,0,0,0,1
274.97106521367,0,0,0,0,1,0,0,1
275.019686012876,0,0,0,0,0,1,0,0
275.056123708709,1,0,0,1,0,1,1,0
275.092536767002,1,0,0,0,0,0,1,0
275.095894541533,1,1,1,1,1,1,1,1
275.128896904455,1,0,0,0,0,0,0,0
275.165238261631,1,0,0,0,0,0,0,0
276.99896902096,1,0,0,0,0,0,0,0
277.009462102307,0,0,1,0,0,0,0,0
277.017600287464,0,1,0,0,0,0,0,1
277.035388091511,0,1,1,0,1,1,1,0
277.059631820522,1,1,1,1,1,1,1,1
277.071780747801,1,1,1,0,1,1,1,1
277.075138374456,0,1,0,0,0,0,0,1
277.108133008574,1,1,1,0,1,1,1,0
277.111485347462,1,1,1,0,1,0,0,1
277.122772416163,0,0,0,0,0,0,1,0
277.155803904556,0,0,0,0,0,0,1,0
278.124559603018,0,0,0,0,0,0,1,0
279.014622292583,1,1,0,0,0,1,1,0
279.05103605999,1,1,1,1,1,1,1,0
279.06634875781,1,0,0,0,0,0,0,0
279.090803972825,0,0,0,0,0,0,0,1
279.098603709576,0,0,0,1,1,0,1,0
279.108530479479,0,1,1,1,1,0,0,0
279.127133342822,0,1,0,0,0,0,0,0
279.160286725452,0,0,0,0,0,1,0,0
280.046300276918,0,0,0,0,1,1,0,0
280.060083430889,1,1,1,1,1,1,1,1
280.082702213768,0,0,0,0,0,1,0,0
281.030306431672,1,1,1,1,1,1,1,0
281.121740602362,0,1,1,0,0,0,0,0
281.142831239658,0,1,0,0,0,0,0,0
281.248611748241,1,0,0,0,0,0,0,0
282.084373284142,0,0,0,0,0,0,0,1
283.009605343612,1,0,0,0,0,0,0,0
283.04595745831,1,1,1,1,1,1,1,0
283.061168520033,0,1,0,0,0,0,0,0
283.100967866495,0,0,1,0,0,0,1,0
283.137346800078,1,1,1,1,1,0,1,1
283.227901399487,1,0,0,0,0,1,0,0
284.161546932859,0,0,0,0,1,0,0,0
285.080182644273,0,0,0,0,1,0,0,0
285.109173066331,0,0,0,1,0,0,0,0
285.116568006492,0,0,0,0,0,0,1,0
286.17717909044,0,0,0,0,0,0,1,0
286.953253759467,0,0,0,1,0,0,0,0
287.019652973634,1,0,0,0,0,0,0,0
287.040868822099,0,1,0,0,0,1,0,0
287.055215643865,1,1,0,1,1,0,0,1
287.056056994507,0,0,0,0,0,1,0,0
287.09249808681,0,0,0,0,0,1,1,0
287.112619108307,0,0,0,0,0,1,0,0
287.124855166614,0,0,0,0,0,0,1,0
287.165305832529,0,0,0,1,0,0,0,0
288.156510341019,0,0,0,0,0,0,1,0
289.035335238622,1,1,0,0,0,1,1,0
289.071733504922,1,1,0,0,0,1,1,0
289.075126885359,0,1,0,0,0,0,0,1
289.090478152413,0,0,1,0,0,0,0,0
289.108143001339,0,0,0,0,1,1,0,0
289.111520171072,0,1,1,0,0,0,1,1
289.180941643669,0,0,0,1,0,0,0,0
291.014598605754,1,0,0,0,0,1,1,0
291.031255819714,1,0,0,0,0,0,0,0
291.050985782488,1,1,1,0,1,1,1,0
291.090755523447,1,1,1,0,1,0,0,1
291.196548780538,1,1,0,1,0,1,0,0
292.082602143204,1,0,0,0,0,0,0,0
293.030316334653,1,1,0,0,1,1,1,0
293.066707280246,1,1,1,1,1,1,1,1
293.070069024992,0,1,0,0,0,0,0,1
293.087763317162,0,1,1,0,0,0,0,0
293.10645314903,1,1,0,0,0,0,0,1
293.114267381535,1,1,1,1,1,1,1,1
293.142838517349,0,1,0,0,0,0,0,1
293.15064965365,0,0,0,0,0,0,1,0
293.165195385237,0,1,0,0,0,0,1,0
293.212208631265,1,1,1,1,0,0,0,0
294.061871238235,1,0,0,0,0,1,0,0
294.138057685289,0,1,0,0,0,0,0,0
295.00951132373,1,0,0,0,0,1,0,0
295.04590311567,1,1,1,1,1,1,1,0
295.103494391935,0,1,0,1,0,0,0,0
295.137369757887,0,1,1,1,1,0,1,0
295.19144189826,1,0,0,0,1,0,0,0
295.227829671269,1,1,0,1,0,0,0,0
296.054211682584,0,0,0,0,0,0,1,0
297.025193164039,0,0,0,0,0,1,1,0
297.089862170587,0,0,0,0,0,0,1,0
297.116608279898,0,1,1,0,1,0,0,0
297.13772162422,0,0,0,0,0,0,0,1
297.158356173741,0,0,1,0,0,0,0,0
297.243503391361,1,0,0,0,0,0,0,0
298.150609987955,0,0,1,0,0,0,0,0
298.177221206525,0,0,0,0,0,0,1,0
299.040885905944,1,1,1,1,1,1,0,0
299.141917249727,1,0,0,1,0,0,0,0
299.149021672908,1,0,0,0,0,0,0,0
299.157246356087,0,1,1,0,0,0,0,0
300.085415460433,0,0,0,0,0,0,1,0
300.192899891053,0,0,0,0,0,0,1,0
301.035341309197,1,1,0,0,0,0,0,0
301.071730761426,1,1,0,0,1,1,0,0
301.084785218452,1,1,0,0,0,0,0,0
301.157568702067,1,1,0,1,1,0,1,1
302.172131462719,1,0,0,0,0,0,1,0
303.014615944586,0,0,0,0,0,1,1,0
303.051014761484,1,0,1,0,0,0,1,0
303.087420249974,1,0,0,0,0,1,0,0
303.090773823008,0,1,0,0,0,0,0,1
303.12381011849,0,0,1,0,0,0,0,0
303.173192746032,1,1,1,1,1,0,1,1
303.217659936381,1,1,1,1,1,1,0,1
304.00254759048,0,0,0,0,0,1,0,0
305.030274203965,1,1,1,0,0,1,1,0
305.066654821895,1,0,1,1,1,1,1,0
305.070009125444,0,1,0,0,0,1,0,1
305.103064603926,1,1,1,0,1,1,1,1
305.106420819019,0,1,0,0,0,0,0,1
305.139456921456,1,0,0,0,1,1,0,0
305.175849498487,1,1,0,1,0,0,0,0
307.009519970076,0,0,0,0,0,1,1,0
307.026168289049,1,1,0,0,1,1,0,0
307.045927506599,1,1,1,1,1,1,1,0
307.085693241582,0,1,0,0,0,0,0,1
307.093533716191,1,0,0,0,0,0,0,0
307.122104008955,0,1,0,0,0,0,0,1
307.13730963909,0,0,1,0,0,0,0,0
308.077605234938,0,0,0,0,0,1,0,0
308.138234674506,0,0,0,0,0,0,1,0
309.02518522443,1,1,0,0,0,1,1,0
309.059242127405,0,0,0,0,0,0,1,0
309.101372678021,0,1,1,0,1,0,0,1
309.109211875195,1,1,0,0,1,1,1,1
309.119089199185,0,1,0,1,0,0,0,1
310.056812798433,1,0,0,0,0,1,0,0
311.040842997254,1,1,1,1,1,1,1,0
311.092459254113,0,0,0,0,1,0,0,0
311.13223291676,0,1,1,0,1,0,0,0
312.072550046252,0,1,0,0,0,1,1,0
312.159851123239,0,0,1,0,0,0,0,0
313.056500859105,1,1,1,1,1,1,1,1
313.071784263219,0,0,0,0,0,0,1,0
313.078509429947,1,0,0,0,0,0,0,0
313.104086879243,1,0,0,0,0,0,0,0
313.108086928498,1,0,0,0,0,0,0,0
313.147853219841,0,1,1,0,1,0,1,1
313.172915189152,0,1,1,0,0,0,0,0
314.135731582879,0,0,0,0,0,0,1,0
314.172095976387,0,0,0,0,0,0,1,0
314.208478741839,0,0,0,0,0,0,1,0
315.014674019742,0,0,0,0,0,1,0,0
315.035765556434,0,1,0,0,0,1,0,0
315.051086379127,1,0,0,0,0,1,1,0
315.085149944066,0,1,0,1,0,0,0,0
315.087459716489,1,0,0,0,0,1,0,1
315.167365960132,0,0,0,0,0,0,1,0
315.968512743782,0,0,0,0,0,0,0,1
316.083528561934,0,0,0,0,0,0,0,1
316.151388768487,1,1,1,1,1,1,1,1
316.187805194354,1,0,0,0,0,0,1,0
317.030261218142,1,0,0,0,0,1,1,0
317.051456086289,0,1,0,0,0,1,0,0
317.066687796083,1,1,0,0,0,1,1,0
317.07004057736,0,0,0,0,0,0,0,1
317.088559715049,0,0,0,0,0,0,0,1
317.103096216893,1,0,0,0,0,1,1,0
317.212167373557,1,1,0,1,1,0,0,0
318.058927759811,0,0,0,0,0,0,0,1
318.0619396968,0,0,0,0,0,1,0,0
318.062926110868,0,1,0,0,0,0,0,1
318.167103725047,0,0,0,0,0,0,1,0
319.009596531152,0,0,0,0,0,1,0,0
319.045941232075,1,1,1,0,1,1,1,0
319.068344427146,0,0,0,0,1,0,0,0
319.082295876229,1,1,1,0,0,1,1,0
319.085647606549,0,1,0,0,0,0,0,1
319.118690232607,1,1,1,1,1,1,1,0
319.122061710318,0,1,0,0,0,0,0,1
319.19154797824,1,0,0,0,0,0,0,0
320.041198944159,0,0,0,0,0,1,0,0
320.059960837832,0,1,0,0,0,0,0,1
320.07753794792,1,0,0,0,0,0,0,0
321.025154726554,0,1,1,0,0,1,1,0
321.061551978378,1,1,1,1,1,1,1,0
321.097982635803,1,1,1,1,1,1,1,0
321.101343113687,0,1,0,0,0,0,0,1
321.137756545737,1,1,1,0,0,0,0,1
321.153001061832,0,0,1,0,0,0,0,0
321.174131092406,0,0,1,0,0,0,0,0
321.207101793451,1,0,0,0,0,0,0,0
322.09321764639,1,0,0,0,0,0,0,0
322.187167160996,1,1,1,1,1,1,1,1
323.023168474814,0,0,0,0,0,0,0,1
323.040869446973,1,1,1,1,1,1,1,0
323.080668631531,0,1,0,0,0,0,0,0
323.117036868633,0,1,0,0,0,0,0,1
323.134729600681,0,1,1,1,0,1,1,1
323.16866461507,1,1,1,1,1,1,0,0
324.072481239561,0,0,0,0,0,1,0,0
324.133154679663,0,0,0,0,0,0,1,0
325.020080061909,0,1,0,0,0,0,0,0
325.056517335562,1,1,1,0,1,1,1,0
325.147929172056,0,1,1,0,1,0,1,1
327.035717224585,0,1,0,1,0,1,1,0
327.051027975317,0,0,0,0,0,1,0,0
327.061718692579,0,0,0,0,0,0,1,0
327.087345024074,1,1,0,0,0,0,0,0
327.090745961451,0,1,1,1,0,0,0,0
327.127116379932,0,0,1,0,0,0,0,0
327.188493868284,0,0,1,0,0,0,0,0
328.067429962418,0,0,0,0,0,1,0,0
328.151343467021,0,0,0,0,1,0,0,0
328.187775460719,0,0,0,0,0,0,1,0
328.224197142005,0,0,0,0,0,0,1,0
329.030222012527,0,0,0,0,0,1,0,0
329.051455290203,1,1,1,1,1,1,1,0
329.066687502906,1,0,0,0,0,1,1,0
329.079723149283,1,1,1,0,0,0,1,0
329.171800445598,0,0,0,0,0,0,1,0
329.18298747086,0,0,0,0,0,0,1,0
330.167007082931,1,1,1,1,1,1,1,1
330.203459960572,0,0,0,0,1,0,1,0
330.922483564988,0,0,0,1,1,0,0,0
331.038871585845,0,1,0,0,0,0,0,1
331.04599443956,1,1,1,0,0,1,1,0
331.082339553397,1,1,0,0,1,1,1,0
331.11864424628,1,1,1,0,1,1,1,0
331.155074665797,1,0,1,0,1,0,0,0
331.19150873051,1,0,1,1,0,0,1,0
332.077523369263,0,0,0,0,0,1,0,0
332.146372028282,0,0,0,0,0,0,1,0
332.182676902198,0,0,0,0,0,0,1,0
333.025203537804,1,1,0,0,0,1,1,0
333.038171758517,0,0,0,0,0,1,0,0
333.061621279429,1,1,1,0,1,1,1,0
333.104194363749,0,0,0,0,1,0,0,0
333.13431589464,1,1,1,1,1,1,1,1
333.207151807676,1,1,1,1,1,1,1,1
333.228254747374,1,0,0,0,0,0,0,0
334.056816773761,0,0,0,0,0,1,0,0
334.177230942595,0,0,0,0,0,0,1,0
335.00305254878,1,0,0,0,0,0,0,1
335.039452128724,1,0,0,0,0,0,0,0
335.040827177713,1,1,1,0,1,1,1,0
335.077281643427,1,1,1,1,0,1,1,0
335.088508902396,0,0,0,0,0,1,0,0
335.168656622386,0,0,1,0,0,0,0,0
336.028701162973,0,0,0,0,0,1,0,0
336.072516720963,0,0,0,0,0,1,0,0
336.145208335093,1,0,0,0,0,0,0,0
336.996777751774,0,0,0,1,0,0,0,1
337.020135431421,0,1,0,1,0,1,1,0
337.056543872599,1,1,1,1,1,1,1,1
337.132614990239,0,1,0,0,0,0,0,1
337.184266280886,0,1,1,1,0,0,0,0
337.238402069644,1,1,0,1,0,0,0,0
338.051699341556,0,0,0,0,0,1,0,0
338.088107656659,0,1,0,0,1,0,0,0
338.148773626018,0,0,0,0,0,0,1,0
339.035826927654,1,1,0,1,1,1,1,0
339.148317093124,0,0,0,0,0,0,1,0
340.224231113601,0,0,0,0,0,0,1,0
341.014976956191,0,0,0,0,0,1,0,0
341.051432806298,1,1,0,1,1,1,1,0
341.066613639013,0,0,0,0,0,1,0,0
341.067488290948,0,1,0,0,1,0,0,1
341.069976076688,0,0,0,0,0,1,0,0
341.079710504834,0,1,0,0,0,0,0,0
341.091157142191,0,0,0,0,0,0,0,1
341.10307484656,1,0,0,0,0,0,0,0
341.116083556712,1,0,0,0,0,0,0,0
341.142820338194,0,0,1,0,0,0,0,0
341.204180987506,0,0,1,0,0,0,0,0
342.167025057996,1,1,1,0,1,0,1,1
342.98189693543,0,1,0,0,0,0,0,0
343.030698713285,0,1,0,0,0,1,1,0
343.045930973354,1,0,0,0,0,1,1,0
343.080121250137,1,0,0,0,1,0,0,0
343.082325259695,1,1,0,0,0,1,0,0
343.085701569898,0,1,0,1,0,0,0,0
343.116453535533,1,1,0,0,1,0,0,1
343.118642673311,1,0,0,0,1,1,0,0
343.122042260801,0,0,1,0,0,0,0,0
343.158478469459,0,1,1,0,0,0,0,1
343.198703463502,0,0,0,0,0,0,1,0
344.078469280713,0,1,0,0,0,0,0,1
344.14636642831,0,0,0,0,1,1,0,0
344.18266441874,1,1,1,1,1,1,1,1
344.219102041571,0,0,0,0,0,0,1,0
345.025178166361,1,1,0,0,0,1,1,0
345.046318715642,0,1,0,0,0,1,0,0
345.061609991528,1,1,0,0,0,1,1,0
345.072947888342,0,0,0,0,0,0,1,0
345.093889617814,0,0,0,0,0,0,1,0
345.095728379067,1,0,0,0,1,1,1,0
345.097937172215,1,1,1,0,0,1,1,0
345.101315019446,0,0,0,0,1,0,1,0
345.1092627899,0,1,0,1,0,0,0,0
345.134332592676,1,1,1,0,1,1,1,0
345.15862628045,0,1,1,0,0,0,0,0
345.170766400863,1,1,0,0,0,1,0,0
345.177965934384,0,0,0,0,0,0,1,0
345.220173512776,0,0,0,0,1,0,0,0
345.974933798153,1,1,0,0,1,1,0,0
347.004527163191,0,1,0,0,0,0,1,0
347.04083035272,1,1,0,0,1,1,1,0
347.062022130947,0,1,0,0,0,1,0,0
347.077228409431,1,1,1,0,1,1,1,1
347.113629831415,1,1,1,1,1,1,1,1
347.149943444748,1,1,1,0,1,1,1,0
347.165303830312,0,0,0,0,0,0,1,0
348.072413958191,0,0,0,0,0,1,1,0
348.075397972934,1,0,0,0,0,0,0,0
348.108915300542,1,0,0,0,0,1,0,0
349.020115304537,1,1,0,1,0,1,1,0
349.04012040839,1,0,0,0,0,0,0,0
349.056496668412,0,1,1,1,1,1,1,0
349.067767122898,0,0,0,0,0,1,0,0
349.072820082891,1,0,0,0,0,0,0,0
349.092918031447,1,1,1,1,1,1,1,1
349.169023346464,1,1,0,0,0,0,0,0
349.274815526438,1,0,0,0,0,0,0,0
350.051769709976,0,1,0,0,0,1,0,0
350.088142822738,1,1,0,0,0,1,0,0
350.135687001706,0,0,0,0,0,0,1,0
350.172136493978,0,0,0,0,0,0,1,0
350.185143712163,0,0,0,0,0,0,1,0
351.018011240062,0,1,0,0,0,0,0,0
351.034395775215,1,0,0,1,0,0,0,1
351.035766012244,1,1,1,1,0,1,1,0
351.072138333567,1,1,1,0,1,1,1,0
351.108582655515,1,1,1,1,0,1,1,1
351.148261776868,0,0,0,0,0,0,0,1
351.184682919914,1,0,1,0,1,0,0,0
352.067424420654,0,1,0,0,0,1,0,0
352.103742233992,1,0,0,0,0,1,0,0
352.148921363886,0,0,0,0,0,0,1,0
352.15142413102,0,0,0,0,0,0,1,0
352.164383941218,0,0,0,0,0,0,1,0
353.014935493477,0,0,0,0,0,1,0,0
353.02367597199,0,0,0,0,0,0,0,1
353.049035877635,1,0,0,0,0,0,1,0
353.05141925999,1,1,1,1,1,1,1,0
353.077277883518,0,0,0,0,0,0,1,0
353.079733464402,0,1,0,0,0,0,0,1
353.099119056804,1,0,0,0,0,0,0,0
353.215649900355,1,0,1,0,0,0,0,0
353.995660122805,0,0,1,0,0,0,0,0
355.030627188011,0,1,0,0,0,1,1,0
355.045885027271,0,0,0,0,0,0,1,0
355.049306027899,0,0,0,0,0,1,0,0
355.095337681225,0,0,0,0,1,1,1,0
355.158410308014,0,0,1,0,0,0,0,0
355.16811528018,1,0,0,0,1,0,0,0
355.285346317321,1,0,0,0,0,0,0,0
356.182767131936,0,0,0,0,1,0,0,0
357.025157978381,0,0,0,0,0,1,1,0
357.046380027556,0,1,0,0,0,1,1,0
357.061639132,1,1,0,0,0,1,1,0
357.074642866779,0,0,0,0,0,1,1,0
357.095758160634,0,1,0,0,1,1,1,0
357.097951583257,1,1,0,0,0,1,0,0
357.130345430164,0,0,0,0,0,1,0,0
357.137710503365,0,0,1,0,0,0,0,0
357.137899967195,0,0,0,0,1,0,0,0
357.174148969742,0,0,1,0,0,0,0,0
357.214251336409,0,0,0,0,0,0,1,0
358.086722923039,0,0,0,1,0,0,0,0
358.198353257738,1,1,1,1,1,1,1,1
359.004410264481,0,0,0,0,0,0,1,0
359.040827605703,1,0,1,0,0,1,1,0
359.053861397628,0,1,0,0,0,0,0,0
359.061939001258,0,1,0,1,1,1,0,1
359.075015225637,0,1,0,0,0,0,0,0
359.077232277101,1,1,0,0,1,1,1,0
359.088641649665,0,0,0,0,0,0,1,0
359.111377458472,0,0,0,0,0,1,1,0
359.113577261528,1,0,1,0,0,1,1,0
359.150035089665,1,1,0,0,0,1,1,0
359.15488168143,0,0,0,0,0,0,1,0
359.193602610788,0,0,0,0,0,0,1,0
359.990579441568,0,0,0,0,1,1,0,0
360.17765654334,1,1,0,1,1,0,1,1
361.020203202757,1,1,0,0,0,1,1,0
361.056450883082,1,1,1,0,1,1,1,0
361.092917492873,1,1,1,1,1,1,1,1
361.129228263743,1,1,1,1,1,1,1,0
361.165636188115,1,1,1,0,1,0,1,0
361.202032043186,1,0,0,0,1,0,0,0
362.004492954066,0,1,0,0,0,0,0,0
362.088049958924,0,0,0,0,0,1,0,0
362.979032245085,0,0,0,0,0,0,0,1
363.03578042413,1,1,1,0,1,1,1,0
363.053676670196,0,0,0,0,0,0,0,1
363.072081802094,1,1,1,1,1,1,1,0
363.083408506467,1,0,0,0,0,0,0,0
363.10858231203,1,1,1,1,1,1,1,1
363.11993770068,1,0,0,0,0,0,0,0
363.290432345644,1,0,0,0,0,0,0,0
364.03107959692,0,0,0,0,0,1,0,0
364.067358096948,0,0,0,0,0,1,1,0
364.070277823938,1,0,0,0,0,0,0,0
364.10386330536,0,0,0,0,0,1,0,0
364.187807075562,0,0,0,0,0,0,1,0
364.20076978619,0,0,0,0,0,0,1,0
365.014999350136,0,1,0,0,0,1,1,0
365.05030650388,0,0,0,0,0,0,0,1
365.051447751813,1,1,1,1,1,1,1,0
365.054813548728,0,0,0,0,0,0,0,1
365.087779048533,1,1,1,1,1,1,1,0
365.099174259668,0,0,0,0,0,1,0,0
365.200263475775,1,0,0,0,1,0,0,0
365.218058055525,0,0,0,0,0,1,0,0
365.233347438082,1,0,0,1,0,0,0,0
366.083006492122,1,0,0,0,1,1,0,0
366.180116546856,0,0,0,0,1,0,1,0
367.029280400029,1,1,1,1,1,0,0,1
367.030630584968,0,1,0,1,0,1,1,0
367.06706934349,1,1,1,1,1,1,1,1
367.078325988299,0,0,0,0,0,1,0,0
367.095365337489,0,0,0,0,1,0,0,0
367.101137110549,0,0,0,0,0,0,1,0
367.124535283715,1,0,0,0,0,0,0,0
367.16572661793,0,0,0,1,0,0,0,0
367.21388305161,0,0,0,0,0,1,0,0
367.21599116063,1,1,1,0,1,0,0,0
367.231203934248,0,0,1,0,0,0,0,0
368.062279069239,0,0,0,0,0,1,0,0
368.156545761397,0,0,0,0,0,1,0,0
368.184383412847,0,0,0,0,0,1,0,0
369.026230545214,1,0,0,1,0,0,0,0
369.046310964264,1,1,1,1,1,1,1,0
369.061598175475,0,0,0,0,0,0,1,0
369.072212276688,0,0,1,0,0,0,1,0
369.093974377148,0,0,0,0,0,1,0,0
369.097948752025,0,0,0,0,0,0,0,1
369.174090217447,0,0,1,0,0,0,1,0
369.18139495536,0,0,0,1,0,0,0,0
370.077967055023,0,0,0,0,0,1,1,0
370.106205880669,0,0,0,1,0,0,0,0
370.130606874783,0,0,1,0,0,0,0,0
370.142399172991,0,1,0,0,0,0,0,0
371.025611478681,0,0,0,0,0,1,0,0
371.040880248302,1,1,0,0,1,1,1,0
371.044224829302,0,0,0,0,1,0,0,0
371.051483688559,0,0,0,0,1,0,1,0
371.061971237483,1,1,1,1,1,1,1,0
371.077218054152,1,1,0,0,0,1,0,0
371.090292370366,1,1,0,0,0,1,1,0
371.11361936982,0,1,0,0,0,0,0,1
371.149928351375,1,0,0,0,0,0,0,0
371.15332141602,0,0,1,0,1,0,0,0
371.189744666485,0,0,1,0,0,0,0,0
371.229951513963,0,0,0,0,0,0,1,0
372.127599327908,0,0,1,0,0,0,0,0
372.167124680955,0,0,0,0,0,0,1,0
372.1946637148,0,0,0,1,1,0,0,0
372.21396446099,1,1,1,1,1,1,1,0
373.009749374857,0,0,0,0,0,1,0,0
373.020100526779,0,0,0,0,0,1,0,0
373.041248932347,0,0,0,0,0,1,0,0
373.056476136202,1,1,0,0,0,1,1,0
373.059841142617,0,0,0,0,1,0,0,0
373.069513595637,1,0,1,0,0,1,1,0
373.090608981369,0,0,0,0,0,1,1,0
373.092863986741,1,1,0,0,1,1,1,1
373.127044142201,1,0,0,0,1,1,1,0
373.129236898477,1,0,1,0,0,1,1,1
373.165624489225,1,0,1,0,0,1,0,0
373.172856160813,1,0,1,0,1,1,1,0
