,ECA2_0005_01.a_p1,ECA2_0005_02.a_p1,ECA2_0005_03.a_p1,ECA2_0005_04.b_p1,ECA2_0005_05.a_p1,ECA2_0005_06.a_p1,ECA2_0005_07.a_p1,ECA2_0005_08.a_p1,ECA2_0005_09.a_p1,ECA2_0005_10.a_p1
447.09106680313,1,0,0,0,0,1,0,0,1,1
447.09324777296,1,1,1,0,1,1,1,0,1,1
447.127450430325,0,0,0,0,0,0,1,0,0,0
447.129676968486,1,1,0,0,1,1,1,0,1,1
447.14762085792,0,0,0,0,0,0,0,1,0,0
447.163857111717,0,0,0,0,0,0,0,0,0,1
447.202454273815,1,0,1,0,1,1,0,0,0,0
447.209587310833,1,1,0,0,1,1,0,1,0,0
447.360980069941,1,0,1,0,0,1,0,0,0,1
449.036153802432,1,1,1,0,0,0,1,0,1,0
449.036447911377,0,0,0,0,1,0,0,0,0,0
449.072543871549,1,1,1,0,1,1,1,0,1,1
449.088169269274,1,0,0,0,0,1,0,0,0,1
449.108959458991,1,1,1,0,1,1,1,0,1,1
450.987450420362,0,0,0,1,0,0,0,0,0,0
451.051814909722,1,1,0,0,1,0,1,0,1,1
451.076441374836,0,0,1,0,0,0,0,0,1,0
451.088224866763,1,1,1,0,1,1,1,0,1,1
451.124612374534,1,1,1,1,1,1,0,1,1,1
451.135308729969,0,1,0,0,0,0,0,1,1,0
451.135931385061,0,0,0,0,0,0,1,0,0,0
451.181417273604,0,0,0,0,0,0,1,0,0,0
451.325017198106,0,0,0,1,0,0,0,0,0,0
452.250436595639,0,0,0,0,1,0,0,0,0,0
452.977011797449,0,0,0,1,0,0,0,0,0,0
453.031047454848,0,1,0,0,1,0,0,0,0,0
453.067431269955,1,1,1,0,1,1,0,0,1,1
453.086025757328,0,1,0,0,1,0,0,0,0,0
453.098860911962,0,1,0,0,0,0,0,0,0,0
453.103879493075,1,1,1,1,1,1,1,0,1,1
453.11454633433,0,0,0,0,0,0,1,0,0,0
453.161459359169,0,0,0,0,0,0,1,0,0,0
453.168610789958,0,0,1,0,0,0,0,0,0,1
453.204946596811,1,1,0,0,0,0,0,0,0,1
454.229650207156,0,0,0,1,0,0,0,0,0,0
454.267063090616,1,0,0,0,0,0,0,0,0,0
454.987773281768,0,0,0,0,0,0,0,1,0,0
455.046715100367,1,1,0,0,1,0,0,0,0,0
455.083066172065,1,1,1,0,1,0,1,0,1,1
455.083324804092,0,0,0,0,0,1,0,0,0,0
455.101632111961,0,0,0,0,1,0,0,0,0,0
455.111453581766,0,0,0,0,1,0,1,0,0,0
455.115700271237,0,1,0,0,0,0,0,0,0,0
455.147865874753,1,1,0,0,1,1,0,0,1,0
455.150698063933,0,1,0,0,0,0,1,0,0,0
455.251073856027,1,1,0,0,1,1,0,1,1,0
456.209915725961,1,0,0,0,0,0,0,1,0,0
456.95950498231,0,1,1,1,1,0,1,0,1,1
457.041197798623,0,1,0,0,0,0,0,0,0,1
457.062313980676,1,1,1,0,1,0,0,0,0,0
457.077591558917,0,1,0,0,1,0,0,0,0,1
457.098763730391,1,1,1,0,1,1,1,0,1,1
457.114048644519,0,1,0,0,1,0,0,1,0,1
457.159333487824,1,0,1,0,0,0,0,0,0,0
457.230381571775,1,0,0,0,0,0,0,1,0,0
457.266802297369,1,1,0,0,1,1,0,1,1,0
458.189199324349,1,0,0,0,0,1,0,0,0,0
458.225568277273,1,1,1,0,1,1,0,1,1,1
458.957571648701,0,1,1,1,1,0,1,0,1,1
459.020459619933,1,1,0,0,0,0,0,0,0,0
459.056886551281,1,1,0,0,0,0,1,0,1,1
459.057209469366,0,0,0,0,1,0,0,0,0,0
459.069974063579,0,1,0,0,0,0,0,0,0,0
459.07803100804,0,0,0,0,1,0,0,0,0,0
459.093298769617,1,1,0,0,1,1,0,0,1,1
459.102601899248,0,0,0,0,0,0,0,0,0,1
459.103829698906,0,0,1,0,0,0,0,0,0,0
459.163784595839,0,0,0,0,0,0,1,0,0,1
459.173210134406,0,0,0,0,0,1,0,0,0,1
459.209658245676,1,1,1,0,1,1,0,1,1,0
459.242313189514,1,0,0,0,0,0,0,0,0,0
459.246044317094,1,1,1,0,1,1,0,1,1,0
459.397455217866,1,0,0,0,0,1,0,0,0,0
460.159126760031,0,0,0,0,0,1,0,0,0,0
460.204846758655,1,1,1,0,1,1,0,1,1,0
461.036135966289,1,1,0,0,1,0,1,0,0,0
461.072585278075,1,1,1,0,1,1,1,0,1,1
461.093677267382,0,0,0,0,0,1,0,0,0,0
461.100887691984,1,0,0,0,0,0,0,0,0,0
461.106666055699,1,0,0,0,0,0,0,0,0,1
461.108943198435,1,1,1,0,1,0,0,0,1,1
461.119520447362,0,0,0,0,0,1,1,1,0,0
461.143087057553,0,1,0,0,0,1,1,1,1,0
461.145280607664,0,1,0,0,1,0,0,0,1,1
461.188876128783,1,0,1,0,0,1,0,1,0,0
463.051796648179,1,1,0,0,1,0,1,0,1,1
463.088237089778,1,1,0,0,1,1,1,0,1,1
463.124640508137,1,1,1,0,1,1,0,1,1,1
463.255135292031,0,0,0,0,0,0,0,0,1,0
463.998321992832,0,1,1,1,1,0,0,0,0,0
465.031077651473,1,1,0,0,0,0,0,0,0,0
465.031342361103,0,0,0,0,1,0,0,0,0,0
465.067432255195,1,1,1,0,1,1,1,0,1,1
465.103724532452,1,1,0,1,1,1,0,0,1,1
465.105225025084,0,1,0,0,0,0,0,0,0,0
465.140219212629,1,1,0,0,1,0,1,0,1,1
465.170945009654,0,0,0,1,0,0,0,0,0,0
465.199086989399,0,1,0,0,0,0,0,0,0,0
465.213371441185,0,0,0,0,1,0,0,0,0,0
465.340835315996,0,0,0,1,0,0,0,0,0,0
465.995439250316,0,0,0,1,0,0,0,0,0,0
466.211054708637,0,0,0,0,0,0,0,0,1,0
467.046664879621,1,1,0,0,1,0,1,0,1,1
467.051668175618,0,0,0,0,0,0,0,1,0,1
467.083088723042,1,1,1,0,1,1,1,0,1,1
467.09614770225,0,0,0,0,0,0,0,1,0,0
467.119488879741,1,1,1,0,1,0,0,0,1,1
467.119771308864,0,0,0,1,0,0,0,0,0,0
467.130736345061,1,1,0,0,0,1,1,1,1,0
467.143960434215,0,0,0,0,0,1,0,0,0,0
467.159948636108,0,0,0,0,0,0,1,0,0,0
467.163863819359,0,0,0,0,1,0,1,0,0,0
467.184200768427,1,0,0,0,0,0,0,0,0,1
467.22057257572,0,1,0,0,0,0,0,0,0,0
467.266173398582,0,0,0,1,1,0,0,0,0,0
468.091450135612,0,0,1,0,0,0,0,1,0,1
468.114758550199,0,0,0,0,1,0,0,0,0,0
468.151483875781,0,0,0,0,1,0,0,0,0,0
468.224210191629,0,0,0,0,0,0,0,0,1,0
469.041251120829,0,0,0,0,1,0,0,0,0,0
469.041633789172,1,0,0,0,0,0,0,0,0,0
469.044023493281,0,0,0,0,0,0,1,0,0,0
469.062391950278,1,1,1,0,1,0,1,0,1,1
469.077654866646,0,1,0,0,1,0,0,0,0,1
469.098788737284,1,1,1,0,1,1,1,0,1,1
469.109568896796,0,0,0,0,0,0,1,0,0,0
469.114033985502,0,0,0,0,1,0,1,0,0,0
469.127129437497,0,1,0,0,1,0,0,0,0,1
469.157162756415,0,0,0,0,0,0,1,0,0,0
469.163470241374,1,1,0,0,1,0,0,0,1,1
469.199879909172,1,1,1,0,0,1,1,0,0,0
469.23628550232,0,1,0,0,0,0,0,0,0,0
469.2667707693,0,0,0,0,0,1,0,1,0,0
469.293431450216,0,1,0,0,0,0,0,0,0,0
470.195092675835,0,1,0,0,0,0,0,0,0,0
470.225554732536,1,1,0,0,1,1,0,1,1,0
470.896799689726,0,1,1,0,0,0,1,1,1,1
470.975110366279,0,0,0,1,0,0,0,0,0,0
471.028856422024,0,0,0,0,0,0,0,1,0,0
471.041603467768,0,0,0,0,1,0,0,0,0,0
471.0568865953,1,1,0,0,0,0,0,0,1,1
471.057173570714,0,0,0,0,1,0,0,0,0,0
471.078035727446,1,1,1,0,1,1,1,0,1,0
471.093294714313,1,1,0,0,1,0,1,0,1,1
471.102707330324,0,0,1,0,0,0,0,0,0,0
471.103841750038,0,0,0,0,0,0,1,1,0,0
471.106379452438,0,0,0,0,0,0,1,0,0,0
471.114437648015,1,1,1,0,1,1,1,0,1,1
471.127405095891,0,0,0,0,0,0,1,0,0,0
471.14026237024,0,0,0,0,0,0,0,1,0,0
471.154175455362,0,0,0,0,1,0,0,0,0,0
471.175071010022,0,0,1,0,0,0,0,0,0,0
471.181992303387,1,0,0,0,0,0,0,1,0,0
471.209645542869,1,0,1,0,0,1,0,1,0,0
471.282465730879,1,0,0,0,0,1,0,1,0,0
472.204780293452,1,0,0,0,0,0,0,1,0,0
472.241253127814,1,1,1,0,1,1,0,1,1,1
473.036115198747,1,1,0,0,1,0,0,0,0,0
473.057226077958,1,0,0,0,0,0,0,0,0,0
473.057470602756,0,0,0,0,1,0,0,0,0,0
473.072512021629,1,1,1,0,1,0,1,0,1,1
473.081747440201,0,0,0,0,0,0,0,0,0,1
473.093654028881,0,1,0,0,1,0,0,0,0,0
473.101077409945,0,0,0,0,0,0,1,0,0,0
473.10896169189,1,1,1,0,0,0,0,0,1,1
473.109297527736,0,0,0,0,0,1,0,0,0,0
473.178439197012,0,0,0,0,0,0,0,1,0,0
473.181653407115,0,0,0,0,1,1,0,0,0,0
473.225223648305,1,0,0,0,1,0,0,1,0,0
473.261664422053,1,0,0,0,0,0,0,0,0,0
474.220479270808,1,1,0,0,1,1,0,1,0,1
474.307276915854,0,1,0,0,0,0,0,0,0,0
475.051847246304,1,1,1,0,1,1,1,0,0,1
475.062551166004,0,0,0,0,0,0,1,0,0,0
475.088201185657,1,1,1,0,1,1,1,1,1,1
475.101225288726,1,0,0,0,1,0,0,0,1,0
475.109293900134,1,1,0,0,0,0,0,0,0,0
475.113064396794,0,0,0,0,0,0,0,0,0,1
475.124578091397,1,1,1,0,1,1,0,0,0,1
475.124871215251,0,0,0,0,0,0,0,0,1,0
475.197358389296,1,1,1,0,0,1,0,0,1,0
475.20185142875,0,0,0,0,0,0,0,0,0,1
475.204590776663,1,0,0,0,1,0,0,1,1,0
475.231177488181,0,0,0,1,0,0,0,0,0,0
475.233737842492,0,0,0,0,0,0,0,0,0,1
475.392275243938,0,0,0,0,0,1,0,0,0,0
476.086721651491,0,1,0,0,0,0,0,0,0,0
477.030996834805,1,0,0,0,1,0,0,0,0,0
477.067440428582,1,1,1,0,1,1,0,0,1,1
477.067736610227,0,0,0,0,0,0,1,0,0,0
477.103863774774,1,1,1,0,1,1,0,0,1,1
477.108983462699,0,1,0,0,0,0,1,1,0,0
477.13507699005,0,0,0,0,0,1,0,0,0,0
477.140239441194,1,1,1,0,1,1,1,0,1,1
477.213287080371,0,0,0,0,0,0,0,0,1,0
477.270832859855,0,0,0,0,0,1,0,0,0,0
477.36187782762,1,1,1,0,0,1,0,0,0,0
478.953797194609,0,1,0,0,0,1,1,1,1,0
479.01143840211,0,1,1,1,0,0,0,0,0,0
479.046746846163,1,1,0,0,1,0,0,0,1,0
479.083137241405,1,1,1,0,1,1,1,0,1,1
479.119494456519,1,1,1,0,1,1,1,0,1,1
479.15156388707,0,0,0,0,0,0,0,1,1,0
479.21472492486,0,1,0,0,0,0,0,0,0,0
479.24976173613,0,0,0,0,0,1,0,0,0,0
480.13617916188,0,0,0,0,0,0,1,0,0,0
480.226668401646,0,1,0,0,1,0,0,0,0,0
480.950787439418,0,1,0,0,0,1,1,1,1,0
481.02453006861,0,0,0,0,0,0,0,1,0,0
481.062459861554,1,1,1,0,1,0,1,0,1,0
481.098759907666,1,1,1,0,1,1,1,0,1,1
481.138493484503,0,0,0,0,1,0,0,0,0,0
481.199927209289,1,0,0,0,0,0,0,0,0,0
482.203557634268,0,0,0,0,0,1,0,0,0,0
482.28877164861,0,1,0,0,0,0,0,0,0,0
482.947837910363,0,1,0,0,0,0,1,1,0,0
483.04207543276,0,0,0,0,1,0,0,0,0,0
483.056904723451,1,0,0,0,0,0,0,0,0,0
483.078054850357,1,1,1,0,1,0,1,0,1,0
483.114399192026,1,1,0,0,1,1,1,1,1,0
483.125632521201,0,0,0,0,0,1,1,0,0,0
483.127382910016,0,1,0,0,0,0,0,0,0,0
483.179104483164,0,0,0,0,0,0,0,0,1,0
483.215529180731,0,1,0,0,0,0,0,0,0,0
483.299658052189,0,1,0,0,0,0,0,0,0,0
483.332936769724,0,0,0,0,0,0,0,0,1,0
484.166649865217,0,0,0,0,1,0,0,0,0,0
484.241262849149,1,0,0,0,0,0,0,1,0,0
484.304563440619,0,1,0,0,0,0,0,0,0,0
484.912430664887,0,1,1,0,1,0,1,1,1,1
485.036107791649,0,0,0,0,1,0,0,0,0,0
485.044507848671,0,0,0,0,0,0,0,1,0,0
485.057251926055,0,0,0,0,1,0,0,0,0,0
485.072546720618,0,1,0,0,1,1,0,0,0,0
485.093702257776,1,1,0,0,1,0,0,0,0,0
485.119627145096,0,0,0,0,0,0,1,0,0,0
485.130125715282,1,1,0,0,1,0,1,0,0,1
485.151231879122,0,0,0,0,0,1,1,0,1,0
485.177634994767,0,0,0,0,0,1,0,0,0,0
485.198600403122,0,0,1,0,0,0,0,0,0,0
485.225315430071,1,0,0,0,0,0,0,0,0,0
486.120075213741,0,0,0,0,0,0,0,0,0,1
486.125649860543,0,0,0,0,1,0,0,0,0,0
486.189981278928,0,0,0,0,0,1,0,0,0,0
486.220548763684,1,0,0,0,0,1,0,1,0,0
486.989224176041,0,0,0,0,1,0,0,0,0,0
487.051808001915,1,1,0,0,1,0,0,0,1,1
487.072908385839,0,0,0,0,1,0,0,0,0,0
487.088158081193,1,1,0,0,1,0,0,0,0,1
487.088466172087,0,0,1,0,0,0,0,0,0,0
487.109268338757,0,1,1,0,0,0,0,0,0,0
487.116546849908,0,0,0,0,0,0,1,0,0,0
487.146094710726,0,0,0,0,1,0,0,0,0,0
487.168403262502,0,0,0,0,0,1,0,0,0,0
487.170451117353,0,0,1,0,0,0,0,0,0,0
487.197382463639,1,0,0,0,1,0,0,0,0,0
487.216192863399,1,0,0,0,0,0,0,0,0,0
487.240914418391,1,1,1,0,1,1,0,1,1,0
487.305526987522,0,0,1,0,0,0,0,0,0,0
488.199693384209,1,1,1,0,0,0,0,1,0,0
488.236099399069,1,1,0,0,1,1,0,1,0,0
489.030996211939,1,1,0,0,1,0,0,0,0,0
489.067452353664,1,1,0,0,1,0,1,0,1,0
489.103909296539,1,1,0,0,1,0,1,0,1,1
489.14349305227,0,0,0,0,1,0,0,0,0,0
489.14918059001,0,0,0,0,0,0,1,0,0,0
489.176638563852,1,0,1,0,1,0,0,0,1,0
489.220167547405,0,0,0,0,0,0,0,1,0,0
489.277883457122,0,0,0,0,0,1,0,0,0,0
489.894551014425,0,0,0,0,0,0,0,0,1,0
490.257660412755,0,0,0,0,0,1,0,0,0,0
490.935451978138,0,0,0,1,0,0,0,0,0,1
491.046731187286,1,1,0,0,1,0,0,0,1,0
491.083140362522,1,1,0,0,1,0,1,0,1,1
491.096136538615,0,0,0,0,0,0,0,0,0,1
491.117283845505,0,0,0,0,0,0,0,0,0,1
491.119503011574,1,1,0,0,0,1,0,0,1,1
491.119779571904,0,0,0,0,1,0,0,0,0,0
491.150696689293,1,0,0,0,0,0,0,0,0,1
491.153662935336,0,0,0,0,0,0,1,0,0,0
491.22867516802,1,0,1,0,1,0,0,0,0,0
491.26504106326,0,0,1,0,0,0,0,0,0,0
491.320032253328,1,1,1,1,1,1,0,0,1,1
492.183412600875,1,0,1,1,1,1,1,1,1,0
492.273123469572,0,0,0,0,0,0,0,0,1,0
493.062382400704,1,1,1,0,1,0,0,0,1,1
493.062689822858,0,0,0,0,0,1,0,0,0,0
493.098754570284,1,1,0,0,1,1,1,0,1,1
493.117328719526,0,1,0,0,0,0,0,0,0,0
493.13096695479,0,0,0,0,0,1,0,0,0,0
493.135110438364,1,1,1,0,1,1,1,0,1,1
493.166360347435,0,0,1,0,0,0,0,0,0,0
493.335677986958,0,0,1,1,0,1,0,0,1,0
493.372079599091,0,0,0,1,0,0,0,0,0,0
494.151858417945,0,0,0,0,0,0,1,0,0,0
494.167145562726,0,0,1,0,0,0,0,0,0,0
494.240009003977,1,0,0,0,0,0,0,0,0,0
495.041686558027,1,1,0,0,1,0,0,0,0,0
495.078065105915,1,1,1,0,1,0,0,0,0,1
495.113083380152,1,0,0,0,0,0,0,0,0,0
495.114510570912,0,1,1,0,1,0,0,0,1,1
495.114842778746,1,0,0,0,0,0,0,0,0,0
495.150750770813,1,1,0,0,1,1,1,1,1,1
495.244690390794,0,1,0,0,1,0,0,0,0,0
495.303532244717,0,0,0,0,1,0,0,0,0,0
495.441868375767,0,0,0,0,0,1,0,0,0,0
496.097574321877,0,0,0,0,0,0,0,1,0,0
496.167460713921,0,0,0,0,1,0,0,0,0,0
496.915743327543,0,0,0,0,0,0,0,1,0,0
497.05734784359,1,0,0,0,1,0,0,0,0,0
497.108964607511,0,0,0,0,0,0,0,0,0,1
497.109246891925,0,1,0,0,0,0,0,0,0,0
497.110402874808,1,0,0,0,0,0,0,0,0,0
497.121498378503,1,0,0,0,0,0,0,0,0,0
497.122051442955,0,1,0,0,0,0,0,0,0,0
497.130070607371,1,0,1,0,1,0,0,0,0,0
497.162161094428,1,0,1,0,0,0,0,0,0,1
497.194774990629,0,0,0,0,0,0,1,0,0,1
497.934528731839,0,0,1,0,0,0,0,0,1,1
498.256941423577,1,0,0,0,0,0,0,0,0,0
498.928040556679,0,1,1,0,1,0,1,1,1,1
498.935509613345,0,0,0,0,0,0,0,0,1,0
499.051774333812,1,1,0,0,0,0,0,0,0,0
499.060178065327,0,0,0,0,0,0,0,1,0,0
499.072959600259,0,1,0,0,1,0,0,0,0,0
499.109314447884,1,1,1,0,1,1,0,0,0,1
499.124592102431,0,0,0,0,1,0,0,0,0,0
499.170454400033,0,0,1,0,0,0,0,0,1,0
499.177443536354,0,0,0,0,0,0,0,0,1,0
500.236220998052,1,1,0,0,0,1,0,1,0,0
500.272581031441,1,1,0,0,1,1,0,1,0,0
500.935721415654,0,1,0,0,0,1,1,1,1,0
501.03106140268,1,0,0,0,1,0,0,0,0,0
501.067768354876,0,0,0,0,0,0,1,0,0,0
501.088606320859,1,1,1,0,1,0,0,0,0,0
501.103888890623,1,1,0,0,1,1,0,0,1,1
501.116905878801,1,0,0,0,0,0,0,0,0,0
501.140256704485,0,0,0,0,0,0,1,0,1,0
501.149733888422,0,0,0,0,0,0,0,1,0,0
501.187202847489,0,0,0,0,0,0,0,1,0,0
501.207324657068,0,1,0,0,0,0,0,0,0,0
501.23150933442,0,0,0,0,0,0,0,1,0,0
501.256612302777,1,1,0,0,0,0,0,0,0,0
502.133242615787,0,0,0,0,0,1,0,0,0,0
502.151376523004,0,0,1,0,0,0,0,0,0,0
502.215386873968,1,1,1,0,1,1,0,1,1,1
502.251749557998,1,1,0,0,1,1,0,1,1,0
503.046717336616,1,1,0,0,1,0,0,0,0,0
503.083074265364,1,1,0,0,1,1,1,0,1,1
503.107319367582,1,1,0,0,0,1,1,1,1,0
503.155855241389,1,1,1,0,0,0,0,0,1,0
503.164953204823,0,0,1,0,0,0,0,0,0,0
503.322800604584,0,0,0,1,1,0,0,0,0,0
504.12784737167,0,0,0,0,1,1,0,1,0,0
504.231010755097,1,0,0,0,1,0,0,1,0,0
505.026310308071,0,0,0,0,0,0,0,0,1,0
505.049977396093,1,0,0,0,0,0,0,0,0,0
505.062326760897,1,1,0,0,1,0,1,0,1,0
505.098755164621,1,1,1,0,1,1,1,0,1,1
505.104456422102,0,0,0,0,0,1,1,0,1,0
505.138439181339,0,0,0,0,1,0,0,0,0,0
505.144388603273,1,0,0,0,0,0,0,0,0,0
505.15662127187,0,0,0,0,0,0,0,0,0,1
505.171599203241,1,1,0,0,1,1,1,0,1,0
505.175977697494,1,0,0,0,0,0,0,0,0,0
505.19302300557,0,0,0,0,1,0,0,0,0,0
505.207993381835,1,1,1,0,1,1,0,0,1,1
505.244304863215,1,0,0,0,0,0,0,0,0,0
505.24503495374,0,0,0,0,1,0,0,0,0,0
505.393192487722,1,0,1,0,1,1,0,0,0,1
506.203180771424,0,1,0,0,0,0,0,0,0,0
507.04157859973,1,0,0,0,1,0,0,0,0,0
507.041855113122,0,1,0,0,0,0,0,0,0,0
507.046970004203,0,0,0,0,0,0,0,0,0,1
507.077975555733,1,1,0,0,1,1,1,0,1,0
507.114407903151,1,1,1,0,1,1,0,1,1,1
507.150820094279,1,1,1,0,1,1,1,0,0,0
507.151195329377,0,0,0,0,0,0,0,0,1,0
507.15417673038,0,0,0,0,1,0,0,0,0,0
507.171606267394,0,0,0,0,0,1,0,0,0,0
507.182022487931,0,0,0,0,0,0,0,1,0,0
509.057212796807,1,1,0,0,1,0,1,0,0,0
509.09362381931,1,0,1,0,1,1,0,0,1,1
509.093962686588,0,1,0,0,0,0,0,0,0,0
509.102714289739,0,0,0,0,0,0,1,0,0,0
509.130039003205,1,1,1,0,1,1,1,0,1,1
509.139015956127,0,0,0,0,0,0,0,0,0,1
509.160353534302,0,0,0,0,1,0,0,0,0,0
509.19764969452,0,0,0,0,0,0,0,1,0,0
511.072921729835,1,0,0,0,1,0,1,0,0,0
511.100569495521,0,0,0,0,0,0,1,0,0,0
511.119303298806,0,0,0,0,1,0,0,0,0,0
511.133909954653,0,0,0,0,1,0,0,0,0,0
511.145670376861,1,1,1,0,1,1,0,1,1,0
511.155317731161,0,0,0,0,0,0,1,0,0,0
511.950167932207,0,1,1,0,1,0,1,0,1,1
512.177731485392,0,0,0,0,0,1,0,0,0,0
512.27261174976,1,0,0,0,1,0,0,1,0,0
513.067526701351,0,1,0,0,1,0,0,0,0,0
513.087460110924,1,1,1,0,1,1,0,1,0,0
513.103860001498,1,0,0,0,0,0,0,0,0,0
513.124998295275,1,1,1,0,1,1,0,0,0,0
513.125374434964,0,0,0,0,0,0,0,0,1,0
514.087180148941,0,0,0,0,0,1,0,0,0,0
514.224227335466,0,0,0,0,1,0,0,0,0,0
514.243203818039,1,0,0,0,0,0,0,0,0,0
514.25190363747,1,0,0,0,0,0,0,1,0,0
514.288256793735,1,1,0,0,1,0,0,0,0,0
515.030430713632,0,0,0,0,1,0,0,0,0,0
515.04669611248,1,0,0,0,1,0,0,0,0,0
515.067828669369,0,0,0,0,1,0,0,0,0,0
515.083041057463,1,0,1,0,1,0,0,0,1,1
515.104136367836,0,0,0,0,1,0,0,0,0,0
515.119477078585,1,1,1,0,1,0,0,0,0,0
515.132516202785,0,0,0,0,0,0,1,0,0,0
515.140554489655,1,0,0,0,1,1,0,0,0,0
515.196386682673,0,0,0,0,0,1,0,0,0,0
515.22367735919,1,0,0,0,0,0,0,0,0,0
515.247110142983,0,0,0,0,0,0,0,1,0,0
516.267398115237,1,1,0,0,1,1,0,1,0,0
517.06237978443,1,1,0,0,1,0,0,0,1,0
517.098805264074,1,1,1,0,1,1,1,0,0,1
517.099130797557,0,0,0,0,0,0,0,0,1,0
517.135158131389,0,1,0,0,1,0,0,0,1,0
517.135513712498,1,0,0,0,0,0,0,0,0,0
517.156557576466,0,0,0,0,1,0,0,0,0,0
517.171845573483,0,0,0,1,0,0,0,0,0,0
517.180902297755,0,0,0,1,0,0,0,0,0,0
517.309021144966,0,1,1,1,1,0,0,0,1,0
517.31706363792,0,1,0,0,0,0,0,0,0,0
518.143315004887,0,0,0,0,0,0,1,0,0,0
518.246710971679,1,0,0,0,0,0,0,0,0,0
518.25306950504,0,0,0,0,0,1,0,0,0,0
519.041652782894,0,1,0,0,1,0,0,0,0,0
519.07801170116,1,1,1,0,1,0,1,0,1,0
519.096438216182,0,0,0,0,1,0,0,0,0,0
519.10209411088,0,0,0,0,0,1,0,0,0,0
519.12726300786,1,0,0,0,0,0,0,1,0,0
519.149824876975,1,0,0,0,0,0,0,0,0,0
519.150761703309,0,0,0,0,0,0,0,0,0,1
519.223562589501,1,0,0,0,1,0,0,0,0,0
519.259993714216,0,0,0,0,0,1,0,0,0,0
520.255587298377,0,0,0,0,0,0,0,0,1,0
520.955987446318,0,1,0,0,0,0,0,0,0,0
521.057272470564,1,1,0,0,1,0,0,0,0,0
521.093602165006,1,1,0,0,1,0,0,0,1,0
521.127803785539,1,0,0,0,0,0,1,0,0,0
521.129998918894,0,0,0,0,1,1,0,0,0,1
521.166424144345,1,1,0,0,1,0,1,0,1,0
521.203243415131,0,0,0,0,1,0,0,0,0,0
521.275944549376,1,0,0,0,0,0,0,0,1,0
522.283987653477,0,0,0,0,0,0,1,0,0,0
523.072914985378,1,1,0,0,1,0,0,0,1,0
523.109275597845,1,0,0,0,1,0,0,0,0,0
523.145701405039,1,1,0,0,1,1,0,0,1,0
523.176431327484,1,0,0,0,0,0,0,0,0,0
524.115300923146,0,0,0,0,0,0,1,0,0,0
524.162386194931,0,0,0,0,0,1,0,0,0,0
524.172109027686,0,0,0,0,0,1,1,0,0,0
524.250517921318,1,0,0,0,0,0,0,0,0,0
525.052219194952,0,1,0,0,0,0,0,0,0,0
525.08857213027,0,0,0,0,1,0,0,0,0,0
525.088958550078,0,1,0,0,0,0,0,0,0,0
525.124907264948,1,0,0,0,0,0,0,0,0,0
525.125294146366,0,0,0,0,1,0,0,0,0,0
525.149298420641,0,1,0,0,0,0,0,0,0,0
525.22928213265,0,0,0,1,0,0,0,0,0,0
526.092704210979,0,0,0,0,0,1,1,0,0,0
526.112242387351,0,0,0,0,0,0,1,0,0,0
527.067865586642,1,0,0,0,0,0,0,0,0,0
527.086390000915,0,0,0,0,0,1,1,0,1,0
527.111216093362,0,0,0,0,1,0,0,0,0,0
527.128960488695,0,0,0,0,0,0,1,0,0,0
527.140572895663,0,1,0,0,1,1,1,0,1,0
527.172433227667,0,0,0,0,0,0,0,0,0,1
527.241752461835,0,0,0,0,0,0,0,0,1,0
527.242147723015,0,1,0,0,1,0,0,0,0,0
527.244638773347,0,0,0,0,0,1,0,0,0,0
528.257588723695,0,0,1,0,0,0,0,0,0,0
528.303900121915,0,0,0,0,1,0,0,0,0,0
528.945026382322,0,1,1,1,1,0,1,0,1,0
529.062299832448,0,0,0,0,1,0,1,0,0,0
529.096483543296,0,1,0,0,0,0,0,0,0,0
529.098753879654,1,0,0,0,1,0,0,0,0,0
529.119897752383,0,1,0,0,0,0,0,0,0,0
529.135509984456,0,0,0,0,0,0,0,0,0,1
529.293722435216,0,0,0,0,1,0,0,0,0,1
530.133440545713,0,0,0,0,0,0,1,0,0,0
530.216127484296,0,0,0,0,0,0,0,0,1,0
530.246752042875,1,0,0,0,1,0,0,1,0,0
531.077934867201,0,0,0,0,1,0,0,0,0,0
531.114362930057,1,1,0,0,0,0,0,0,0,1
531.114741992015,0,0,0,0,0,1,0,0,0,0
531.123247485897,0,0,0,0,0,1,0,0,0,0
531.132780714163,1,1,0,0,0,0,0,1,0,0
531.150779359846,0,0,0,0,0,0,0,0,0,1
531.172203787049,0,0,0,0,0,0,0,0,0,1
531.254978967378,1,0,0,0,0,0,0,0,0,0
532.225891812587,1,0,1,0,0,0,0,1,0,0
532.313103087648,0,0,0,0,1,0,0,0,0,0
533.004622283579,0,0,1,0,0,0,0,0,0,0
533.057235915748,1,1,0,0,1,0,0,0,0,0
533.070425998867,0,0,0,0,0,0,1,0,0,0
533.093693346248,1,0,0,0,1,0,0,0,0,0
533.13006477197,0,0,0,0,0,0,0,0,0,1
533.187857719505,0,0,0,0,0,1,0,0,0,0
533.202738019246,1,0,0,0,0,0,0,0,0,0
534.13839422815,0,0,0,0,0,1,0,0,0,0
535.072932531468,1,1,0,0,1,0,0,0,0,0
535.109272280562,1,0,1,0,0,1,0,0,0,1
535.145603810094,1,1,0,0,0,0,0,0,0,0
536.162384746972,0,0,0,0,0,0,0,0,1,0
