,ECA2_0019_01.a_p1,ECA2_0019_02.a_p1,ECA2_0019_04.a_p1,ECA2_0019_05.a_p1,ECA2_0019_07.a_p1,ECA2_0019_08.a_p1,ECA2_0019_09.a_p1,ECA2_0019_10.a_p1
427.116532815171,0,0,0,0,1,1,1,0
427.139868036945,1,0,0,1,0,0,0,0
427.150428208827,0,0,0,1,0,0,0,0
427.152939196354,1,0,0,0,0,1,0,0
429.031048753195,0,0,1,1,0,0,0,0
429.04634935807,0,0,1,1,0,0,0,0
429.067478152054,1,1,1,1,1,1,1,1
429.082780166243,0,0,1,1,0,1,0,0
429.093332582133,1,0,0,1,0,0,0,1
429.095806825482,1,1,0,0,0,0,0,0
429.128421414058,0,1,0,0,0,0,0,0
429.235474484795,1,1,1,1,1,1,1,1
429.241333035336,0,0,1,0,0,0,0,0
430.172893977139,0,0,0,0,0,0,1,0
430.184785002191,0,0,0,0,1,0,0,0
430.19425159059,0,0,0,0,1,0,1,1
430.935094826989,0,1,0,0,0,1,0,0
431.025608144845,0,0,1,0,0,0,0,0
431.046695359347,0,0,1,1,1,1,0,1
431.061989235377,1,1,1,1,0,1,1,0
431.083112171686,1,1,1,1,1,1,1,0
431.096175701385,1,0,0,0,0,0,0,0
431.098403029763,0,1,0,0,0,1,0,0
431.134790025813,1,1,1,0,0,0,0,0
431.144097942774,0,0,0,0,0,1,0,0
431.152793650186,0,0,0,1,0,0,0,0
431.17112897083,1,0,0,0,0,0,0,0
431.178343087281,0,1,0,0,0,0,1,0
431.214775341593,1,1,0,0,1,1,1,1
433.041278715971,1,0,1,1,1,1,1,1
433.077685082233,1,0,1,1,1,1,1,1
433.078006780988,0,1,0,0,0,0,0,0
433.098779211671,0,0,1,0,0,0,1,0
433.114024792418,1,1,1,1,1,0,1,1
433.11431390518,0,0,0,0,0,1,0,0
433.14168189714,0,0,0,0,0,1,0,0
433.150430202618,1,1,1,1,0,1,0,0
433.186850537169,1,1,0,0,0,1,0,0
433.194050140366,0,0,0,0,1,0,0,0
433.309032004276,0,0,0,1,0,0,0,0
434.967772911447,0,0,0,0,0,0,0,1
435.020539260446,0,0,1,1,1,1,0,0
435.044227386632,0,0,0,0,0,1,0,0
435.056955274874,1,1,1,1,1,1,1,1
435.069975288849,0,0,1,0,0,0,0,0
435.09330045953,1,1,1,1,1,1,1,1
435.12967326314,1,1,1,1,1,1,1,1
435.194371206181,0,0,0,0,0,1,0,0
435.324617582244,0,1,0,0,0,0,0,0
436.164169607948,0,1,0,0,0,0,0,0
437.036189125917,1,0,1,1,1,1,1,0
437.072585458072,1,1,1,1,1,1,1,1
437.103767297209,0,0,1,0,0,1,0,0
437.108930056889,1,1,1,1,1,1,1,1
437.210061562984,0,0,0,0,0,1,0,0
437.246311496551,0,0,0,0,0,1,0,0
438.140844883309,0,1,0,0,0,0,0,0
438.1494534721,0,0,1,0,0,0,0,0
438.216242034727,0,0,1,0,0,0,0,0
439.055165624139,0,1,0,0,0,0,0,1
439.088161062818,1,1,1,1,1,1,1,1
439.133586866474,0,0,0,0,1,0,0,0
439.273476009983,0,0,0,0,0,1,0,1
439.321977756352,0,0,1,0,0,0,0,0
440.068395113544,1,1,0,0,0,0,0,0
440.119827379301,1,0,0,0,0,1,0,0
441.029933003441,1,0,0,0,0,0,0,0
441.031027668648,0,0,1,1,1,1,1,1
441.067445217603,1,1,1,1,1,1,1,1
441.128044415927,1,0,0,0,1,0,0,0
441.129725298742,0,0,0,0,0,0,1,1
441.132181024161,1,1,1,0,0,1,0,0
441.168546108283,1,1,1,0,0,1,0,0
441.204968766383,0,0,0,0,0,1,0,0
441.997699531142,0,1,0,0,0,0,0,0
442.011307881114,0,1,0,0,0,0,0,0
442.115401598341,0,1,0,0,0,0,0,0
442.157931075694,1,0,0,0,0,0,0,0
443.025570050744,0,0,1,0,0,0,0,0
443.046693202057,1,0,1,1,1,1,1,0
443.08312105635,1,1,1,1,1,1,1,1
443.098414050448,0,1,0,1,0,1,0,0
443.107702024465,0,1,0,0,1,0,0,0
443.132440327809,1,1,0,0,0,0,0,0
443.150659793256,0,0,1,0,0,0,0,0
443.251099249321,1,1,0,1,1,1,1,1
444.11502706506,0,1,0,0,0,0,0,0
444.209932863225,1,0,1,0,1,0,1,1
445.041231611724,1,0,1,0,1,0,1,0
445.062314822367,1,0,1,1,1,1,1,0
445.077648929997,1,0,1,1,1,0,1,1
445.098764302069,1,1,1,1,0,1,1,1
445.114028424843,0,0,1,0,0,0,0,0
445.123391054332,0,1,0,0,0,0,0,0
445.131955893661,0,0,0,0,1,0,0,0
445.148151570789,1,0,0,0,0,0,0,1
445.193953878212,0,1,0,0,1,1,0,0
445.230368100921,1,1,1,1,1,1,1,1
445.25951581991,0,0,0,0,0,1,0,0
445.381765150841,0,1,0,0,0,0,0,0
447.020548321988,0,0,1,0,0,0,0,0
447.05691596879,1,1,1,1,1,1,0,1
447.067570130196,1,0,0,0,0,0,0,0
447.077981685558,0,0,1,1,0,1,0,0
447.09324777296,1,1,1,1,0,1,0,1
447.129676968486,1,0,1,1,0,0,0,0
447.14762085792,0,0,0,0,1,0,0,0
447.202454273815,0,0,1,1,0,1,0,0
447.27516834737,0,0,0,0,0,1,0,0
449.036153802432,1,1,1,1,1,1,0,1
449.072543871549,1,1,1,1,1,1,1,1
449.108959458991,1,1,1,1,1,1,1,1
449.14560648341,0,0,0,0,1,0,0,0
449.166658480779,0,0,1,0,0,0,0,0
451.015724285694,0,0,0,0,1,0,0,0
451.051814909722,1,1,1,1,1,1,1,1
451.088224866763,1,1,1,1,1,1,1,1
451.124612374534,1,1,1,1,1,1,1,1
451.325017198106,0,1,0,0,0,0,0,0
452.119830814652,1,1,0,0,0,0,0,0
452.192914819162,0,1,0,0,0,0,0,0
452.195415135308,0,0,1,0,0,0,0,1
452.220790184442,0,0,0,0,0,1,0,0
453.031047454848,0,0,1,1,1,1,1,0
453.067431269955,1,1,1,1,1,1,1,1
453.103879493075,1,1,1,1,1,1,1,1
453.11362817641,1,1,0,0,0,0,0,0
453.204946596811,1,0,0,0,0,1,0,0
454.034084083681,0,1,0,0,0,0,0,0
454.135761337944,0,1,0,0,0,0,0,0
454.156897554735,0,0,1,0,0,0,0,0
454.229650207156,0,0,0,0,0,0,0,1
454.267063090616,0,0,0,0,1,0,0,0
454.987773281768,0,0,0,0,0,0,1,0
455.046715100367,1,1,1,1,1,1,1,1
455.083066172065,1,1,1,1,1,1,1,1
455.096100690313,1,1,0,0,0,0,0,0
455.111453581766,0,0,1,0,0,0,0,0
455.134741918373,0,0,1,0,0,0,0,0
455.145370292843,0,0,0,0,0,1,1,0
455.220634643492,0,0,0,0,0,1,0,0
455.251073856027,0,0,0,0,1,0,0,0
456.245460528141,0,0,0,1,0,0,0,0
456.984839767553,0,0,0,0,0,0,1,0
457.025889821146,0,0,0,1,0,0,0,0
457.041197798623,0,0,0,0,0,1,0,0
457.062313980676,1,1,1,1,1,1,1,1
457.098763730391,1,1,1,1,1,1,1,1
457.123390446452,0,1,0,0,0,0,0,0
458.130707451724,0,0,1,0,0,0,0,0
458.151556803094,1,0,0,0,0,0,0,0
458.225568277273,1,1,1,1,1,1,1,0
458.957571648701,0,0,0,0,0,1,1,0
459.041590498912,0,0,0,1,0,0,0,0
459.056886551281,1,0,1,1,0,0,0,0
459.07803100804,1,1,1,1,1,1,0,0
459.093298769617,1,0,0,0,1,1,0,0
459.103829698906,0,0,0,0,1,0,0,1
459.209658245676,1,0,0,0,0,0,0,0
459.246044317094,1,1,1,1,0,0,1,0
460.204846758655,0,1,0,0,0,0,1,0
461.036135966289,1,0,1,1,1,1,0,0
461.072585278075,1,1,1,1,1,1,1,1
461.093677267382,0,0,1,0,0,0,0,0
461.108943198435,1,0,1,1,0,1,0,0
461.145280607664,1,1,1,1,0,0,0,0
461.145610453985,0,0,0,0,0,0,0,1
461.340275138697,0,0,0,1,0,0,0,0
463.051796648179,1,1,1,1,1,1,1,1
463.088237089778,1,1,1,1,1,1,0,1
463.119454177477,1,0,0,0,0,0,0,0
463.124640508137,1,1,1,1,1,1,1,0
463.166133059935,1,0,0,0,0,0,0,0
465.031077651473,1,0,1,1,1,1,1,0
465.067432255195,1,1,1,1,1,1,1,0
465.103724532452,1,1,1,1,1,1,1,1
465.114449998078,1,0,0,0,0,0,0,0
465.140219212629,1,0,1,1,1,0,1,1
465.150459533726,0,0,1,0,0,0,0,0
465.176649942824,0,0,1,1,1,1,1,0
465.197708708635,1,1,0,0,0,0,0,0
465.340835315996,1,1,0,0,0,0,0,0
466.026519291569,0,0,0,0,1,0,0,0
467.020553573639,0,1,0,0,0,0,0,0
467.046664879621,1,1,1,1,1,1,1,1
467.051668175618,0,0,0,1,0,0,0,0
467.083088723042,1,1,1,1,1,1,1,1
467.119488879741,1,1,1,1,1,1,1,0
467.163863819359,0,0,0,0,0,0,1,0
467.22057257572,0,0,0,0,0,1,0,0
467.266173398582,0,1,0,0,0,0,0,0
468.017854471294,0,1,0,0,0,0,0,0
468.18782286399,0,0,0,0,0,0,0,1
468.976343753232,0,0,0,0,1,0,0,0
469.025955901074,0,0,0,1,0,0,1,0
469.062391950278,1,1,1,1,1,1,1,1
469.098788737284,1,1,1,1,1,1,1,1
469.11179560357,1,1,0,0,0,1,1,1
469.124589870812,0,0,0,0,1,0,0,0
469.163470241374,0,0,0,0,1,0,0,0
469.166338138228,0,1,0,0,0,0,0,0
469.199879909172,1,1,0,0,0,1,0,0
469.23628550232,0,0,0,0,0,0,1,0
470.015819924074,0,1,0,0,0,0,0,0
470.188189472438,0,0,0,0,0,0,1,0
470.267475592776,0,1,0,0,0,0,0,0
470.896799689726,0,1,0,1,0,0,0,0
471.041603467768,0,0,1,1,1,1,1,1
471.0568865953,1,0,1,0,0,1,0,0
471.078035727446,1,0,1,1,1,1,1,1
471.078286128511,0,1,0,0,0,0,0,0
471.093294714313,0,0,0,0,0,0,1,0
471.114437648015,1,1,1,1,1,1,1,1
471.127405095891,1,0,0,0,0,0,0,0
471.129681131608,0,0,1,0,0,0,0,0
471.14026237024,1,0,0,1,1,0,0,1
472.241253127814,1,1,1,1,1,1,1,1
473.036115198747,0,0,0,1,0,0,1,0
473.057226077958,1,0,1,1,1,1,1,0
473.072512021629,1,0,1,1,1,1,1,0
473.085574637359,0,0,0,1,0,0,0,0
473.093654028881,0,1,1,1,1,1,1,0
473.10896169189,1,0,1,0,1,0,1,0
473.119457232251,1,0,0,0,0,0,1,0
473.192773629002,1,0,0,0,0,0,0,0
474.126069922995,0,0,0,0,0,1,0,0
474.220479270808,0,1,1,0,1,0,1,0
474.271196941281,0,0,0,0,0,0,0,1
475.015507855632,0,0,0,1,0,0,0,0
475.051847246304,1,1,1,1,1,1,1,0
475.072925719294,0,0,1,1,0,0,0,0
475.088201185657,1,1,1,1,1,0,1,1
475.096837642336,0,0,0,0,0,0,0,1
475.101225288726,1,0,0,0,0,0,0,0
475.109293900134,0,0,1,0,0,1,0,0
475.124578091397,1,1,1,1,0,0,1,1
475.172130981569,0,0,0,0,1,0,0,0
475.197358389296,1,0,0,0,0,0,0,0
475.20185142875,0,0,1,0,0,0,0,0
475.233737842492,0,0,0,0,0,0,0,1
476.190200560048,0,0,0,0,0,1,0,0
477.030996834805,0,0,1,1,1,1,1,1
477.067440428582,1,1,1,1,1,1,1,1
477.103863774774,1,1,1,1,1,1,1,1
477.13507699005,0,1,0,0,0,0,0,0
477.140239441194,1,1,0,1,1,0,0,0
477.140510542755,0,0,1,0,0,0,0,0
477.183896962547,0,0,0,0,0,1,0,0
477.194978097456,0,0,0,0,0,1,0,0
477.202355985871,0,0,0,0,0,1,0,0
479.046746846163,1,0,1,1,1,1,1,1
479.083137241405,1,1,1,1,1,1,1,0
479.119494456519,1,1,1,1,1,1,1,1
479.220638194745,0,0,0,0,0,1,0,0
481.025985276661,0,0,0,1,1,1,0,0
481.062459861554,1,1,1,1,1,1,1,1
481.098759907666,1,1,1,1,1,1,1,1
481.165160567096,0,0,0,1,0,0,0,0
481.171478014145,0,0,0,0,0,0,1,0
483.040892776192,0,1,0,0,0,0,0,0
483.041725037218,1,0,1,1,1,1,1,0
483.078054850357,1,1,1,1,1,1,1,1
483.114399192026,1,1,1,1,1,1,1,1
483.127382910016,0,0,0,0,0,1,0,0
483.251940818823,0,0,0,0,0,1,0,0
483.257356022086,0,0,0,0,0,0,1,0
484.166649865217,0,0,0,0,1,0,0,0
484.912430664887,1,0,0,1,0,1,0,0
485.036107791649,0,0,0,0,1,0,0,0
485.057251926055,1,0,1,1,1,1,1,0
485.072546720618,0,0,1,0,0,0,0,0
485.072835364292,0,0,0,1,0,0,0,0
485.093702257776,1,1,1,1,1,1,1,1
485.130125715282,1,1,1,1,1,1,1,1
485.142982223971,1,0,0,0,0,0,0,0
485.155217123816,1,0,0,0,0,0,0,0
485.192850956928,0,0,0,0,1,0,0,0
485.24880910194,0,0,0,0,0,1,0,0
485.26960181723,0,0,1,0,0,0,0,0
487.051808001915,0,0,1,1,0,0,1,0
487.072908385839,1,1,1,1,1,1,1,0
487.088158081193,1,0,1,1,0,1,0,1
487.088466172087,0,1,0,0,1,0,0,0
487.109268338757,1,1,1,1,1,1,0,0
487.114234508405,0,0,0,1,0,0,0,0
487.135049294402,1,0,0,0,0,0,1,0
487.240914418391,1,0,0,0,0,0,0,0
487.305526987522,0,0,0,0,0,1,0,0
487.327885997212,0,0,0,0,0,1,0,0
488.236099399069,1,0,0,0,0,0,0,0
488.236409987003,0,0,0,0,0,0,1,0
489.030996211939,0,0,1,1,0,1,0,0
489.052143725416,0,0,0,1,0,0,0,0
489.067452353664,1,1,1,1,1,0,1,1
489.088590686027,0,0,1,1,1,0,0,0
489.094760582053,0,0,0,0,0,1,0,0
489.103909296539,1,0,1,1,0,1,1,0
489.104285898742,0,1,0,0,0,0,0,0
489.176638563852,1,1,0,0,0,0,0,0
489.243739392207,1,0,0,0,0,0,0,0
490.015339707563,0,1,0,0,0,0,0,0
491.046731187286,1,1,1,0,1,1,0,1
491.083140362522,1,1,1,1,1,1,1,1
491.111008455184,0,0,0,0,0,1,0,0
491.119503011574,1,1,1,1,1,1,1,1
491.125637403377,0,0,0,0,0,1,0,0
491.150696689293,0,0,0,0,1,0,0,0
491.156214812205,0,0,0,0,0,1,0,0
491.22867516802,0,1,1,0,0,0,0,0
491.26504106326,0,0,0,0,0,1,0,0
491.320032253328,0,1,0,0,0,0,0,0
492.013314496241,0,1,0,0,0,0,0,0
492.183412600875,1,0,0,0,0,0,0,0
493.025983616207,1,0,1,0,1,1,0,0
493.041540357522,0,0,0,0,0,1,0,0
493.062382400704,1,1,1,1,1,1,1,1
493.098754570284,1,1,1,1,1,1,1,1
493.135110438364,1,1,1,1,1,1,1,1
493.144801916383,0,0,0,0,0,1,0,0
493.244669932925,0,0,1,0,0,0,0,0
493.335677986958,0,1,0,0,0,0,0,0
493.372079599091,1,1,0,0,0,0,0,0
494.083133163177,0,1,0,0,0,0,0,0
495.041686558027,1,0,1,1,1,1,1,0
495.078065105915,1,1,1,1,1,1,1,1
495.114510570912,1,1,1,1,1,1,1,1
495.150750770813,1,1,1,1,1,1,1,1
497.05734784359,1,0,1,1,1,1,1,0
497.057698948687,0,1,0,0,0,0,0,0
497.09397655356,1,0,0,1,1,0,1,0
497.094385062627,0,0,0,0,0,1,0,0
497.106740073084,1,1,0,0,0,1,1,1
497.130070607371,1,1,1,1,1,1,1,0
497.154708774359,0,0,0,0,0,1,0,0
497.162161094428,0,0,1,0,0,0,0,0
497.23112792263,0,0,0,0,0,1,0,0
497.295484553745,0,1,0,0,0,0,0,0
498.082894604543,0,0,0,0,0,1,0,0
498.143429305527,0,0,0,0,0,0,0,1
498.156581850966,0,0,0,0,0,1,0,0
498.928040556679,1,1,0,0,1,1,1,0
499.036578814028,0,0,0,1,0,0,1,0
499.036869192602,0,0,1,0,0,0,0,0
499.051774333812,0,0,0,0,0,1,0,0
499.072959600259,1,1,1,1,1,1,1,1
499.103710209449,0,1,0,0,0,0,0,0
499.109314447884,1,1,1,1,1,1,0,1
499.109683709729,0,0,0,0,0,0,1,0
499.13524379618,0,0,0,0,0,0,0,1
499.171507833989,0,0,0,0,0,0,0,1
499.210871630161,0,0,0,0,1,0,0,0
499.213359740345,1,0,0,0,0,0,0,0
499.268546681736,0,0,0,0,0,1,0,0
500.272581031441,1,1,0,1,1,1,1,1
501.01483770365,0,1,0,0,0,0,0,0
501.052200820915,0,0,1,1,1,0,0,0
501.052514164273,0,0,0,0,0,1,0,0
501.088606320859,1,1,0,1,1,1,0,1
501.088941743664,0,0,1,0,0,0,0,0
501.103888890623,1,0,1,0,0,0,1,0
501.140256704485,0,1,0,0,0,0,0,0
501.149733888422,0,0,0,1,1,0,0,0
501.150757353948,0,0,0,0,0,0,1,1
501.185487543173,0,0,0,0,0,1,0,0
501.187202847489,0,0,0,0,1,0,0,0
502.156989821401,0,0,1,0,0,0,0,0
502.251749557998,0,0,0,1,0,1,1,0
503.046717336616,1,1,1,1,1,1,1,0
503.067808498324,0,0,1,1,0,1,0,0
503.083074265364,1,1,1,1,1,1,1,1
503.104148413103,0,0,0,0,0,1,0,0
503.104498854259,0,0,1,0,0,0,0,0
503.10908517487,0,0,0,1,1,0,0,0
503.129919145464,0,0,0,0,0,0,1,0
503.155855241389,0,1,0,1,0,0,0,0
503.259377534791,0,0,0,0,1,0,0,0
505.025963885316,1,0,0,0,0,1,0,0
505.062326760897,1,1,1,1,1,1,1,1
505.098755164621,1,1,1,1,1,1,1,0
505.119866667667,0,0,0,0,0,1,0,0
505.171599203241,1,1,1,1,0,1,0,0
505.207993381835,1,1,0,1,0,0,0,0
505.244304863215,0,0,0,0,0,1,0,0
506.166720185039,1,0,0,0,0,0,0,0
507.04157859973,1,1,1,1,1,0,1,1
507.077975555733,1,1,1,1,1,1,1,0
507.114407903151,1,1,1,1,1,0,1,0
507.135509543869,0,0,0,0,0,1,0,0
507.150820094279,1,1,1,1,1,0,1,1
507.20851878395,0,0,0,0,1,0,0,1
509.057212796807,1,0,1,1,1,1,1,1
509.09362381931,1,1,1,1,1,1,1,1
509.106666977754,0,0,1,0,0,1,0,0
509.130039003205,1,1,1,1,1,1,1,1
509.313477346855,0,1,0,0,0,0,0,0
511.036538803999,0,0,1,1,1,1,1,0
511.072921729835,1,1,1,1,1,1,1,1
511.103619069256,0,0,0,0,0,1,0,0
511.109496775871,1,1,1,1,0,0,1,0
511.109910886937,0,0,0,0,0,1,0,0
511.119303298806,1,1,0,0,0,0,0,0
511.122236877675,1,1,1,1,1,1,1,1
511.145670376861,1,1,1,1,1,1,0,0
511.14598565573,0,0,0,0,0,0,1,0
511.158783052655,1,1,0,0,0,0,0,0
511.210493576337,1,0,0,0,0,1,0,0
511.35599012519,0,0,0,0,1,0,0,0
512.946154106114,0,0,0,0,0,0,1,0
513.052276635131,1,1,1,1,1,1,1,0
513.067526701351,0,0,0,0,0,1,0,0
513.087460110924,0,1,0,0,0,0,0,0
513.088783441711,1,0,1,1,1,1,1,0
513.119433709545,1,1,0,0,0,1,0,1
513.124998295275,1,1,1,1,1,1,0,0
514.111491198907,0,0,0,0,1,0,0,0
515.030792058049,0,1,0,0,0,0,0,0
515.047011906077,0,0,1,0,0,0,0,0
515.047378348688,1,0,0,0,0,0,0,0
515.067828669369,1,0,1,1,1,1,1,0
515.083041057463,0,0,1,0,1,1,0,0
515.083399761847,1,0,0,0,0,0,0,0
515.104136367836,1,0,1,1,0,1,1,0
515.119477078585,1,0,0,1,0,0,0,0
515.124778370207,0,1,1,0,0,0,0,0
515.135050981857,0,0,0,0,0,1,0,0
515.140554489655,1,0,1,1,0,0,1,0
515.196386682673,0,1,0,0,0,0,0,0
516.267398115237,0,0,1,0,1,1,0,0
517.06237978443,1,1,1,0,1,0,1,0
517.083491983177,1,0,1,1,0,1,0,0
517.098805264074,1,1,1,0,1,0,0,0
517.119869067928,0,0,1,0,0,1,0,0
517.135158131389,1,0,0,1,0,0,0,0
517.144544733763,1,0,0,0,0,0,0,0
517.145895463735,0,0,0,0,1,0,0,0
517.171845573483,0,0,0,1,0,0,0,0
517.309021144966,1,1,1,0,0,1,0,1
519.041652782894,0,0,1,1,1,0,1,0
519.042002943139,0,0,0,0,0,0,0,1
519.07801170116,1,0,1,1,1,1,1,0
519.114696436686,0,0,0,0,1,0,0,0
519.12726300786,1,0,0,0,0,0,0,0
519.135351832058,1,0,0,0,0,0,0,0
519.135742697594,0,0,0,0,0,1,0,0
519.150761703309,0,0,0,1,0,0,0,0
519.172166256954,0,0,0,0,0,1,0,0
519.223562589501,1,1,0,0,0,0,0,0
519.251921262022,0,0,0,0,0,1,0,0
519.259993714216,0,1,0,0,0,0,0,0
519.260400070689,0,0,0,0,0,1,0,0
521.057272470564,1,0,1,1,1,1,1,0
521.093602165006,0,1,1,1,0,1,0,0
521.114778584118,0,0,0,0,0,1,0,0
521.127803785539,0,0,0,0,0,1,0,0
521.129998918894,1,1,1,1,0,0,1,0
521.151131827059,0,0,0,0,0,1,0,0
521.158447162982,0,0,0,0,0,1,0,0
521.166424144345,1,0,1,1,0,0,0,0
521.166759200543,0,1,0,0,0,0,0,0
521.197665246278,0,0,0,0,0,0,1,0
522.023901004116,0,1,0,0,0,1,0,0
522.146744062613,0,1,0,0,0,0,0,0
522.235000135753,0,1,0,0,0,0,0,0
523.03659380884,0,0,1,1,0,1,0,0
523.064778922209,0,0,0,0,0,1,0,0
523.072914985378,1,1,1,1,1,1,1,0
523.109275597845,1,1,1,1,1,1,0,0
523.109596326846,0,0,0,0,0,0,1,0
523.122292368373,0,1,0,0,0,0,0,0
523.12452388044,0,0,0,0,0,1,0,0
523.145701405039,1,1,1,1,0,1,0,0
523.155601581372,0,0,0,0,0,1,0,0
523.176932056888,0,0,0,0,0,0,1,0
523.319496823298,0,0,1,0,0,0,0,0
524.250517921318,0,1,0,0,0,0,0,0
525.052219194952,0,0,1,1,1,0,1,0
525.08857213027,1,1,1,1,1,1,1,1
525.101531072437,0,0,1,0,0,1,0,0
525.124907264948,1,0,1,1,0,0,1,0
525.125294146366,0,0,0,0,0,0,0,1
525.137979303416,1,1,0,0,0,0,0,0
525.186137242129,0,0,1,0,0,0,0,0
525.262489873654,0,0,0,0,0,1,0,0
525.335118336641,0,0,0,0,1,0,0,0
526.155865268376,0,0,1,0,0,0,0,0
526.187787384644,0,0,0,1,0,0,0,0
527.067865586642,1,0,1,1,1,0,0,0
527.098723973839,0,0,0,0,0,1,0,0
527.104274338509,0,0,1,1,0,0,0,0
527.117267566234,0,0,0,0,0,1,0,0
527.128653866408,0,1,0,0,0,0,0,0
527.140572895663,1,1,1,1,0,1,1,1
527.241752461835,0,0,1,0,0,1,0,0
527.350823377353,0,0,0,0,1,0,0,0
528.251925368725,0,0,0,0,0,1,0,0
529.047085797658,0,0,0,1,0,1,0,0
529.062299832448,0,0,0,0,1,0,0,1
529.062661775277,0,0,1,0,0,0,0,0
529.083535766421,0,0,1,1,0,1,0,0
529.114701099161,0,0,0,0,0,1,0,0
529.119897752383,0,1,1,1,0,0,0,0
529.14459494911,0,0,1,0,0,0,0,0
529.177240810791,0,0,0,0,0,1,0,0
529.293722435216,0,0,1,0,0,0,0,0
530.195113514974,0,0,0,0,0,1,0,0
531.041912953026,0,0,1,0,0,0,0,0
531.077934867201,0,0,1,1,0,1,0,0
531.08862369313,0,0,0,0,0,1,0,0
531.098632949308,0,0,1,0,0,0,0,0
531.099080790247,0,0,0,0,1,1,0,0
531.114362930057,0,0,1,0,0,0,1,0
531.15111277125,0,1,0,0,0,0,0,0
531.187180262532,1,1,0,0,0,0,0,0
531.354153580857,0,1,0,0,0,0,0,0
532.313103087648,0,0,1,0,0,0,0,0
533.057235915748,1,1,1,1,0,0,1,0
533.093693346248,1,0,1,1,1,1,1,0
533.13006477197,1,1,1,0,0,0,1,0
533.145493758971,0,0,0,0,0,1,0,0
533.202738019246,0,0,1,0,0,0,0,0
533.224221653799,0,0,0,1,0,0,0,0
533.297012984923,0,0,1,0,0,0,0,1
535.036588326371,0,0,1,1,1,0,0,0
535.072932531468,1,1,1,1,0,1,0,0
535.109272280562,1,1,0,1,1,1,0,0
535.145603810094,0,0,1,1,0,0,0,0
535.145974178759,1,0,0,0,0,0,0,1
535.283857530226,0,0,1,0,0,0,0,0
535.327628373569,0,0,0,0,0,1,0,0
537.052150571382,0,0,1,1,1,1,0,0
537.088491135972,1,1,1,1,0,1,0,0
537.088861487356,0,0,0,0,1,0,0,0
537.124886960659,1,1,1,1,0,1,0,0
537.146112427485,0,0,0,0,0,1,0,0
537.161283803027,1,1,1,1,0,0,1,0
537.263481501809,0,0,1,0,0,0,0,0
537.27398661646,0,0,1,0,0,0,0,0
537.299270597103,0,0,1,0,0,0,0,0
538.266388295588,0,0,0,0,0,1,0,0
539.067755817262,1,0,1,1,1,1,1,0
539.10421112404,1,0,1,1,0,0,0,0
539.122428789737,0,0,0,0,0,1,0,0
539.138400676692,0,0,0,0,0,1,0,0
539.140611074365,1,0,1,1,0,0,0,0
539.140983418914,0,1,0,0,0,0,0,0
539.164939611023,0,0,0,0,0,1,0,0
539.244812889257,1,0,0,0,0,0,0,0
539.314444642384,0,0,1,0,0,0,0,0
539.335575795571,0,0,1,0,0,0,0,0
539.359203609414,0,0,0,0,1,0,0,0
540.281787216893,0,1,0,0,0,0,0,0
541.046983311245,0,0,1,1,0,0,0,0
541.083412417512,0,1,1,1,1,1,1,0
541.083859736239,1,0,0,0,0,0,0,0
541.096451049578,0,0,0,0,0,1,0,0
541.119756751391,0,0,0,1,0,0,0,0
541.156290989692,1,1,1,1,0,1,0,0
541.156642357317,0,0,0,0,1,0,1,0
541.191786815809,0,0,0,0,0,1,0,0
541.21732794039,1,0,0,0,0,0,0,0
541.224165073373,1,0,0,0,0,0,0,0
541.330231455085,0,0,0,0,1,0,0,0
543.041551698793,0,0,1,0,0,0,0,0
543.062659833082,1,0,1,1,0,0,0,0
543.077910877582,0,0,0,1,0,1,0,0
543.099102877781,1,0,1,1,0,0,0,0
543.112071750497,0,0,0,0,0,1,0,0
543.114339506008,0,0,1,0,0,0,0,0
543.13550696339,1,0,1,1,0,0,0,0
543.345769793016,0,0,0,0,1,0,0,0
544.107945495714,0,0,0,0,0,1,0,0
545.057221515071,0,0,0,1,0,0,0,0
545.057587838818,1,0,0,0,0,0,1,0
545.093574600661,0,1,1,0,1,0,0,0
545.1287860693,1,1,1,1,0,0,0,0
545.130548957878,0,0,0,0,0,0,1,0
545.142891857441,0,1,0,0,0,0,0,0
545.175357560444,0,0,1,0,0,0,0,0
545.187806026185,0,0,0,0,1,0,0,0
545.197579205674,1,0,0,0,0,0,0,0
545.206959121739,0,0,0,0,0,1,0,0
547.036574595825,0,0,0,0,0,0,1,0
547.03691564542,0,0,0,0,1,0,0,0
547.072918355382,1,0,1,1,1,1,0,0
547.083654675271,0,0,0,0,0,1,0,0
547.109330096018,0,0,1,1,0,0,1,0
547.145658517979,0,0,0,0,0,1,0,1
547.203543327494,0,0,1,0,0,0,0,0
547.212199999398,0,0,1,0,0,0,0,0
547.258316163042,0,1,0,0,0,0,0,0
548.162387567238,0,0,0,0,0,1,0,0
548.227215596402,0,0,0,1,0,0,0,0
549.052070022191,0,0,1,1,0,0,0,0
549.088601964518,1,1,1,0,0,1,1,0
549.099295340933,0,0,0,0,0,1,0,0
549.124993058067,1,1,0,1,0,0,1,0
549.125329847944,0,0,1,0,0,0,0,0
549.161352075043,1,1,1,0,0,0,0,0
549.19254604315,0,0,0,1,0,0,0,0
549.197718145359,0,0,1,0,0,0,0,0
549.270386589946,1,0,1,0,0,0,0,0
551.031483392087,0,0,0,0,0,0,1,0
551.031880256054,0,0,0,1,0,0,0,0
