,ECA2_0024_01.a_p1,ECA2_0024_05.a_p1,ECA2_0024_06.a_p1,ECA2_0024_07.a_p1,ECA2_0024_08.a_p1,ECA2_0024_09.a_p1,ECA2_0024_10.a_p1
295.158405803079,0,0,1,0,0,0,0
295.19144189826,0,0,0,0,0,0,1
297.025193164039,0,0,0,0,1,0,0
297.116608279898,0,0,0,0,1,0,0
297.158356173741,0,0,0,0,0,1,0
298.177221206525,0,0,0,0,0,1,1
299.040885905944,1,0,0,1,0,1,0
300.192899891053,0,0,0,0,0,1,0
301.035341309197,0,0,1,0,0,0,0
301.035522272692,0,0,0,1,0,0,0
301.071730761426,0,0,1,0,0,0,0
301.157568702067,0,0,1,0,0,0,1
302.13574432609,0,0,0,1,0,0,1
302.172131462719,0,0,0,0,0,1,0
303.002265273077,0,0,1,0,0,0,0
303.014615944586,0,0,0,1,0,1,0
303.069521655947,1,0,0,0,0,0,0
303.119822005987,1,0,0,0,0,0,0
303.12381011849,0,0,0,1,0,0,0
303.173192746032,0,1,1,1,1,1,1
303.217659936381,1,1,1,1,0,1,1
304.00254759048,1,0,1,0,0,0,1
305.030274203965,0,1,1,1,1,1,0
305.066654821895,1,0,1,1,0,0,1
305.07018573475,0,0,1,0,0,0,0
305.103064603926,1,0,1,1,0,0,0
305.139456921456,0,0,1,0,0,0,0
307.009519970076,0,0,1,0,1,0,0
307.026168289049,1,0,0,1,0,1,0
307.045927506599,1,1,1,1,1,1,1
308.073598048318,0,0,0,1,0,0,1
308.138234674506,0,0,0,0,0,1,0
309.02518522443,0,1,1,1,1,0,0
309.101372678021,0,1,1,0,1,0,0
309.109211875195,0,1,1,1,0,1,1
310.989979004553,0,0,1,0,0,0,0
311.040842997254,1,1,1,1,0,1,0
311.13223291676,0,0,0,0,1,0,0
312.130021952221,0,0,0,0,0,1,0
313.033036826327,0,0,0,0,1,0,0
313.035411054317,0,0,1,0,0,0,0
313.056500859105,1,1,1,1,1,1,1
313.06951459798,0,0,0,0,1,0,0
313.147853219841,0,1,0,0,1,0,0
313.172915189152,0,1,1,0,0,1,0
313.188257020291,1,0,0,0,0,0,0
314.135731582879,0,0,0,1,0,0,0
314.172095976387,0,1,0,0,0,1,1
314.208478741839,0,0,0,0,0,1,0
315.096278692187,0,0,0,0,0,0,1
315.123794914824,0,0,0,0,1,0,0
315.196537048815,0,0,1,0,0,0,0
315.209580052763,0,0,1,0,0,0,0
316.151388768487,1,1,1,1,1,1,1
316.187805194354,0,0,0,0,0,1,0
317.030261218142,0,0,1,0,0,0,0
317.066687796083,0,0,1,1,0,0,0
317.103096216893,0,0,1,0,0,1,0
318.0619396968,0,0,0,0,0,1,0
319.045941232075,1,1,1,1,1,0,1
319.064671805894,0,0,1,0,0,0,0
319.082295876229,0,1,1,1,0,1,0
319.118690232607,0,0,1,0,0,0,0
321.025154726554,0,1,1,1,1,0,0
321.061551978378,1,1,1,1,0,1,0
321.097982635803,1,1,1,1,1,1,1
321.137756545737,0,0,1,1,0,1,1
321.174131092406,0,0,1,1,0,1,0
322.169280023653,0,0,0,0,0,1,0
322.187167160996,1,1,1,1,1,1,1
323.004428911665,0,0,0,0,1,0,0
323.040869446973,0,1,1,1,1,1,1
323.153345605961,0,1,0,0,0,1,0
323.16866461507,0,1,1,1,1,1,1
325.056517335562,0,1,1,1,1,1,1
325.147929172056,0,1,0,0,1,0,0
327.014689708301,0,0,0,1,0,0,0
327.035717224585,0,0,1,0,1,0,0
327.087345024074,0,0,0,0,0,0,1
327.127116379932,0,0,0,0,1,0,0
327.188493868284,0,0,1,0,0,0,0
328.151343467021,0,0,0,1,0,0,0
329.030222012527,0,0,1,0,0,0,0
329.051455290203,1,1,0,1,0,1,0
329.064445220314,0,0,0,0,1,0,0
329.066687502906,0,0,1,1,0,0,0
329.079723149283,1,0,1,0,0,0,0
329.139390121741,1,0,1,0,1,1,0
329.142812221389,0,0,0,0,1,0,0
329.145797849589,0,0,0,0,0,1,1
329.24862576893,1,1,1,1,0,1,1
330.167007082931,1,1,1,1,1,1,1
330.203459960572,0,0,0,0,0,1,1
330.922483564988,1,0,0,0,0,0,0
331.009541385231,0,1,0,0,0,0,0
331.04599443956,0,1,1,1,1,0,1
331.079979166218,0,0,0,0,1,0,0
331.082339553397,0,0,1,1,0,0,0
331.093648245021,0,0,1,0,0,0,0
331.19150873051,0,1,1,0,0,0,0
332.146372028282,0,0,1,1,0,0,1
332.182676902198,0,0,1,0,0,0,1
333.025203537804,0,1,1,1,1,0,0
333.061621279429,0,1,1,1,1,1,1
333.13431589464,1,0,1,0,0,0,0
333.174167775201,0,0,0,1,0,0,0
333.207151807676,0,0,1,1,0,1,1
334.069808904048,0,0,0,0,0,0,1
335.00305254878,0,0,0,1,0,0,0
335.039452128724,0,0,0,1,0,0,0
335.040827177713,1,1,1,1,1,1,1
335.077281643427,1,1,1,1,1,0,1
335.189796200668,0,0,1,0,0,0,0
336.148560714396,0,0,0,1,0,1,1
336.185011704594,0,0,0,0,0,1,0
337.020135431421,0,0,0,0,1,0,0
337.056543872599,1,1,1,1,1,1,1
337.184266280886,1,1,1,1,1,1,0
339.035826927654,0,1,1,1,1,1,0
339.059854857755,0,0,0,0,1,0,0
339.185963630266,0,0,0,0,0,1,0
339.232897294627,1,0,0,0,0,0,1
340.153061856445,0,0,0,0,1,0,0
341.051432806298,1,0,1,1,1,0,0
341.064382111794,0,0,0,0,1,0,0
341.067488290948,0,1,0,0,0,0,1
341.142820338194,0,0,0,0,1,0,0
342.040109600388,0,0,0,0,0,0,1
342.167025057996,1,1,0,1,0,1,1
343.009524112467,0,0,0,0,1,0,0
343.045930973354,0,0,1,0,0,0,0
343.080121250137,0,0,0,0,1,0,0
343.082325259695,0,1,0,1,0,0,0
343.116453535533,0,0,1,0,1,0,0
343.158478469459,0,1,0,0,1,0,0
344.14636642831,1,0,0,1,0,0,0
344.18266441874,1,1,1,1,1,1,1
345.025178166361,0,0,0,1,1,0,0
345.061609991528,0,1,1,1,0,1,0
345.067899908959,1,0,0,0,0,0,0
345.095728379067,0,0,0,1,1,0,0
345.097937172215,0,0,1,1,0,0,0
345.134332592676,1,1,1,1,0,1,0
345.170766400863,0,0,1,1,0,0,0
345.177965934384,0,0,0,0,0,1,0
345.256530360054,0,0,1,0,0,0,1
345.974933798153,1,1,0,1,0,1,0
345.975150207579,0,0,1,0,0,0,0
346.97590858228,1,0,0,0,0,0,0
347.01988136858,0,0,0,1,0,0,0
347.04083035272,0,1,1,1,1,0,0
347.077228409431,1,1,1,1,0,1,1
347.113629831415,1,0,1,1,1,0,1
347.149943444748,1,1,1,1,1,1,1
347.226176343939,1,0,0,0,0,0,0
348.108915300542,1,0,0,0,0,0,0
348.148643022017,0,0,0,1,0,1,1
349.020115304537,0,0,1,1,1,0,0
349.056496668412,0,1,1,0,1,0,1
349.092918031447,1,1,1,1,1,1,1
349.151762849649,0,0,0,0,0,1,0
349.169023346464,0,1,0,1,0,1,0
349.251409982278,0,0,0,0,1,0,0
350.164331559278,0,0,0,0,0,1,0
350.185143712163,0,0,0,0,0,1,0
350.210246277884,0,1,0,0,0,0,0
351.035766012244,1,0,1,1,1,0,0
351.072138333567,1,1,1,1,1,1,1
351.108582655515,1,1,1,1,1,0,0
351.184682919914,0,1,1,1,0,1,1
352.103742233992,0,1,1,0,0,0,0
353.049035877635,0,0,0,1,0,0,0
353.05141925999,1,1,1,1,1,0,1
353.215649900355,0,0,1,0,0,1,0
355.035557470952,0,0,0,0,0,0,1
355.045885027271,0,0,1,0,0,0,0
355.095337681225,1,0,1,0,0,0,0
355.158410308014,0,1,0,0,1,0,0
355.16811528018,0,1,1,1,0,0,1
356.182767131936,1,0,0,1,0,1,1
357.059372106818,0,0,0,0,1,0,0
357.061639132,0,0,1,0,1,0,0
357.074642866779,1,0,0,0,0,0,0
357.095758160634,1,0,0,0,1,0,0
357.106827224692,0,0,0,0,1,0,0
357.174148969742,0,1,0,0,1,0,0
357.2070895297,0,0,0,1,0,0,0
358.198353257738,1,1,1,1,1,1,1
359.040827605703,0,0,1,0,1,1,0
359.061939001258,0,0,1,0,0,0,0
359.075015225637,1,1,0,0,1,0,0
359.077232277101,0,1,1,1,0,0,0
359.086184281224,0,0,0,0,0,1,0
359.111377458472,1,1,1,1,1,1,0
359.113577261528,0,0,1,0,0,0,0
359.157228437746,0,0,0,0,0,1,0
359.990579441568,1,1,1,1,0,1,0
360.141194320716,0,0,0,0,0,0,1
360.17765654334,1,1,1,1,1,1,1
361.020203202757,0,0,0,1,0,0,0
361.056450883082,1,1,1,1,0,1,0
361.092917492873,1,1,1,1,1,1,0
361.129228263743,1,1,1,1,0,1,1
361.165636188115,1,0,1,0,0,1,0
363.03578042413,0,1,1,1,1,0,0
363.072081802094,1,1,1,1,1,1,1
363.088534570049,0,0,0,0,0,0,1
363.10858231203,1,1,1,1,1,1,1
363.221035679529,0,0,0,1,0,0,0
365.014999350136,0,0,0,0,1,0,0
365.051447751813,1,1,1,1,1,1,0
365.085085309712,0,1,0,0,0,0,0
365.087779048533,1,1,1,1,1,1,1
365.200263475775,0,0,1,1,0,1,1
366.130678815804,0,0,0,0,0,0,1
366.180116546856,0,0,1,0,0,1,1
367.029280400029,0,1,0,1,0,1,0
367.030630584968,0,0,0,1,1,0,0
367.06706934349,1,1,1,1,1,1,1
367.200517264595,0,0,0,1,0,0,0
367.204550798065,0,1,0,0,0,0,0
367.21599116063,1,1,1,1,0,1,1
367.227836742927,0,1,0,0,0,1,0
367.285412134276,1,0,0,0,0,1,0
369.025206742976,0,0,0,0,0,0,1
369.046310964264,0,0,1,1,1,1,0
369.059261752731,0,0,0,0,1,0,0
369.174090217447,0,1,0,0,1,0,0
371.040880248302,0,1,0,1,0,0,0
371.061971237483,1,1,1,1,1,1,1
371.074923048766,0,0,0,0,1,0,0
371.077218054152,0,0,1,1,0,1,0
371.090292370366,0,0,1,0,0,0,0
371.15332141602,0,1,0,0,1,0,0
371.222751832452,0,0,1,0,0,0,0
372.1946637148,0,1,0,0,0,0,0
372.21396446099,1,1,1,1,1,1,1
373.020100526779,0,0,0,0,1,0,0
373.054865091615,0,0,0,1,0,0,0
373.056476136202,0,1,1,1,0,0,0
373.069513595637,0,0,1,0,0,0,0
373.090608981369,0,0,0,0,1,0,0
373.092863986741,0,1,1,0,0,0,0
373.121399138012,1,0,0,0,0,0,0
373.127044142201,1,1,1,1,1,1,1
373.129236898477,1,0,0,0,0,0,0
373.129455700798,0,1,0,0,0,0,0
373.147632231838,0,1,0,0,0,1,0
373.172856160813,1,1,1,1,1,1,1
374.105285744607,1,0,1,1,1,1,1
374.156843108666,1,1,1,1,0,1,1
374.999547213639,1,0,1,0,0,0,1
375.035730095859,0,0,1,1,1,0,0
375.07214128479,1,1,1,1,1,1,1
375.08118334103,0,0,0,0,0,1,0
375.144928848733,0,1,1,1,0,0,0
375.181292203292,1,0,1,0,0,0,0
375.217706396629,1,0,1,1,0,0,1
376.0673825717,0,0,0,0,1,0,0
376.103208105994,1,0,1,0,1,0,0
377.015073251635,0,0,0,0,1,0,0
377.051396445684,0,1,1,1,1,0,0
377.087803190623,1,1,1,1,1,0,1
377.12417426497,1,1,1,1,1,1,1
377.200301595477,0,0,0,0,0,1,0
377.282724515078,1,0,0,0,0,0,0
378.216503667,0,0,0,0,0,1,0
379.030686112247,0,0,1,0,1,0,0
379.067076004777,1,1,1,1,1,1,1
379.088801531723,0,0,0,0,1,0,0
379.103451701591,1,1,1,1,1,1,1
379.215958544736,0,0,1,0,0,1,1
381.044988543549,1,1,1,1,0,1,0
381.04633893879,0,0,1,1,1,1,1
381.054934106841,0,0,0,1,0,0,0
381.05938916193,0,0,0,0,1,0,0
381.116691234912,0,0,0,0,0,0,1
381.147430924684,1,1,1,1,0,1,0
381.195215581884,0,1,0,0,0,1,0
382.077997977155,0,0,0,1,0,0,0
382.100423454432,0,0,0,1,0,0,0
383.013491440103,0,0,0,0,0,0,1
383.025617753596,0,0,0,0,1,0,0
383.04086489292,0,0,1,0,0,0,0
383.061973823269,1,1,1,1,1,1,1
383.103053046772,1,0,0,0,1,0,0
383.12670158935,1,1,1,1,0,1,0
383.189719774956,0,0,0,0,1,0,0
383.199426217271,0,1,0,1,0,0,0
383.353024768427,1,1,1,1,0,0,1
385.020158329479,0,1,0,0,0,0,0
385.041247297459,0,0,0,0,1,0,0
385.054175855526,0,0,0,0,1,0,0
385.090675567781,0,0,0,0,1,0,0
385.092903606989,0,1,0,1,0,0,0
385.169080911481,0,0,0,0,1,0,0
385.176324028226,0,0,0,1,0,0,0
386.938784698101,1,0,0,0,0,1,1
387.035782330147,0,0,1,1,1,0,0
387.05692392994,1,0,1,1,0,0,0
387.069848738085,0,0,0,0,1,0,0
387.072164506515,0,1,1,1,1,0,1
387.106308535077,0,0,1,1,1,0,0
387.108537109246,0,1,0,1,0,0,0
387.144925934392,0,1,0,0,0,0,0
387.188485459668,1,1,1,1,1,1,1
387.191949641051,0,0,0,1,0,1,1
387.217656879975,0,0,1,0,0,0,0
388.172501812849,1,1,1,1,0,1,1
389.051460675204,1,1,1,1,1,1,1
389.064479619368,0,0,1,1,0,0,0
389.072535459714,0,0,0,1,0,0,0
389.085508600844,0,0,0,0,1,0,0
389.087797436197,1,1,1,1,1,1,1
389.12199764657,0,0,1,1,1,0,0
389.124212180512,1,1,1,1,0,0,1
389.160577607689,1,0,1,0,0,0,1
389.196955886215,0,0,0,1,0,0,0
389.254669520785,0,1,0,0,0,0,0
391.030658021836,0,0,1,0,1,0,0
391.067072181836,1,0,1,1,1,1,0
391.091162975993,0,0,0,0,1,0,0
391.103438396276,1,1,1,1,1,1,1
391.124776983497,1,0,0,0,0,0,0
391.252341293351,0,1,0,0,0,0,0
393.010433388046,0,0,0,0,1,0,0
393.046321803348,0,1,1,1,1,0,0
393.082686187308,1,1,1,1,1,1,1
393.190982440552,0,0,0,0,0,1,0
395.025553889637,0,0,0,0,1,0,0
395.061963644418,1,1,1,1,1,1,1
396.138861777262,0,0,0,0,0,0,1
397.029149649705,1,1,1,1,0,1,1
397.041265486201,0,0,1,0,1,0,0
397.073555981557,0,0,0,1,0,0,0
397.077825566731,0,0,0,0,0,0,1
397.138282637659,0,0,0,0,0,1,0
397.178689726966,0,1,0,0,0,0,0
397.226740736,0,0,0,0,1,0,0
399.035808130185,0,0,0,1,0,0,0
399.05689320288,0,1,1,0,0,0,0
399.069829010353,0,0,0,0,1,0,0
399.085232204813,0,0,1,0,0,0,0
399.117561610886,0,0,0,0,0,1,1
399.217693552083,0,0,1,0,0,1,0
400.335188417944,0,0,0,0,0,1,0
401.015212480956,0,1,0,0,0,0,0
401.015993860058,0,0,0,0,0,0,1
401.051390989383,0,0,0,1,1,0,1
401.072530312219,0,0,1,1,1,0,0
401.085553839847,0,0,0,0,1,0,0
401.087773156696,0,0,1,1,1,1,0
401.121879816856,0,0,1,0,1,0,0
401.124177379548,0,0,0,1,0,0,0
401.188896164136,0,0,0,0,0,1,0
401.204140080444,0,0,1,1,0,1,1
401.233340195639,0,0,1,1,0,0,0
403.030707164804,0,0,0,1,0,0,0
403.067062072702,0,1,1,1,1,0,0
403.103422043992,1,1,1,1,0,1,1
403.137601432757,0,1,0,1,1,0,0
403.139842015822,0,1,0,1,0,1,0
403.176175926035,0,0,1,0,0,0,0
403.183382504284,0,1,1,1,0,1,1
403.204514528068,1,1,1,1,1,1,1
404.940198008835,0,0,1,0,0,1,1
405.046340646475,0,1,1,1,1,0,0
405.082718505381,0,1,1,1,1,1,0
405.11909766238,1,1,1,1,0,1,1
405.155524006246,1,1,1,1,0,1,1
405.314048487332,0,0,0,1,0,0,0
407.025605080093,0,0,0,0,1,0,0
407.061933456416,1,1,1,1,1,0,0
407.062155863866,0,0,0,0,0,1,0
407.096049691103,0,0,0,0,1,0,0
407.098352639308,1,1,1,1,1,1,1
407.182355971359,1,0,0,0,0,0,0
408.92077070099,1,1,1,1,1,1,1
408.933149163871,0,1,0,0,1,0,0
409.041236955638,0,0,0,1,1,0,0
409.077642662221,1,1,1,1,1,1,1
409.226467337717,0,0,1,0,0,0,0
409.262867816747,1,0,1,0,0,0,0
410.109275434405,0,0,1,0,0,0,0
410.231193252852,0,0,0,0,0,0,1
411.035779178723,0,0,0,0,1,0,0
411.05684843153,0,1,1,1,1,0,0
411.069770654833,0,0,0,0,1,0,0
411.090058672936,1,1,1,1,0,1,1
411.093245879104,1,1,1,1,1,1,1
411.119129090365,1,0,0,0,0,0,0
411.121624831434,1,0,1,1,0,0,1
411.194358590618,0,1,1,0,0,1,1
411.230739210117,0,1,0,0,0,0,1
413.072567159976,0,1,1,1,1,0,1
413.085502911263,0,0,0,0,1,0,0
413.133185297715,1,0,0,0,0,0,1
413.21001881107,1,0,1,1,0,0,0
413.233324623101,0,1,0,0,0,0,0
413.327178135701,0,0,1,1,0,0,0
414.340969170465,0,0,1,0,0,0,0
415.03066599077,0,0,1,0,1,0,0
415.051805542468,0,0,0,0,0,0,1
415.06708997868,0,1,1,1,0,0,0
415.067406043315,0,0,0,0,1,0,0
415.088163934559,1,1,1,1,1,0,0
415.101127749807,0,0,0,0,1,0,0
415.103422029856,1,0,0,0,0,0,0
415.135690901114,0,0,0,1,0,0,0
415.137543773992,0,1,0,0,1,0,0
415.139800834592,0,1,1,0,0,0,1
415.212540167554,1,1,1,1,0,1,1
415.219764365738,0,0,1,1,1,1,1
415.912097981762,1,0,0,0,0,0,0
417.046308622419,0,0,1,1,1,0,1
417.082729755436,0,1,1,1,1,0,1
417.116858860829,0,0,0,0,1,0,0
417.119104387758,0,1,1,1,0,0,0
417.153240331746,0,0,0,0,1,0,0
417.166162779496,0,1,0,0,0,0,0
417.191921079964,1,0,0,0,0,0,0
417.199108069681,0,0,1,1,0,1,1
417.35042850303,0,0,1,0,0,0,0
418.111962675032,0,0,0,0,1,0,0
418.955893650959,0,0,0,0,0,0,1
419.02564989881,0,0,0,0,1,0,0
419.062000617374,1,0,1,1,1,1,1
419.068593444338,0,0,0,0,0,0,1
419.098346584978,1,1,1,1,0,1,1
419.134769001433,1,1,1,1,0,1,1
419.151311867186,0,0,1,0,0,0,1
419.171121992706,1,0,1,1,0,0,1
419.207469957454,0,1,0,0,1,0,0
419.29330866605,0,0,1,1,0,0,0
419.329714064048,1,0,1,1,1,1,1
420.950809626186,1,0,1,0,0,0,1
421.041250402563,0,0,0,0,1,0,0
421.077587970374,1,1,1,1,1,1,0
421.114012814373,0,1,1,1,1,1,1
421.170577786692,1,1,1,1,1,1,1
421.204973814999,0,0,1,0,0,0,0
421.215119626958,1,1,0,1,1,1,1
421.259605412206,0,0,0,0,0,0,1
421.299301617278,1,0,0,1,0,0,0
422.109253790084,1,0,0,0,0,0,0
422.17418909433,0,0,0,1,0,0,0
423.056912426131,1,0,1,1,1,0,0
423.088779344206,0,0,0,1,0,0,0
423.093256520067,1,1,1,1,1,1,1
423.158072465456,0,0,1,0,0,0,0
423.222368083401,0,1,1,0,0,0,0
423.23078113293,0,1,1,0,0,0,0
424.073725560395,0,0,0,0,1,0,0
425.072566890514,0,0,1,0,0,0,0
425.08562879894,0,0,0,0,1,0,0
425.103716455727,0,0,0,0,0,0,1
425.137290031914,0,0,0,1,0,0,0
425.173664486624,0,0,0,1,0,0,1
427.050418936597,0,0,0,0,0,1,0
427.051827179376,0,1,0,1,0,0,0
427.068339570786,1,0,0,0,0,0,0
427.085894080309,0,1,0,0,0,0,0
427.088210321811,1,1,1,1,1,1,0
427.101217319661,0,0,0,0,1,0,0
427.112759786159,1,0,0,0,0,0,0
427.116532815171,0,1,1,1,0,1,1
427.152939196354,1,1,1,1,1,1,1
429.04634935807,0,0,1,1,0,0,0
429.067478152054,0,1,0,0,1,0,0
429.080310605382,0,0,0,0,1,0,0
429.082780166243,0,1,0,0,0,1,0
429.093332582133,0,1,0,0,0,0,0
429.095806825482,1,0,0,1,0,0,0
429.104131651662,0,0,0,0,1,0,0
429.116745220094,0,0,0,0,1,0,0
429.117764942298,0,0,0,1,0,0,0
429.143509996618,1,0,0,0,0,0,0
429.199112673353,0,0,0,1,0,0,0
429.228267727861,1,1,1,1,0,1,1
429.235474484795,0,0,1,1,1,1,1
430.075638936973,0,0,0,0,1,0,0
430.19425159059,0,0,0,1,0,0,1
430.935094826989,1,0,0,1,0,0,1
431.061989235377,0,1,1,1,1,0,1
431.096175701385,0,0,0,0,1,0,0
431.098403029763,1,1,1,1,1,0,0
431.132541922287,0,0,0,0,1,0,0
431.134790025813,0,0,1,1,1,0,0
431.17112897083,0,0,0,1,0,0,0
431.178343087281,1,1,0,1,0,1,1
431.207552113338,1,0,1,0,0,0,0
431.214775341593,0,0,0,1,0,1,1
431.243965429161,1,1,1,1,0,1,0
433.041278715971,0,0,1,0,1,0,0
433.077685082233,1,1,1,1,1,1,1
433.114024792418,1,1,1,1,1,1,1
433.148149099096,0,0,0,0,1,0,0
433.150430202618,1,1,1,1,1,1,0
433.186850537169,1,1,1,1,0,0,0
433.309032004276,0,1,1,1,0,0,0
435.056955274874,1,1,1,1,1,0,0
435.09330045953,1,1,1,1,1,1,1
435.114631299589,0,0,1,0,0,0,0
435.12967326314,1,1,1,1,1,1,1
435.194371206181,1,0,1,1,0,1,1
435.230749956591,1,0,0,0,0,0,0
435.324617582244,1,0,0,0,0,0,0
436.124866262007,1,0,0,1,0,0,0
437.036189125917,0,1,0,1,1,0,0
437.072585458072,0,1,1,1,1,1,1
437.108930056889,1,1,1,1,1,1,1
437.173693177255,1,0,1,1,0,0,1
437.210061562984,0,0,1,0,0,1,0
437.257770156864,0,0,1,0,0,0,0
437.306088078464,0,0,1,0,0,1,0
439.030677157054,0,0,0,0,1,0,0
439.055165624139,1,0,0,0,0,0,0
439.085550399058,0,0,0,0,1,0,0
439.088161062818,1,1,1,1,1,0,1
439.112501310401,0,0,0,0,0,1,0
439.148882269768,0,0,0,0,0,0,1
439.273476009983,0,0,1,0,0,0,0
440.068395113544,1,0,1,0,1,0,0
440.899219831823,1,0,0,0,0,0,0
441.031027668648,0,0,0,0,1,0,0
441.046330353718,0,0,0,0,1,0,0
441.067445217603,0,0,1,1,1,0,1
441.080407323752,0,0,0,0,1,0,0
441.128044415927,0,0,1,1,0,1,0
441.132181024161,1,1,1,0,0,0,1
441.168546108283,1,1,1,1,1,1,1
441.204968766383,1,0,0,0,0,0,0
441.300956679815,1,1,1,1,0,1,0
442.011307881114,0,0,0,1,0,0,0
443.025570050744,0,0,0,0,1,0,0
443.06197252065,0,0,0,1,0,0,0
443.08312105635,0,1,1,1,1,1,0
443.096053918486,0,0,0,0,1,0,0
443.098414050448,0,0,0,1,0,1,0
443.132440327809,0,0,0,0,1,0,0
443.143664748598,0,0,1,0,0,0,0
443.15097181121,1,0,0,0,0,0,0
443.243868449111,1,0,1,0,0,0,0
443.251099249321,0,0,0,1,0,1,0
443.943384302375,1,0,0,0,0,0,0
