,ECA2_0058_03.a_p1,ECA2_0058_04.a_p1,ECA2_0058_05.a_p1,ECA2_0058_06.a_p1,ECA2_0058_07.a_p1,ECA2_0058_08.a_p1,ECA2_0058_09.a_p1,ECA2_0058_10.a_p1
346.093237250505,0,0,0,0,0,0,0,1
346.104370009133,0,0,0,1,0,0,0,0
347.025591183167,0,0,0,1,0,0,0,0
347.028586630592,0,0,0,0,0,0,1,0
347.04083035272,1,1,1,1,1,1,1,1
347.044204101811,0,0,1,1,0,0,0,1
347.062022130947,1,1,1,1,1,0,1,1
347.077228409431,1,1,1,1,1,1,1,1
347.080583482789,1,0,1,1,1,0,0,1
347.088522926829,1,0,0,0,1,0,0,1
347.113629831415,1,1,1,1,1,1,1,1
347.12492277346,0,0,0,0,0,0,0,1
347.149943444748,1,1,1,1,1,1,1,1
347.153327905446,0,0,1,1,0,0,0,0
347.207641899309,1,0,0,0,0,0,0,0
348.072413958191,1,1,1,1,1,0,1,1
348.108915300542,1,0,0,1,1,1,0,1
349.020115304537,1,0,1,1,1,0,1,1
349.056496668412,1,1,1,1,1,1,1,1
349.059870966296,0,0,0,1,1,0,0,1
349.067767122898,0,0,1,1,1,1,1,1
349.072820082891,0,0,0,0,0,0,0,1
349.077619349922,0,0,0,0,0,0,0,1
349.092918031447,1,0,1,1,1,1,1,1
349.096317657153,1,0,0,1,1,0,1,1
349.169023346464,0,0,1,1,1,0,0,0
349.251409982278,0,1,0,0,0,0,0,0
350.051769709976,1,0,1,1,1,0,1,1
350.088142822738,1,0,1,1,1,0,1,1
350.099417384362,0,0,0,0,0,0,0,1
351.035766012244,1,1,1,1,1,1,1,1
351.046909579784,0,0,0,1,1,0,0,0
351.072138333567,1,1,1,1,1,1,1,1
351.075505701151,0,0,0,1,1,0,0,1
351.108582655515,1,1,1,1,1,1,1,1
351.119883482489,1,0,1,0,1,0,1,1
351.136852424198,0,0,0,0,0,0,0,1
351.184682919914,0,0,0,1,0,1,0,0
351.202374208128,0,0,0,1,0,0,1,0
351.202553882607,0,1,0,0,0,0,0,0
352.067424420654,1,0,1,1,1,0,1,1
352.103742233992,1,1,1,1,1,1,1,1
352.114994726848,0,0,0,0,0,0,0,1
352.234072183858,0,0,0,0,0,1,0,0
353.049035877635,0,0,1,0,0,0,0,0
353.05141925999,1,1,1,1,1,1,1,1
353.062606243397,0,1,1,1,1,0,0,1
353.091177543728,0,0,1,0,0,0,0,0
353.099119056804,1,0,1,1,1,1,1,1
353.135446232477,0,0,0,0,0,0,0,1
353.215649900355,0,1,1,0,1,1,0,0
354.046648344751,1,0,1,1,1,0,0,1
354.094277143903,0,0,0,0,0,0,0,1
355.030627188011,1,1,1,1,1,1,1,1
355.045885027271,0,0,0,0,0,0,1,0
355.056574906363,1,0,1,1,1,0,0,1
355.078283379206,0,0,1,1,1,0,1,1
355.092902354011,0,0,0,0,0,0,1,0
355.095337681225,1,0,1,1,1,0,1,1
355.098693713889,0,0,0,1,0,0,0,0
355.114700038989,0,0,1,1,1,0,0,1
355.158410308014,0,1,0,0,0,0,0,0
355.16811528018,1,0,0,0,1,0,1,1
356.062379115285,1,0,1,1,1,0,1,1
356.146263014319,0,0,0,0,0,0,0,1
356.182767131936,0,0,0,1,0,1,1,0
356.97443098351,0,1,0,0,0,0,0,0
356.982275159518,0,1,0,0,0,0,0,0
357.028534104403,1,0,0,0,1,0,0,0
357.046380027556,1,0,1,1,1,1,1,1
357.061639132,0,1,0,0,1,0,0,1
357.065011755418,1,0,0,1,0,0,0,1
357.074642866779,1,0,0,1,1,0,0,1
357.093909271367,1,0,1,1,1,0,0,1
357.095758160634,0,0,0,1,0,0,0,0
357.097951583257,1,0,1,0,0,0,0,1
357.101364219617,1,0,0,0,1,0,0,1
357.130345430164,0,0,1,0,1,0,0,1
357.134336575856,0,0,0,0,0,0,0,1
357.144943723613,0,0,0,0,0,1,1,0
357.2070895297,0,0,0,0,0,0,1,0
358.059877835875,0,0,1,0,0,0,0,0
358.125617187983,0,0,0,0,0,0,0,1
358.198353257738,1,1,1,1,0,1,1,1
358.993060308094,0,0,0,0,1,0,0,0
359.025604810553,0,0,1,0,0,0,0,0
359.040827605703,1,0,1,0,0,0,0,1
359.04417897517,1,0,0,0,0,0,0,1
359.052245832966,0,0,1,0,0,0,0,0
359.061939001258,1,1,1,1,1,1,1,1
359.075015225637,0,0,0,0,0,1,0,1
359.077232277101,1,0,1,1,1,1,0,1
359.080609678469,1,0,1,1,1,0,0,1
359.088641649665,0,0,0,0,0,0,0,1
359.109599333159,0,0,1,0,0,0,0,0
359.113577261528,1,1,1,1,1,1,1,1
359.116946674717,0,0,0,0,1,0,0,1
359.124888597837,0,0,0,0,1,0,0,1
359.150035089665,1,0,1,1,1,0,1,1
359.160686768345,0,0,0,0,0,1,0,0
359.222815642095,0,0,0,1,1,1,1,0
359.990579441568,1,1,1,1,1,1,1,1
360.072491076114,0,0,1,0,0,0,0,1
360.108879672631,0,0,0,0,0,0,0,1
360.17765654334,0,0,0,0,1,0,1,0
361.020203202757,0,0,1,1,0,0,1,1
361.0412320211,0,0,1,1,0,0,0,1
361.056450883082,1,1,1,1,1,1,1,1
361.059825076481,1,0,0,1,0,0,0,1
361.067788855378,0,0,0,0,0,0,0,1
