,ECA2_0054_04.a_p15,ECA2_0054_05.a_p1,ECA2_0054_06.a_p15,ECA2_0054_09.a_p15,ECA2_0054_10.a_p15
549.254538384793,1,0,0,0,0
549.269327139649,0,0,1,0,0
549.270386589946,0,0,0,1,1
549.306745550488,0,0,0,0,1
549.310791118106,0,0,0,0,1
551.067106562879,1,0,0,0,0
551.104176596842,1,0,0,0,0
551.139430398482,0,0,1,0,0
551.141258959071,1,0,0,0,0
551.170500725247,0,0,1,0,0
551.176899158949,1,0,0,0,0
551.206285852641,1,0,0,0,0
551.206842366799,0,0,1,1,0
551.213721027387,1,0,1,0,0
551.25010931114,0,0,1,0,0
551.279498786354,0,0,1,0,0
551.322953394837,1,0,0,0,0
551.358791105618,1,0,0,0,1
552.184632124311,0,0,1,0,0
552.193762310849,0,0,1,0,0
552.203393187858,0,0,0,1,0
552.203701845989,0,0,1,0,0
552.239763087689,0,0,1,0,0
553.08348168985,1,0,0,0,0
553.119895288025,1,0,1,0,0
553.156267146222,1,0,0,0,0
553.156673144961,0,0,1,0,0
553.185183210081,1,0,1,0,0
553.193319828905,0,0,0,1,0
553.222429993289,1,0,1,0,0
553.258873314008,0,0,1,0,0
553.295018655147,0,0,1,0,0
554.217738154724,0,0,1,0,0
554.260919793537,0,0,0,0,1
554.574104391308,0,0,0,1,1
555.07842926891,1,0,0,0,0
555.099165292473,1,0,0,0,0
555.115606658897,0,0,1,0,0
555.135914275014,1,0,0,0,0
555.170777691326,0,0,1,0,0
555.172168171885,1,0,0,0,0
555.195308896824,0,0,1,0,0
555.2014290219,0,0,0,1,0
555.237591148105,0,0,0,1,0
555.238008683399,0,0,0,0,1
555.241320632195,0,0,0,1,0
555.273040456903,1,0,0,0,0
555.274051995112,0,0,1,0,0
555.280254008985,0,0,1,0,0
555.309406842808,0,0,1,0,0
555.354202932845,0,0,1,0,0
556.06492325436,0,1,0,0,0
556.161492862362,0,0,0,1,0
556.196784843089,0,0,1,0,0
556.240268772347,0,0,1,1,0
556.270369707481,0,0,0,0,1
557.078391081309,1,0,0,0,0
557.093001083514,1,0,0,0,0
557.113099242004,0,0,0,1,0
557.139013857715,0,0,0,1,0
557.142982457625,0,1,0,0,0
557.151079586917,1,0,0,0,0
557.178475952549,0,0,1,0,0
557.186866473298,0,0,0,1,0
557.215083905413,1,0,1,0,0
557.216322088862,0,0,0,1,0
557.274032270277,0,0,0,0,1
557.279432983921,0,0,0,1,0
557.294073522823,0,1,0,0,0
557.405982177269,0,0,0,0,1
558.118826421859,0,0,1,0,0
558.240899996659,1,0,0,0,0
558.255984648847,1,0,0,0,0
558.278110570887,0,1,0,0,0
558.314391860965,0,1,0,0,0
559.073141861013,1,0,0,0,0
559.14444051333,0,0,1,0,0
559.145625230242,1,0,0,0,1
559.154038281543,0,0,0,1,0
559.165780907333,0,0,1,0,0
559.190579086066,0,0,0,1,0
559.201909578687,0,0,1,0,0
559.258324890101,1,0,0,0,0
560.198857453659,1,0,0,0,0
560.227557391585,0,0,0,1,0
560.257337469812,0,1,0,0,0
560.278354469592,0,0,1,0,0
561.052101033648,1,0,0,0,0
561.088500812772,1,0,0,0,0
561.124879368112,1,0,0,0,0
561.182798704341,0,0,1,0,0
561.198528383723,0,0,1,0,0
561.211245871982,1,0,0,0,0
561.219345203975,0,0,1,0,0
561.227095354189,0,0,1,0,0
561.23298116877,0,0,0,0,1
561.234022756813,0,1,0,0,0
561.237612446244,0,0,1,0,0
561.254091876462,0,0,1,0,0
561.310253279319,1,0,0,0,0
561.319011819707,1,0,0,0,0
562.178125371771,1,0,1,0,0
562.20650551814,0,0,0,1,0
562.242907790521,1,0,1,0,0
563.067769944772,1,0,0,0,0
563.104226089899,1,0,0,0,0
563.140593599225,0,0,1,0,0
563.177393139531,1,0,0,0,0
563.190487735908,0,0,0,1,0
563.212537194111,0,0,1,0,0
563.217867855747,0,0,0,1,0
563.243012572329,0,0,1,0,0
563.249757035935,0,0,1,0,0
563.254445581329,0,0,1,0,0
563.269988039202,0,0,1,0,0
563.286533552681,0,0,1,0,0
563.371612840039,0,0,0,0,1
564.25857895943,1,0,1,1,0
564.33918186871,1,0,0,0,0
565.047028507921,1,0,0,0,0
565.083451964235,1,0,0,0,0
565.119779890364,1,0,0,0,0
565.156203136489,1,0,0,0,0
565.156613955264,0,0,1,0,1
565.185115845358,1,0,1,1,0
565.192650609653,0,1,0,0,0
565.193024208815,1,0,1,0,0
565.222016672554,1,0,0,0,0
565.228132466968,0,0,1,0,0
565.232909485145,0,0,0,0,1
565.258957863584,1,0,1,0,0
565.262437727913,0,0,1,1,0
565.265827766434,1,1,0,0,0
565.266158117356,0,0,1,0,0
565.302154850888,1,0,1,0,0
565.305548071864,0,0,0,0,1
565.332421246723,0,0,0,0,1
565.337092377028,1,0,0,0,0
565.338515921435,0,0,0,1,0
565.350391342823,0,0,1,0,0
566.208374689247,1,0,1,0,0
566.217723062062,0,0,0,1,0
566.24583956436,0,0,1,0,0
566.268171941211,0,0,1,0,0
566.274221164417,0,0,1,0,0
566.282311770111,0,0,1,0,0
566.318560958473,0,0,0,1,0
567.062669499159,1,0,0,0,0
567.099457309719,1,0,0,0,0
567.135397032383,1,0,0,0,0
567.170991907902,1,0,1,0,0
567.201707322914,0,0,0,1,0
567.202500812226,0,0,1,0,0
567.237652271601,0,0,1,0,0
567.241476048267,1,0,0,0,0
567.245051038931,1,0,0,1,0
567.274543772156,0,0,1,0,0
567.311563655888,1,0,0,1,1
567.389365935281,1,0,0,0,0
567.390511232829,0,0,0,0,1
568.233393033958,0,0,1,0,0
568.234675050921,1,0,0,0,0
569.151143735161,0,0,1,0,0
569.179400145612,1,0,0,0,0
569.186502376808,1,0,0,0,0
569.216602907594,0,0,0,1,0
569.22419607796,1,0,0,0,0
569.289554406934,0,0,0,1,0
569.291867749203,1,0,1,0,0
569.369902188117,0,0,1,0,0
569.406089888447,1,0,0,0,1
570.195089898316,1,0,1,0,0
570.219520319525,0,0,1,0,0
570.226102315534,0,0,1,0,0
570.2506529139,1,0,1,0,0
570.2922599646,1,0,1,0,0
571.111797088345,1,0,1,0,0
571.133842842711,0,0,0,1,0
571.165619293206,0,0,1,0,0
571.16730631342,1,0,0,0,0
571.179754179005,0,1,0,0,0
571.189821370281,0,0,1,0,0
571.190433141264,1,0,0,1,0
571.203605486942,0,0,1,0,0
571.230581933794,1,0,0,0,0
571.29407940166,0,0,1,0,0
571.32501357808,0,1,0,0,0
571.421490025262,0,0,0,0,1
572.110992026761,1,1,0,0,0
572.235287025327,1,0,0,0,0
572.24375761842,0,0,0,1,0
572.256452261276,1,0,0,0,0
572.271643859194,0,0,1,0,0
572.344344454505,0,0,0,1,0
572.352868771058,1,0,0,0,0
573.052195846218,1,0,0,0,0
573.137870474205,0,1,0,0,0
573.170674425302,0,0,0,1,0
573.17422951105,0,0,1,0,0
573.175012099822,0,0,0,1,0
573.182756682459,0,0,1,1,0
573.210217793701,1,0,0,1,0
573.217775308273,0,0,1,0,0
573.23745735062,0,0,1,1,1
573.28401341701,0,0,1,0,0
573.328455840291,0,0,1,0,0
573.400576654951,1,0,0,0,0
573.400940431918,0,0,0,0,1
574.272913259563,1,1,0,0,0
574.359774363938,0,0,0,0,1
575.068225194466,1,0,0,0,0
575.104190203675,1,0,0,0,0
575.141073818212,1,0,0,0,0
575.177037786709,0,0,1,0,0
575.178065724721,1,0,0,0,0
575.198508148286,1,0,1,0,1
575.243380263326,0,0,0,1,0
575.248972894639,1,0,0,0,0
575.307593607921,1,0,0,0,0
575.316934233578,0,0,0,0,1
575.325747906679,0,0,0,1,0
575.334407473685,0,0,1,0,0
575.342601785158,1,0,1,0,0
575.371587009854,1,0,0,0,0
575.37992689788,0,0,0,0,1
576.222181562421,0,0,0,1,0
576.258592628089,1,0,0,1,0
576.339346828021,1,0,0,0,0
577.083450652242,1,0,0,0,0
577.120552993555,1,0,0,0,0
577.156597183815,1,0,0,0,0
577.192873873744,1,0,0,0,0
577.195380289769,0,0,1,0,0
577.21451711014,0,0,1,0,0
577.223351317286,0,1,0,0,0
577.232269906247,1,0,1,0,0
577.250444221197,0,0,1,0,0
577.301717729007,0,0,0,0,1
577.305346182294,0,0,1,1,0
577.314090645537,0,0,1,0,0
577.323397882128,0,0,0,1,0
577.332530257215,0,0,0,0,1
577.359499669522,0,0,0,0,1
577.387575486751,0,0,0,0,1
578.209350795139,0,0,0,1,0
578.354298238601,0,0,0,0,1
579.099462313691,1,0,0,0,0
579.134397059064,0,0,1,0,0
579.171855053951,1,0,0,0,0
579.172234627329,0,0,1,0,0
579.185434772581,0,0,1,0,0
579.201028511542,0,0,1,0,0
579.204996205082,0,0,1,1,1
579.209049386719,0,0,1,0,0
579.237801016077,0,0,1,0,0
579.280186663711,1,0,0,0,0
579.281425543483,0,0,1,0,0
579.284510051837,1,0,0,1,0
579.285201310309,0,0,1,0,0
579.316088347695,0,0,1,0,0
579.317744374262,1,0,0,0,0
579.321381700624,0,0,0,0,1
579.347951036573,0,0,0,0,1
579.353960119434,1,0,0,0,0
580.233384724648,0,0,0,1,0
580.297843311458,0,0,1,0,0
580.325869864733,0,0,0,0,1
581.078802053496,1,0,0,0,0
581.115278538972,1,0,0,0,0
581.151580972711,1,0,0,0,0
581.179962890781,1,0,0,0,0
581.216885308237,0,0,0,0,1
581.222686001353,0,0,1,0,0
581.368546474372,0,0,1,0,0
581.406154239478,0,0,0,0,1
582.20352664219,0,0,0,1,0
582.212703159693,1,0,0,0,0
582.240750545229,1,0,0,0,0
582.25042914343,0,0,0,1,0
582.264301251729,0,0,0,1,0
582.269081669664,0,0,1,0,0
582.277144746362,0,0,1,1,0
583.094609659085,1,0,0,0,0
583.129624362038,1,0,0,0,0
583.176025288846,0,0,0,1,0
583.19490725226,0,0,1,0,1
583.203509702599,0,0,1,0,0
583.227834038384,0,0,1,0,0
583.232332317614,1,0,0,0,0
583.269541746593,0,0,0,1,1
583.326030779713,1,0,0,0,0
583.376962358414,1,0,0,0,0
583.385439925125,0,0,0,1,0
584.174303758318,1,0,0,0,0
584.242455440935,1,0,0,0,0
584.243863120522,0,0,0,1,0
584.256535550119,0,0,0,1,0
584.27164705555,0,0,1,0,0
584.320619995224,0,0,0,0,1
584.351011691193,0,0,1,0,0
585.052835476155,1,0,0,0,0
585.14637433074,0,0,1,0,0
585.170248518505,0,0,0,1,0
585.182780924424,0,0,0,1,0
585.20558742932,0,0,1,1,0
585.219109598544,0,0,0,1,0
585.231803014924,0,1,0,0,0
585.284344985418,0,0,0,1,0
585.437202737768,0,0,0,0,1
586.126691755722,0,0,1,0,0
586.190719789732,0,0,0,0,1
586.208442455686,0,0,0,1,0
586.250959084716,0,0,0,1,0
586.26336573594,0,0,0,0,1
586.287321858217,1,0,0,0,0
586.360337644331,0,0,0,0,1
587.121965321568,0,0,1,0,0
587.126180908917,1,0,0,0,0
587.224858928619,0,0,1,0,0
587.232762917767,0,0,1,1,0
587.233393879648,0,0,0,0,1
587.235236063169,1,0,0,1,0
587.261027235606,1,0,1,0,0
587.269980718556,0,0,0,1,1
587.271669912175,1,0,0,0,0
587.306279402341,1,0,0,1,1
587.307647939832,0,1,0,0,0
587.308101017857,0,0,0,1,0
587.334370582298,0,0,1,0,0
587.342448186766,1,0,0,0,0
587.344932388466,0,0,1,0,0
587.380847487762,1,0,0,0,0
588.375114313618,0,0,0,0,1
589.083498484404,1,0,0,0,0
589.120198312784,1,0,0,0,0
589.156174413175,0,0,1,0,0
589.192965045676,0,0,1,0,0
589.259790449436,0,0,1,0,0
589.295999065214,0,0,0,0,1
589.299579002882,0,0,0,0,1
589.304970466641,1,0,0,0,0
589.322192919762,0,0,1,0,0
590.237830711178,0,0,1,0,0
590.354977926129,1,0,0,1,0
591.099146414748,1,0,0,0,0
591.205088522492,0,0,0,1,0
591.228688957642,0,0,0,1,0
591.247689848821,0,0,1,0,0
591.274209683657,1,0,1,0,0
591.284121701037,1,0,0,0,0
591.337846913663,1,0,0,0,0
592.188669563642,0,0,1,0,0
592.225099046422,0,0,1,0,0
592.296745742066,0,0,1,0,0
593.115319633366,1,0,0,0,0
593.151157245447,0,0,1,0,0
593.218262176115,0,0,1,0,0
593.22380775273,0,0,1,0,0
593.254667726144,0,0,1,0,0
593.260479620402,1,0,1,0,0
593.264458908782,0,0,1,1,1
593.281906666902,0,0,0,0,1
593.291557257879,1,0,0,0,0
593.326618637966,1,0,0,0,0
593.332114514535,0,0,0,1,0
593.33331883132,1,0,0,0,0
593.369561429617,0,0,0,0,1
594.249305707276,0,0,1,0,0
594.269062952656,0,0,1,0,0
594.277127306583,0,0,1,0,0
594.313561438758,0,0,1,0,0
595.094478071923,1,0,0,0,0
595.130402063703,1,0,0,0,0
595.167242374082,1,0,1,0,0
595.195100171205,0,0,0,0,1
595.203510174725,1,0,1,0,0
595.23666859811,1,0,0,0,0
595.269564445967,0,0,0,0,1
595.272747608761,0,0,0,1,0
595.276353754854,0,0,0,0,1
595.349058543306,0,0,0,1,0
595.384096055651,0,0,0,1,0
595.385348669384,0,0,1,0,0
596.266027737389,0,0,1,0,0
596.320466169818,0,0,0,0,1
596.94796408858,0,0,0,1,0
597.079604632858,0,0,1,0,0
597.110119150961,1,0,0,0,0
597.18234973318,0,0,1,0,0
597.182797017482,1,0,0,0,0
597.211769895324,0,0,0,1,0
597.231177636154,0,0,0,1,0
597.248793497886,0,0,0,0,1
597.254412798899,0,0,1,0,0
597.285693698633,0,0,0,0,1
597.322905918955,0,0,0,1,0
597.328493324324,0,0,1,0,0
597.341818513212,1,0,0,0,0
597.437311818684,0,0,0,0,1
598.226332533727,1,0,1,0,0
598.271376647609,0,0,0,0,1
598.366842832352,1,0,0,0,0
598.943848227909,0,0,0,1,0
599.186228315854,0,0,0,1,0
599.221078597957,0,0,0,1,0
599.226968353094,0,0,0,1,0
599.260862255345,0,0,1,0,0
599.271149031749,0,0,1,0,0
599.283019568244,0,0,0,1,0
599.299973991718,0,0,0,0,1
599.371712308324,1,0,0,0,0
599.415402937397,1,0,0,0,0
600.24169847949,0,0,1,0,0
600.243256519351,1,0,0,0,0
600.299860626254,0,1,0,0,0
600.302944849847,0,0,1,0,0
600.339347938975,0,0,0,1,0
600.375378780804,1,0,0,0,0
600.389735696608,0,1,0,0,0
601.082401765459,1,0,0,0,0
601.20156136661,0,0,0,1,0
601.212724427802,0,0,1,0,0
601.214244437684,1,0,0,1,0
601.242561823179,0,0,1,1,0
601.269066567179,0,0,0,1,0
601.278963323744,0,0,1,1,0
601.323235773857,1,0,1,0,0
602.195718595881,0,0,1,0,0
602.939848741132,0,0,0,1,0
603.172471692012,0,0,1,0,0
603.221665867121,0,0,1,0,0
603.229745696806,0,0,1,0,0
603.285614919983,1,0,0,0,0
603.302627230734,1,0,1,0,0
604.253930959651,0,0,0,1,0
604.340819955082,1,0,0,0,0
604.370144588378,1,0,0,1,1
605.201097150417,0,0,0,1,0
605.263557991426,0,0,0,1,0
605.264706732983,0,0,1,0,0
605.301447318324,0,0,0,1,0
605.318195777619,0,0,0,0,1
605.337133852413,0,0,0,1,0
605.353626721798,0,0,0,1,0
605.354014236663,0,0,0,0,1
605.382230157854,1,0,0,1,1
606.230654967591,0,0,1,0,0
607.094027855404,1,0,0,0,0
607.279681486174,0,0,0,1,0
607.280030512309,0,0,0,0,1
607.305682705071,0,0,0,1,0
607.31631580115,0,0,0,0,1
607.323914976884,0,0,1,0,0
607.348534428408,0,0,0,0,1
607.349007090704,1,0,0,0,0
608.321174684411,1,0,0,0,0
608.365429703095,0,0,0,0,1
609.073219357247,1,0,0,0,0
609.110089215288,1,0,0,0,0
609.219307680713,1,0,1,0,0
609.230847073699,1,0,0,0,0
609.24797813446,1,0,0,1,0
609.291924749079,0,0,1,1,0
609.305125210008,0,0,1,0,0
609.322769189697,0,0,0,1,0
609.328414670635,1,0,1,0,0
609.339987007069,1,0,0,0,0
609.400535277166,0,0,0,0,1
610.191427872033,0,0,1,0,1
610.213444554263,0,1,0,0,0
610.226401345568,0,0,1,0,0
610.281715319349,0,0,0,1,0
611.159551659532,0,1,0,0,1
611.222806657703,0,0,0,1,0
611.233078943512,0,0,0,1,0
611.248632327936,0,0,0,1,0
611.271335997356,1,0,1,0,0
611.301122797493,0,0,1,0,0
611.301472573545,0,0,0,0,1
611.320992542456,0,0,1,0,0
611.344065387614,0,0,1,0,0
611.379056219734,0,0,1,0,0
611.398909220068,1,0,0,0,0
612.206975286327,0,0,1,0,0
612.224896009856,0,0,0,1,0
612.260875011725,0,0,0,1,0
612.266902649713,0,0,0,1,0
612.273173402344,0,0,1,0,0
612.279680656137,0,0,1,0,0
613.177902561957,0,0,1,0,0
613.20392516645,0,0,0,1,0
613.214190679211,0,0,1,0,0
613.221064363105,0,0,0,0,1
613.242913473854,1,0,0,0,0
613.250579267058,0,0,1,0,0
613.277722052115,0,0,0,0,1
613.279685559004,0,0,0,1,0
613.322048964164,1,0,0,0,0
613.432124571485,0,0,0,0,1
613.432611594392,1,0,0,0,0
614.222685431598,0,0,0,1,0
614.282073975393,0,0,1,1,0
614.294464252944,0,0,1,0,1
614.315515358711,0,1,0,0,0
614.354817284308,1,0,0,0,0
615.216135591585,0,0,0,0,1
615.220919933328,0,0,0,1,0
615.228401457365,0,0,0,1,0
615.256117377255,0,0,1,0,0
615.258439432579,1,1,0,0,0
615.266142824514,1,0,0,0,0
615.284945583178,0,0,0,0,1
615.301171729495,0,0,0,1,0
615.30250272645,1,0,0,0,0
615.3311475958,0,0,0,1,0
615.338831870528,0,0,0,1,0
615.366719699034,0,0,0,0,1
615.375295231663,1,0,0,1,0
615.410495649047,0,0,0,1,0
615.411629819403,1,0,0,0,0
616.261398969731,1,0,0,0,0
616.297728952027,0,0,1,0,0
616.334139875535,1,0,0,1,0
616.370718712163,1,0,0,0,0
616.955488556668,0,0,0,1,0
617.114721717491,1,0,0,0,0
617.224594432789,1,0,0,0,0
617.237297242435,0,0,1,0,0
617.245901264466,1,0,0,0,0
617.272415246554,1,0,0,0,0
617.281807449726,1,0,1,0,0
617.29960248638,1,0,0,0,0
617.318159385959,0,0,1,0,0
617.336399233216,0,0,0,0,1
617.345299907346,1,0,1,1,0
617.354632665464,0,0,1,0,0
617.382464121776,1,0,0,0,1
617.390832316409,0,0,1,1,1
617.39142312302,1,0,0,0,0
618.246574403609,0,0,1,0,0
618.283593595985,0,0,0,1,0
618.313380637843,0,0,1,0,0
618.349869854795,0,0,1,0,0
618.386146482649,1,0,0,0,0
619.250998816208,0,0,1,0,0
619.251547644514,1,0,0,0,0
619.261036628495,0,0,1,0,0
619.270697681803,0,0,0,1,0
619.279404966565,0,0,0,0,1
619.296443662007,0,0,0,1,1
619.299951722429,0,1,0,0,0
619.305604168405,0,0,0,1,0
619.306656057564,0,0,0,0,1
619.332174098396,1,0,0,0,0
619.333802045193,0,0,0,1,0
619.359903207835,0,0,1,0,0
620.320342019218,0,0,0,0,1
621.250207317686,1,0,0,0,0
621.266645589185,0,0,1,0,0
621.286408478425,1,0,0,1,0
621.305112409479,1,0,0,0,0
621.329103624395,1,0,0,0,0
621.35880192367,0,0,0,0,1
622.262604778237,1,0,0,0,0
622.344740057958,0,0,0,1,0
623.232036113827,0,0,1,0,0
623.265018217347,0,0,1,0,0
623.271430718757,1,0,0,0,0
623.307990151695,0,0,1,0,0
623.318493238181,0,0,1,0,0
623.31941745923,1,0,0,0,0
623.342647926575,0,0,0,1,0
623.354933793706,1,0,0,0,0
623.355587132158,0,0,0,1,0
623.380611798689,1,0,1,0,0
623.41549154768,0,0,0,0,1
624.206879471413,0,0,1,1,0
624.207349274357,1,0,0,0,0
624.260269115831,0,0,0,0,1
624.313848509817,0,0,1,0,0
625.285132490009,0,0,1,0,0
625.286864819923,0,0,0,1,0
625.287386601152,1,0,0,0,0
625.323375430571,1,0,1,1,0
625.335439595316,1,0,0,0,0
625.39485021498,1,0,0,0,0
625.396061433081,0,0,1,0,0
625.414422313783,1,0,0,0,1
625.432173407544,0,0,0,0,1
626.240197110751,0,0,1,0,0
626.294027683155,0,0,0,1,0
626.303222109098,0,0,0,1,0
626.361664936033,1,0,0,1,0
626.397385910282,1,0,0,0,0
626.418340724687,1,0,0,0,0
627.193101276873,1,0,0,0,0
627.229839855633,0,0,0,1,0
627.264526144292,0,0,1,0,0
627.302632677684,0,0,1,0,0
627.375268931953,1,0,1,0,0
627.410390843817,1,0,0,1,0
628.237280164192,0,0,1,1,0
628.342852359529,0,0,0,1,0
628.370290317555,0,0,0,0,1
629.27489136861,1,0,0,0,0
629.281934825899,0,1,0,1,0
629.318355683434,0,0,1,0,0
629.344631908383,0,0,1,0,0
629.346778638034,1,0,0,0,0
629.426899062014,1,0,0,0,1
630.356770696072,0,0,0,0,1
630.386061680311,0,0,0,0,1
631.261023750609,1,0,0,0,0
631.279737190189,0,0,0,1,0
631.316816923031,0,0,0,1,1
631.33390523925,1,0,1,0,0
631.362532455498,0,0,0,1,0
631.406219401662,0,0,0,1,1
631.40669397451,1,0,0,0,0
632.292674712623,1,0,0,0,0
632.877142134053,0,0,1,0,0
633.142310075135,1,0,0,0,0
633.232801929905,0,0,1,0,0
633.294599570141,0,0,0,1,0
633.305100733171,1,0,0,0,0
633.321910344323,0,0,0,1,0
633.339573519511,0,0,1,0,0
633.348320572567,1,0,0,1,0
633.349305209387,0,0,1,0,0
633.385241221214,0,0,0,0,1
633.413802018224,0,0,0,0,1
634.264027863027,0,0,0,1,0
634.336086458607,0,0,0,0,1
635.248113182259,1,0,0,0,0
635.275072067873,0,0,0,1,0
635.301734967427,1,0,0,1,0
635.31132809594,0,0,0,1,1
635.320857089151,0,0,1,0,0
635.328344391185,0,0,0,0,1
635.344139460721,0,0,0,1,1
635.364958940151,1,0,0,0,0
636.24101970944,0,0,1,0,0
636.279601434683,1,0,0,0,0
636.359736444782,0,0,0,0,1
637.227445194015,1,0,0,0,0
637.245082809069,0,0,0,1,0
637.250750909312,1,0,0,0,0
637.280597903238,0,0,0,1,0
637.283942410002,0,0,1,0,0
637.287704813214,1,0,0,0,0
637.316577023263,0,0,0,0,1
637.321700497952,0,0,0,1,0
637.336393164952,0,0,0,1,0
637.395646481898,0,0,0,0,1
637.432286370992,0,0,0,0,1
638.2670333595,1,0,0,0,0
638.276120227667,0,0,0,0,1
638.303370422916,1,0,0,0,0
639.229579105225,0,0,1,0,0
639.263068837242,1,0,0,0,0
639.302692380801,1,0,1,1,0
639.339014682196,0,0,1,0,0
639.350519420744,0,0,0,1,0
639.351487412125,0,0,0,0,1
639.375428786622,0,0,1,0,0
639.429976210234,1,0,1,0,0
639.448350933879,0,0,0,0,1
640.254816147855,0,0,0,1,0
640.29156190396,0,0,0,1,0
640.311326228392,1,0,0,0,0
641.19528685555,0,0,0,1,0
641.242702658897,0,0,1,0,0
641.245948916709,0,1,0,0,0
641.281726001709,1,0,1,1,0
641.3181063297,1,0,1,0,0
641.35457993593,0,0,1,0,0
641.426772197105,0,0,0,1,1
641.428021252427,1,0,0,0,0
642.217941292593,0,0,0,1,0
642.349624412436,0,0,0,1,0
642.385770821334,0,0,0,0,1
642.392474507185,1,0,0,0,0
643.248894646934,0,0,0,1,0
643.261165012052,1,0,1,0,0
643.289984536316,0,0,1,0,0
643.297585986522,1,1,0,0,0
643.324525711865,1,0,1,0,0
643.333998266468,0,1,0,0,0
643.361919430012,0,0,0,0,1
643.370388869547,1,0,0,0,0
643.40669102978,1,0,0,1,0
643.442772522587,0,0,0,0,1
644.326081491862,0,1,0,0,0
644.573866119336,0,1,0,0,0
645.130825791557,1,0,0,0,0
645.259888123828,0,0,1,0,0
645.268765528647,0,0,0,1,0
645.269204408336,0,0,1,0,0
645.277249175747,1,0,0,0,0
645.296020065001,0,0,0,1,0
645.331520686725,0,0,0,1,1
645.376355939657,1,0,0,1,0
645.384115299882,1,0,0,0,0
645.385856022267,0,0,1,1,0
645.421667377536,0,0,0,0,1
646.159331648263,1,0,0,0,0
647.248423048422,1,0,0,0,0
647.319270869363,0,0,0,1,0
647.327492803467,0,0,0,1,0
647.365081187899,1,0,0,0,1
648.324013527698,0,0,1,1,0
649.281397791962,0,0,0,1,0
649.30011097547,1,0,0,0,0
649.307601142409,0,0,0,1,0
649.336511340386,1,0,0,0,0
649.345304257002,0,0,1,0,0
649.372834917154,1,0,1,0,0
649.408486163029,0,0,0,0,1
650.33181487068,0,0,0,1,0
650.443410143031,0,0,1,0,0
651.018563063149,0,0,0,1,0
651.259793014867,0,0,0,1,0
651.261103497844,1,0,0,0,0
651.279432763926,1,0,0,1,0
651.297498694643,0,0,0,1,0
651.303728420503,0,0,1,0,0
651.333441389375,0,0,0,1,0
651.350033988705,0,0,1,0,0
651.350442984432,0,0,0,1,0
651.386160606476,0,0,1,0,0
651.387929225085,0,0,0,0,1
651.436253234545,1,0,0,0,1
652.238447733903,1,0,0,0,0
652.272413192283,1,0,0,0,0
652.346721068977,0,0,0,0,1
653.27960920243,0,0,0,1,0
653.295199213173,0,0,0,1,0
653.318547075938,1,0,0,0,0
653.351959674234,0,0,1,0,0
653.35450829525,0,0,0,1,0
653.366480893631,0,0,0,1,0
653.367381076704,0,0,0,0,1
653.426883667094,0,0,0,0,1
653.427788731611,1,0,0,0,0
653.443589398346,1,0,0,0,0
654.217707650565,0,0,0,1,0
654.254210603106,1,0,0,0,0
654.270679460031,0,0,0,0,1
654.288676974227,1,0,1,0,0
654.298186153703,0,0,0,1,0
654.327027132071,0,0,0,1,0
654.349561746812,0,0,0,0,1
655.038602197534,0,0,0,1,0
655.258531955793,0,0,0,1,0
655.259230166898,1,0,0,0,0
655.260861809612,0,0,1,0,0
655.295065125112,0,0,1,0,0
655.332361519308,1,0,0,0,0
655.370112538989,0,0,1,0,0
655.406659988154,0,0,1,0,0
655.442445107574,0,0,0,0,1
656.256404065976,0,0,0,1,0
656.268086900888,1,0,0,0,0
656.2695520641,0,0,0,1,0
656.292743575974,0,0,0,1,0
656.306225999113,0,0,0,1,0
656.336134817308,0,0,0,0,1
656.365435063285,0,0,0,1,0
657.238921059405,0,0,0,1,0
657.275242433998,0,0,0,1,0
657.305158011786,0,0,0,1,0
657.313098048417,1,0,1,1,0
657.421114573765,0,0,0,1,0
657.42278893766,1,0,0,0,0
659.080526538277,0,1,0,0,0
659.248606771592,0,0,0,1,0
659.256085484573,0,0,0,0,1
659.282975390286,1,0,0,0,0
659.284290494112,0,0,1,1,1
659.292362570671,1,0,0,0,0
659.318402172554,0,0,1,0,0
659.319447931728,1,0,0,1,0
659.363511689494,0,0,1,0,0
659.392894478715,0,0,0,0,1
659.401944458247,1,0,0,0,0
660.397256762268,0,0,0,1,0
661.261589521443,0,0,1,0,0
661.263541324538,0,0,0,1,0
661.290615133802,0,0,0,1,0
661.308109048443,0,0,1,1,0
661.327585960831,0,0,0,1,0
661.334446438526,0,0,1,0,0
661.336379911107,1,0,0,0,0
661.373195393624,0,0,1,0,0
661.380293107047,1,0,0,1,0
661.380706379102,0,0,0,0,1
661.43921644914,1,0,0,0,0
662.23075218695,0,0,0,1,0
662.331799026962,0,0,0,0,1
662.412197508376,0,0,0,0,1
663.240868873067,0,0,1,0,0
663.279320335903,1,0,1,0,0
663.285965980036,0,0,0,1,0
663.305746442646,1,0,0,0,1
663.306338629128,0,0,0,1,0
663.306842492388,0,0,1,0,0
663.315665578082,1,0,1,1,0
663.350007870376,0,0,1,0,0
663.352070033963,1,0,0,0,0
663.360122339098,0,0,0,1,0
663.388762873165,1,0,0,0,0
664.274647454325,0,0,1,0,0
664.310965912622,0,0,0,1,0
664.311341163453,0,0,1,0,0
664.391502417701,0,0,0,1,0
665.256144306094,0,0,1,0,0
665.27882259312,0,0,0,1,0
665.315570424697,0,0,1,0,0
665.349203480794,1,0,0,0,0
