,ECA2_0043_01.a_p1,ECA2_0043_02.a_p1,ECA2_0043_03.a_p1,ECA2_0043_04.a_p1,ECA2_0043_05.a_p1,ECA2_0043_06.b_p1,ECA2_0043_07.a_p1,ECA2_0043_08.a_p1,ECA2_0043_09.a_p1,ECA2_0043_10.a_p1
458.161624844461,0,0,0,0,0,1,0,0,0,0
458.167077908156,0,0,0,0,1,0,0,0,0,0
458.284550294965,0,0,0,1,0,0,0,0,0,0
458.957571648701,0,0,0,1,0,1,0,0,0,0
459.020459619933,0,0,1,0,0,0,0,0,0,0
459.056886551281,1,1,1,0,0,0,0,0,0,0
459.07803100804,1,1,1,0,0,0,0,1,1,1
459.078599824881,0,0,0,0,0,0,1,0,0,0
459.093298769617,1,1,1,0,0,0,0,1,0,1
459.11471908023,0,0,0,0,0,0,1,0,0,0
459.133688476096,0,0,0,0,0,0,1,0,0,0
459.20239411103,0,0,0,0,0,0,0,1,0,0
459.397455217866,0,0,1,0,0,0,0,0,0,0
460.109949982423,0,0,0,1,0,0,0,0,0,0
460.255528048768,0,0,0,0,0,0,1,0,0,0
461.036135966289,0,1,0,0,0,0,0,0,0,0
461.072585278075,1,1,1,0,0,1,0,0,1,0
461.072925788362,0,0,0,0,1,0,0,0,0,0
461.085594932414,0,0,1,0,0,0,0,0,0,0
461.093677267382,0,0,0,0,0,0,0,1,1,0
461.108943198435,1,0,1,0,0,0,1,1,1,0
461.109442483761,0,0,0,1,0,0,0,0,0,0
461.116196665435,0,0,0,0,0,1,0,0,0,0
461.145280607664,0,1,1,0,0,1,0,1,0,0
461.145610453985,0,0,0,0,0,0,1,0,0,0
461.181974048331,0,0,0,0,1,0,0,0,0,0
461.218087864382,0,0,0,0,0,1,1,0,1,0
462.271223060556,0,0,0,0,1,0,0,0,0,0
463.051796648179,1,1,1,0,0,0,0,0,1,1
463.088237089778,1,1,1,1,0,1,0,1,1,1
463.08878099121,0,0,0,0,0,0,1,0,0,0
463.116134084498,0,0,0,1,0,0,0,0,0,0
463.124640508137,1,1,1,1,0,1,1,1,1,1
463.146014464542,0,0,0,1,0,0,0,0,0,0
463.161382891852,0,0,0,0,1,0,0,0,0,0
463.270052157711,0,0,0,0,0,0,1,0,0,0
463.998321992832,0,0,0,1,1,0,1,0,0,0
463.99860794559,0,0,0,0,0,1,0,0,0,0
464.119825494137,0,0,0,0,0,0,1,0,0,0
464.228964506205,0,0,0,0,0,0,1,0,0,0
465.067432255195,1,1,1,0,0,0,1,0,1,0
465.103724532452,1,1,1,1,0,1,1,1,1,1
465.116418551384,0,0,0,0,0,0,1,0,0,0
465.13502752828,0,0,0,1,0,1,0,0,0,0
465.140219212629,1,1,1,1,0,1,1,1,1,1
465.150459533726,0,0,0,1,0,1,0,0,0,0
465.205008205616,0,0,0,1,0,0,0,0,0,1
465.340835315996,0,0,0,0,0,1,1,0,0,0
466.209807728426,0,0,0,0,1,0,0,0,0,0
466.244424466047,0,0,0,0,1,0,0,0,0,0
466.911774757928,0,0,0,0,0,1,0,0,0,0
467.020553573639,0,0,0,0,1,0,0,0,0,0
467.046664879621,0,1,1,0,0,0,0,0,0,0
467.083088723042,1,1,1,0,1,0,1,1,1,1
467.083567434688,0,0,0,1,0,0,0,0,0,0
467.09614770225,0,0,1,0,0,0,0,1,0,0
467.116615678648,1,0,1,1,0,0,0,0,1,1
467.163863819359,0,0,0,0,0,0,0,1,1,0
467.22057257572,0,1,0,0,0,0,0,1,1,0
467.278709677555,0,0,0,1,0,0,0,0,0,0
467.320097173602,0,0,0,0,0,0,1,0,0,0
468.091450135612,0,0,1,0,0,0,0,0,0,0
468.114758550199,0,1,1,0,0,0,1,0,1,0
468.151483875781,0,0,0,0,1,0,0,0,0,0
468.18782286399,0,0,0,1,1,0,0,0,0,0
468.224210191629,0,0,0,0,1,0,0,0,0,0
468.224500543278,0,0,0,0,0,0,1,0,0,0
468.245418210916,0,0,0,0,1,0,0,0,0,0
468.260965986095,0,0,0,0,1,0,0,0,0,0
469.041251120829,0,1,0,0,0,0,0,0,0,0
469.062391950278,1,1,1,0,0,0,1,1,1,1
469.098788737284,1,1,1,1,0,1,1,1,1,1
469.099144620541,0,0,0,0,1,0,0,0,0,0
469.11179560357,0,0,0,0,0,0,0,1,0,0
469.115525946737,0,0,0,0,0,0,1,0,0,0
469.124589870812,0,0,0,1,0,0,0,0,0,0
469.125362757756,0,0,0,0,0,0,1,0,0,0
469.127129437497,1,1,1,0,0,0,0,0,0,0
469.148688191933,0,0,0,0,1,0,0,0,0,0
469.159777439441,0,0,0,0,0,0,0,1,0,0
469.163470241374,1,1,1,0,0,1,0,1,1,1
469.166338138228,0,0,0,0,1,0,0,0,0,1
469.199879909172,1,1,1,0,0,0,0,1,1,1
469.23628550232,1,0,0,0,0,0,0,0,0,0
470.174148542149,0,0,0,0,1,0,0,0,0,0
470.224582211408,0,0,1,0,0,0,0,0,0,0
470.896799689726,0,0,0,0,0,0,0,1,0,0
470.975110366279,0,0,0,0,1,0,1,0,0,0
470.975378842083,0,0,0,0,0,1,0,0,0,0
471.0568865953,1,1,0,0,0,0,1,0,0,0
471.078035727446,1,0,1,1,0,0,1,1,1,1
471.093294714313,1,1,1,0,0,0,0,0,0,0
471.096619819189,1,1,1,0,0,0,0,0,0,0
471.096931169721,0,0,0,1,1,0,0,0,0,0
471.102707330324,1,0,0,0,0,0,0,0,0,0
471.103841750038,0,0,1,0,0,0,0,0,0,0
471.106379452438,1,1,0,0,0,0,0,0,1,0
471.114437648015,1,1,1,1,0,1,1,1,1,1
471.114714766341,0,0,0,0,1,0,0,0,0,0
471.127405095891,0,0,0,0,0,0,0,1,0,0
471.14026237024,0,0,0,0,0,0,0,0,0,1
471.161345660078,0,0,1,0,0,0,0,0,0,0
472.13801747318,0,0,0,0,0,0,0,0,1,0
472.14085200384,0,0,0,0,0,1,0,0,0,0
472.146344078068,0,0,0,0,0,1,0,0,0,0
472.255496918865,0,0,0,0,0,1,0,0,0,0
473.072512021629,1,1,1,1,0,0,0,0,1,1
473.093654028881,1,1,1,1,0,0,1,1,1,1
473.10896169189,1,0,1,1,0,0,0,0,0,0
473.109704884051,0,0,0,0,0,0,0,1,0,0
473.119457232251,0,0,0,0,0,0,0,0,1,0
473.13033484902,0,0,0,1,0,0,0,0,0,0
473.181653407115,0,0,0,1,0,0,1,0,0,1
473.192479446663,0,1,0,0,0,0,0,0,0,0
473.254567096898,0,0,1,0,0,0,0,0,0,0
474.154277829557,0,0,0,1,0,0,0,0,0,0
474.206595721678,0,0,0,0,1,0,0,0,0,0
475.088201185657,1,1,1,0,1,1,1,1,1,1
475.088467586604,0,0,0,1,0,0,0,0,0,0
475.101225288726,1,1,1,0,0,0,0,1,0,0
475.109293900134,1,0,1,0,0,1,0,1,1,0
475.109657168917,0,0,0,0,0,0,1,0,0,0
475.124578091397,1,1,1,1,0,1,0,0,1,0
475.124871215251,0,0,0,0,0,0,1,0,0,0
475.197358389296,1,1,1,0,0,1,0,1,1,0
475.197702062595,0,0,0,1,1,0,1,0,0,0
475.20185142875,0,0,0,0,1,1,1,0,0,0
475.233737842492,0,0,0,1,0,1,0,0,0,1
475.2622006004,0,0,0,0,0,0,1,1,0,0
476.12018975425,0,0,1,0,0,0,0,0,0,0
476.168508634449,0,0,0,0,0,0,1,0,0,0
476.979663700219,0,0,0,1,0,0,0,0,0,0
477.067440428582,0,1,1,0,0,0,0,1,0,0
477.10323190914,0,0,0,0,1,0,0,0,0,0
477.103863774774,1,1,1,1,0,1,1,1,1,1
477.124996649804,0,0,1,0,0,0,0,0,0,1
477.132624726878,0,0,1,0,0,0,0,0,0,0
477.140239441194,1,1,1,1,1,0,1,0,1,1
477.140510542755,0,0,0,0,0,1,0,0,0,0
477.176911297294,0,0,0,1,0,0,0,0,0,0
477.213287080371,0,0,0,0,0,0,0,1,0,0
477.285856888371,0,0,0,0,0,1,1,0,0,0
478.156932454796,0,0,0,0,0,0,1,0,0,0
479.01143840211,0,0,0,1,1,1,1,0,0,0
479.046746846163,0,1,0,0,0,0,0,0,0,0
479.083137241405,1,1,1,0,0,0,1,1,0,0
479.096203930589,0,0,0,0,0,0,0,1,0,0
479.119494456519,1,1,1,1,0,1,1,1,1,1
479.156081449297,0,1,0,0,0,0,0,0,0,0
479.17723210505,0,1,0,0,0,0,0,0,0,0
479.184231621692,0,0,0,0,0,0,0,1,0,0
479.301277909097,1,0,0,0,0,1,1,0,0,0
480.010993819142,0,0,0,0,0,0,1,0,0,0
480.114768964084,0,0,1,0,0,0,0,0,0,0
480.13617916188,0,0,0,0,1,0,0,0,0,0
480.187858945573,1,0,0,0,0,1,0,0,0,0
480.23111428814,0,0,0,0,1,0,0,0,0,0
480.97184276162,0,0,1,0,0,0,0,0,0,0
481.054332856404,0,1,0,0,0,0,0,0,0,0
481.062459861554,1,0,0,0,0,0,0,1,0,0
481.062756211482,0,0,1,0,0,0,0,0,0,0
481.098759907666,1,1,1,1,0,1,0,1,1,1
481.099042417287,0,0,0,0,0,0,1,0,0,0
481.138493484503,0,0,0,0,0,1,0,0,0,0
481.199927209289,1,1,0,1,0,0,0,0,0,0
482.125252804511,0,0,0,0,0,0,0,0,1,0
482.188188077426,0,0,0,0,1,0,0,0,0,0
482.203557634268,0,0,0,1,1,0,0,0,0,0
482.239884552717,0,0,0,0,1,0,0,0,0,0
483.040576247377,1,0,1,1,0,0,0,0,0,1
483.040892776192,0,0,0,0,0,0,0,0,1,0
483.078054850357,1,1,1,0,0,0,1,1,1,1
483.078340974688,0,0,0,0,0,1,0,0,0,0
483.114399192026,1,1,1,0,1,1,1,1,1,1
483.114667340273,0,0,0,1,0,0,0,0,0,0
483.127382910016,1,1,1,0,0,0,0,1,1,0
483.179104483164,0,0,0,0,0,0,1,0,1,0
483.18109447286,0,0,0,1,0,0,0,0,0,0
483.18202064446,0,0,0,0,0,0,0,1,0,0
483.215529180731,1,1,1,0,0,0,0,0,0,1
483.332936769724,0,0,0,0,0,1,1,0,0,0
484.146700216349,0,0,0,1,0,0,0,0,0,0
484.177193711907,0,0,0,0,0,0,1,0,0,0
484.182754219122,0,0,0,0,1,1,0,0,0,0
484.912430664887,0,1,0,1,0,0,0,1,0,1
485.037583338166,0,0,1,0,0,0,0,0,0,0
485.057251926055,0,0,0,0,0,0,0,0,0,1
485.093702257776,0,1,1,1,0,1,1,1,1,1
485.112132714467,0,0,0,0,0,1,0,0,0,0
485.130125715282,1,1,1,0,0,1,1,1,1,1
485.155217123816,0,0,1,0,0,0,0,0,0,0
485.166388718212,0,0,0,1,0,1,1,1,0,0
485.192525302392,0,0,0,0,0,0,0,0,0,1
485.259674760569,0,0,0,1,0,0,0,0,0,0
485.278968870725,0,0,1,0,0,0,0,0,0,0
486.125275100548,0,0,1,0,0,0,1,0,1,1
486.189981278928,0,0,0,0,0,1,0,1,0,0
486.271165150354,0,0,0,0,1,0,1,0,0,0
486.989224176041,0,0,0,1,1,1,0,0,0,0
487.072908385839,0,0,0,0,0,0,0,0,1,1
487.088158081193,1,1,1,0,0,0,0,0,0,0
487.109268338757,1,0,1,0,0,1,1,1,1,1
487.109536150978,0,1,0,0,0,0,0,0,0,0
487.124899308374,0,0,0,0,0,0,1,0,0,0
487.160973136599,0,0,0,0,0,0,1,0,0,1
487.197382463639,0,0,0,0,1,1,0,0,0,0
487.327885997212,0,0,0,1,0,0,0,0,0,0
489.067452353664,0,0,0,0,0,0,0,0,1,0
489.067757153717,0,0,1,0,0,0,0,0,0,0
489.103909296539,1,1,1,1,0,0,0,1,1,1
489.104285898742,0,0,0,0,0,0,1,0,0,0
489.112835897526,0,0,0,0,0,0,0,0,0,1
489.125307145919,0,0,0,0,1,1,0,0,0,0
489.140525291153,0,0,0,0,0,0,1,0,0,0
489.159006097009,0,0,0,0,0,1,0,0,0,0
489.176638563852,1,0,1,0,1,0,1,0,1,0
489.176987250901,0,0,0,1,0,1,0,0,0,0
489.212186997979,0,0,0,0,1,0,0,0,0,0
489.212978407267,1,0,0,0,0,1,1,0,0,1
489.270821471162,0,0,0,0,0,0,1,0,0,0
489.314146973644,0,1,1,0,1,0,0,0,0,0
490.120623257936,0,0,0,0,0,1,0,0,0,0
490.14436159552,0,0,0,0,1,0,0,0,0,0
490.266103523169,0,0,0,0,0,1,1,0,0,0
490.911561273034,0,1,0,0,0,0,0,0,0,0
491.046731187286,0,1,0,0,0,0,0,0,0,0
491.083140362522,1,1,1,0,1,0,1,0,1,0
491.083456869636,0,0,0,1,0,0,0,0,0,0
491.119503011574,1,1,1,1,1,0,1,1,1,1
491.140848857869,0,0,0,0,0,0,0,1,0,0
491.150696689293,0,1,0,0,0,0,0,1,0,0
491.165171360146,0,0,0,0,0,0,0,0,0,1
491.176416249747,0,0,0,0,0,1,0,0,0,0
491.195531680661,0,0,0,0,0,1,0,0,0,0
491.213654380969,0,0,0,0,0,0,1,0,0,0
491.22867516802,1,1,1,1,1,0,1,1,1,1
491.228979475578,0,0,0,0,0,1,0,0,0,0
491.233394747101,0,0,0,0,1,0,0,0,0,0
491.250084976858,0,0,0,0,0,1,0,0,0,0
491.26504106326,0,0,1,1,0,1,0,0,0,1
491.301380303175,0,0,0,0,0,1,0,0,0,0
491.320032253328,0,0,1,0,0,0,0,0,0,0
492.186640610899,0,0,0,0,0,0,1,0,0,0
492.226751457034,0,0,0,0,1,0,0,0,0,0
493.062382400704,1,1,1,0,1,0,0,0,0,1
493.098754570284,1,1,1,0,0,0,0,1,1,1
493.099122893469,0,0,0,0,0,0,1,0,0,0
493.129474287411,0,0,1,0,0,0,0,0,0,0
493.13445609361,0,0,0,0,0,0,1,0,0,0
493.135110438364,1,1,1,1,0,0,0,0,1,1
493.135436083063,0,0,0,0,0,1,0,0,0,0
493.156187769318,0,0,0,0,1,0,0,1,0,0
493.211471727704,0,0,0,0,0,0,1,0,0,0
493.317014878396,0,0,0,0,0,1,0,0,0,0
493.335677986958,0,0,0,0,0,0,1,0,0,0
493.372079599091,0,0,0,0,0,1,1,0,0,0
494.130742544643,0,0,0,1,0,0,0,0,0,0
494.151858417945,0,0,0,0,0,0,1,0,0,0
494.167145562726,0,0,0,1,0,0,1,0,0,1
495.041686558027,0,1,0,0,0,0,0,0,0,0
495.078065105915,1,1,1,0,0,0,1,1,0,1
495.113083380152,0,0,0,1,1,1,0,0,0,0
495.114510570912,0,1,0,0,0,0,1,1,1,1
495.114842778746,1,0,1,0,0,1,0,0,0,0
495.150750770813,1,1,1,1,1,1,1,1,1,1
495.181247797282,0,0,0,0,0,0,1,0,0,0
495.190438331314,0,0,0,0,0,1,0,0,0,0
495.309962512812,0,0,0,0,1,0,0,0,0,0
495.351369398745,0,0,0,0,0,0,1,0,0,0
496.113005580682,0,0,0,1,0,0,0,0,0,0
496.203840500257,0,0,0,0,0,1,1,0,0,0
496.255740656839,0,0,0,0,1,0,0,0,0,0
496.262416472788,0,0,0,0,0,1,0,0,0,0
496.267715958073,0,0,0,1,0,0,0,0,0,0
497.094385062627,0,0,0,0,0,0,1,0,0,0
497.110402874808,0,0,1,0,0,0,0,0,0,0
497.121498378503,0,0,1,0,0,0,0,0,0,0
497.130070607371,1,0,1,0,0,1,1,1,1,1
497.130368320373,0,0,0,1,0,0,0,0,0,0
497.194774990629,1,1,0,0,0,0,0,0,0,1
497.196488630971,0,0,0,0,0,1,1,0,0,0
497.23112792263,0,0,0,0,0,0,0,0,0,1
498.117061666265,1,0,0,0,0,0,0,0,0,0
498.156581850966,0,0,0,0,0,1,0,0,0,0
498.192901417205,0,0,0,0,0,1,0,0,0,0
498.205471210678,0,0,0,0,1,0,0,0,0,0
498.219482173741,0,0,0,1,0,0,0,0,0,0
498.234783203573,0,0,1,0,0,0,0,0,0,0
498.271183586804,0,0,0,0,1,0,0,0,0,0
498.928040556679,0,1,1,1,1,1,0,1,0,1
498.935509613345,0,0,0,1,0,0,0,0,0,0
499.072959600259,0,1,0,0,0,0,0,0,0,0
499.098832483432,0,0,1,0,0,0,0,0,0,0
499.109314447884,1,1,1,1,0,1,1,0,1,1
499.109683709729,0,0,0,0,0,0,0,1,0,0
499.130187598218,0,0,0,0,0,0,1,0,0,0
499.133976515468,0,0,1,0,0,0,0,0,0,0
499.153403706462,0,0,0,0,0,0,0,0,0,1
499.1579854693,0,0,0,0,0,0,0,0,1,0
499.170454400033,0,0,0,0,0,0,0,0,0,1
499.174970266014,0,0,0,0,0,0,1,0,0,0
499.210871630161,0,0,0,0,0,1,0,0,0,0
499.211126937098,0,0,0,0,1,0,0,0,0,0
500.172125779022,0,0,0,1,0,0,1,0,0,0
500.208503713583,1,0,1,0,0,0,0,0,0,0
501.01483770365,1,0,1,1,0,0,0,0,1,1
501.088606320859,1,0,1,0,0,0,1,1,1,1
501.103888890623,1,1,0,0,0,0,0,0,0,1
501.113231718745,1,0,0,0,0,0,0,0,0,0
501.114100962061,0,0,1,0,0,0,0,0,0,0
501.116905878801,0,0,1,0,0,0,0,0,0,0
501.117574850289,0,0,0,0,0,0,1,0,0,0
501.140256704485,0,1,1,0,0,0,0,0,0,0
501.140614504225,0,0,0,0,0,0,1,0,0,0
501.177027752355,0,0,0,0,0,1,1,0,0,0
501.185487543173,1,0,0,0,0,0,0,0,0,0
501.207324657068,0,0,0,0,0,0,0,0,0,1
501.212945394694,0,0,0,0,0,0,0,1,0,0
501.216418047045,0,0,0,0,1,0,0,0,0,0
502.120563141058,0,0,0,0,0,0,0,0,1,0
502.148579361021,0,0,0,0,0,0,0,0,1,0
502.156989821401,0,0,0,0,0,1,1,0,0,0
502.302445671547,0,0,0,0,1,0,0,0,0,0
502.310874884111,0,0,0,0,1,0,0,0,0,0
503.036251001886,0,1,0,0,0,0,0,0,0,0
503.083074265364,1,1,1,1,0,0,0,1,1,1
503.086375410639,0,0,1,0,0,0,0,0,0,0
503.104148413103,0,0,0,0,0,0,0,0,1,0
503.119766795885,0,0,0,0,0,0,1,0,0,0
503.150254420633,0,0,0,0,0,1,0,0,0,0
503.151238689616,0,0,0,0,0,0,0,0,1,0
503.155855241389,1,1,0,1,0,1,1,1,1,1
503.156143055649,0,0,1,0,0,0,0,0,0,0
503.177340939765,0,0,0,0,0,1,0,0,0,0
503.187408267915,0,0,0,0,0,0,0,0,0,1
503.192671170158,0,0,0,0,1,0,1,0,0,0
503.196782540628,0,0,0,1,0,0,0,0,0,0
503.228671542493,0,0,0,1,0,1,0,0,0,0
503.228970556954,0,0,0,0,0,0,1,0,0,0
503.232151664136,0,0,0,0,0,1,0,0,0,0
503.264536330237,0,0,0,0,0,1,0,0,0,0
503.265020315065,0,0,0,0,0,0,1,0,0,0
503.301386057102,1,0,0,0,0,0,0,0,0,0
503.302153373643,0,0,0,0,1,0,0,0,0,0
503.322800604584,0,0,0,0,1,0,0,0,0,0
503.337738071876,0,0,1,0,1,1,1,0,0,0
504.151476027113,0,0,0,0,1,0,1,0,0,0
504.163243440736,0,0,0,0,0,1,0,0,0,0
504.25351716191,0,0,0,0,0,0,1,0,0,0
504.978944428941,0,0,0,0,0,1,0,0,0,0
505.098755164621,1,0,1,0,0,0,0,1,1,0
505.099106425685,0,0,0,0,0,0,1,0,0,0
505.119866667667,0,0,1,0,0,0,0,0,0,0
505.135481263288,0,0,0,0,0,1,0,0,0,0
505.171599203241,1,1,1,0,0,1,1,0,1,1
505.171914547762,0,0,0,1,0,0,0,0,0,0
505.19302300557,0,0,0,0,0,0,1,0,0,0
505.20011176922,0,1,0,0,0,0,0,0,0,0
505.207993381835,1,1,1,1,1,1,1,0,1,1
505.212442484431,0,0,0,0,1,0,1,0,0,0
505.229378481289,0,0,0,1,0,0,0,0,0,0
505.244304863215,1,1,1,0,0,1,1,0,1,0
505.244658688294,0,0,0,1,0,0,0,0,0,0
505.24503495374,0,0,0,0,1,0,0,0,0,0
505.247659471125,0,0,0,0,1,0,0,0,0,0
505.265716432245,0,0,0,0,0,0,1,0,0,0
505.280615880924,1,0,0,1,1,0,0,0,1,0
505.30206767172,0,1,0,0,0,0,0,0,0,0
505.317766256492,0,0,0,0,0,1,0,0,0,0
506.130441705149,0,0,0,0,0,0,0,0,1,0
506.144042530208,0,0,0,1,0,0,0,0,0,0
506.166720185039,1,0,0,0,0,0,0,0,1,0
506.203180771424,0,0,0,0,0,0,0,0,1,0
506.261005053474,0,0,0,1,0,0,0,0,0,0
506.297432670681,0,0,0,1,0,0,0,0,0,0
507.077975555733,0,0,1,0,0,0,0,0,0,0
507.114407903151,1,1,1,0,0,0,1,0,1,1
507.114722309999,0,0,0,1,0,0,0,1,0,0
507.120308470747,0,0,0,1,0,0,0,0,0,0
507.150820094279,1,1,1,1,1,0,1,1,1,1
507.151195329377,0,0,0,0,0,1,0,0,0,0
507.172303574788,0,0,0,0,0,0,0,0,1,0
507.187586534324,0,0,0,0,0,1,0,0,0,0
507.260253091471,0,0,0,1,0,0,0,0,0,0
507.296573249518,0,0,0,1,0,1,0,0,0,0
507.387791606825,0,0,0,0,0,0,1,0,0,0
508.240305455882,0,0,0,0,1,0,1,0,0,0
508.276695438986,0,0,0,0,0,0,1,0,0,0
509.057212796807,0,1,0,0,0,0,0,0,0,0
509.09362381931,0,1,1,0,0,0,1,1,1,0
509.118400474994,0,1,0,0,0,0,0,0,0,0
509.130039003205,1,1,1,1,0,1,1,1,1,1
509.148099589917,0,0,0,0,0,0,0,0,1,0
509.159583133415,0,0,0,0,0,1,0,0,0,0
509.161192061955,0,0,0,0,0,0,0,0,1,0
509.166746802095,0,0,0,1,0,0,0,0,0,0
509.19520699039,0,0,0,0,0,0,1,0,0,0
509.227646316081,0,1,0,0,0,0,0,0,0,0
509.2675260046,0,0,0,0,0,0,0,0,0,1
509.312193959387,0,0,0,0,0,0,0,1,0,0
510.183163969315,0,0,0,1,1,1,0,0,0,0
510.219529608018,0,0,0,0,0,1,0,0,0,0
510.235094765727,0,0,0,1,0,0,0,0,0,0
510.255911986787,0,0,0,1,0,0,0,1,0,0
510.256272008569,0,0,0,0,0,0,1,0,0,0
511.064813221019,1,1,1,0,0,0,0,0,0,0
511.109496775871,0,1,0,0,0,0,0,0,0,0
511.109910886937,0,0,0,0,0,0,1,0,0,0
511.145670376861,0,1,1,1,1,1,0,1,1,1
511.14598565573,1,0,0,0,0,0,1,0,0,0
511.158783052655,0,0,1,0,0,0,0,0,0,0
511.175809617248,0,0,0,0,0,1,0,0,0,0
511.178760034386,0,0,0,0,0,0,1,0,0,0
511.210493576337,0,0,0,0,0,0,0,1,0,1
511.211249901963,0,0,0,0,0,1,0,0,0,0
511.291528548143,0,0,0,0,0,0,1,0,0,0
511.950167932207,0,0,0,0,0,1,0,0,0,0
512.172186971375,0,0,0,0,1,0,0,0,0,0
512.177731485392,0,0,0,1,0,0,0,0,0,0
512.222209798023,0,0,0,0,0,0,1,0,0,0
512.943889266142,0,0,0,0,0,0,1,0,0,0
512.955800142797,1,0,0,1,0,0,0,0,0,0
513.080538837468,1,0,0,0,0,0,0,0,0,0
513.087460110924,1,0,1,1,1,1,0,1,1,0
513.089148632458,0,0,0,0,0,0,1,0,0,0
513.124998295275,1,1,1,0,0,1,1,1,1,1
513.125639351823,0,0,0,1,0,0,0,0,0,0
513.137909711856,0,0,0,0,0,0,0,1,0,0
513.263141158822,0,0,0,0,0,0,1,0,0,0
514.156884293314,0,0,1,0,0,0,0,0,0,0
514.157374367843,0,0,0,0,0,1,0,0,0,0
514.187769039855,0,1,0,0,0,0,0,0,0,0
514.224227335466,0,0,0,0,1,0,0,0,0,0
514.284386442901,0,0,0,0,0,0,0,1,0,0
515.030430713632,1,0,1,1,0,1,0,1,1,1
515.083041057463,0,0,1,0,0,0,0,0,0,0
515.084539234432,1,0,0,0,0,1,0,0,0,0
515.104136367836,1,0,0,0,0,0,0,0,1,1
515.104466017516,0,0,1,0,0,0,1,0,0,0
515.119477078585,0,0,0,0,0,1,0,0,0,0
515.132516202785,0,0,1,0,0,0,0,0,1,0
515.140554489655,1,1,0,1,0,1,1,1,1,1
515.140922721696,0,0,1,0,1,0,0,0,0,0
515.153580783964,0,0,0,0,0,0,0,1,0,0
515.156185596476,0,0,1,0,0,0,0,0,0,0
515.164453292748,0,0,0,0,0,0,1,0,0,0
515.18999878078,0,0,0,0,0,1,0,0,0,0
515.929434274826,0,0,0,0,0,0,1,0,0,0
516.20199195198,0,0,0,0,1,0,0,0,0,0
516.318072144279,0,0,0,0,0,0,0,1,0,0
517.02747350621,0,0,0,1,0,0,0,0,0,0
517.098805264074,1,1,1,1,0,0,0,1,0,0
517.099432290658,0,0,0,0,0,0,0,0,1,0
517.119869067928,0,0,0,0,0,0,0,1,0,0
517.135158131389,1,0,0,0,0,0,0,1,0,1
517.135513712498,0,0,0,1,0,0,0,0,0,0
517.147489476996,0,0,0,0,0,1,0,0,0,0
517.156557576466,0,0,0,0,0,1,0,0,0,0
517.167603080847,0,0,0,0,0,0,0,0,1,0
517.175598641592,0,0,0,0,0,0,0,0,1,0
517.204566398188,0,0,0,0,1,0,0,0,0,0
517.239312294943,0,1,0,0,0,0,0,0,0,0
517.244203341606,0,0,0,0,0,0,1,0,0,0
517.247521693272,0,0,0,0,0,1,0,0,0,0
517.280646799711,0,0,0,0,1,0,0,0,0,0
517.309021144966,1,1,1,1,0,1,0,1,1,1
517.338564335314,0,0,0,1,0,0,0,0,0,0
518.130613314834,0,0,1,0,0,0,0,0,0,0
518.143315004887,0,0,0,0,0,0,0,0,1,0
518.151856575495,0,0,0,1,0,0,1,0,0,0
518.203309687999,0,0,0,0,0,0,0,0,0,1
518.261044433748,0,0,0,0,0,0,1,0,0,0
518.273658283518,0,0,0,0,1,0,0,0,0,0
518.297467487157,0,0,0,1,0,1,0,0,0,0
519.07801170116,0,1,0,0,0,0,0,0,0,1
519.126638085305,0,0,1,0,0,0,0,0,0,0
519.12726300786,0,0,0,0,0,0,0,1,0,0
519.13464007911,0,0,0,1,0,0,0,0,0,0
519.150761703309,1,0,1,0,0,0,1,0,0,0
519.191832987285,0,0,0,0,1,0,0,0,0,0
519.208586534175,0,0,0,0,1,0,0,0,0,0
519.223562589501,1,0,1,1,0,0,1,1,1,0
519.226842767475,0,0,0,0,1,0,0,0,0,0
519.251921262022,0,0,1,0,0,0,0,0,0,0
519.259993714216,0,0,0,1,1,1,1,0,0,0
519.264740034635,0,0,0,1,0,0,0,0,0,0
519.296445127635,1,0,0,0,0,1,0,0,0,0
519.332598107915,0,0,0,0,0,0,0,1,0,0
520.218954462513,0,1,0,0,0,0,0,0,0,0
520.255587298377,0,0,0,0,0,1,0,0,0,0
520.313357482253,0,0,0,0,0,0,1,0,0,0
521.093602165006,1,0,0,0,0,0,0,0,0,0
521.093920303538,0,0,1,0,0,0,0,0,0,0
521.129998918894,1,0,1,0,0,0,1,0,1,0
521.13036017789,0,1,0,0,0,0,0,1,0,0
521.166424144345,1,0,1,0,1,0,1,1,1,1
521.197665246278,0,1,0,0,0,0,0,0,0,0
521.203243415131,0,0,0,1,0,0,0,0,0,0
521.239649816418,0,0,0,0,0,1,0,0,0,0
521.270827153779,0,0,0,0,0,0,1,0,0,0
521.275944549376,0,0,0,1,0,0,0,0,0,0
521.303941196252,1,0,0,0,1,0,0,1,1,1
521.311894179919,1,1,0,0,0,1,0,1,0,0
521.326202910967,0,0,0,0,0,0,1,0,0,0
522.183235663915,0,0,0,0,0,1,0,0,0,0
522.219588836728,0,0,0,0,1,0,1,0,0,0
522.234612354061,0,0,1,0,0,0,0,0,0,0
522.255987472029,0,0,0,0,0,1,0,0,0,0
523.072914985378,0,0,0,0,0,0,0,1,0,0
523.109275597845,0,0,1,0,0,0,0,0,1,1
523.145701405039,1,1,1,1,1,0,0,1,1,1
523.14610441292,0,0,0,0,0,1,1,0,0,0
