,ECA2_0009_01.a_p1,ECA2_0009_02.a_p1,ECA2_0009_03.a_p1,ECA2_0009_04.a_p1,ECA2_0009_05.a_p1,ECA2_0009_06.a_p1,ECA2_0009_07.a_p1,ECA2_0009_08.a_p1,ECA2_0009_09.a_p1,ECA2_0009_10.a_p1
200.09281754081,1,0,0,0,0,0,0,0,0,0
202.947748264806,0,0,0,1,0,0,0,0,0,0
204.16045111911,0,0,0,0,0,0,0,0,0,1
209.010549655787,1,0,0,0,0,0,0,0,0,0
209.11832078918,1,0,0,0,0,0,0,0,0,0
212.005387165966,0,0,1,0,0,0,0,0,0,0
215.001964732155,0,0,0,1,0,0,1,0,0,0
215.128909134367,0,1,0,0,0,0,0,0,0,0
216.087699739865,0,0,0,0,0,1,0,0,0,0
217.035354402865,0,0,0,1,0,0,0,0,0,0
218.103380013694,1,1,1,1,1,1,1,1,1,1
220.003374324245,0,0,0,0,0,1,0,0,0,0
221.058529745951,0,0,0,0,0,0,0,1,0,0
223.097537814546,1,0,0,0,0,0,0,0,0,0
225.04042670604,0,0,0,0,1,1,0,1,0,0
226.072066742386,0,0,0,1,0,0,0,0,0,0
227.103712756213,0,0,0,1,0,0,1,0,0,0
227.140126711641,1,0,0,0,0,0,0,0,0,0
228.051330010739,0,0,0,0,0,1,0,0,0,0
229.035344803185,0,0,0,0,1,0,0,0,0,0
229.15578506445,0,1,0,1,0,0,0,1,1,1
235.061203573925,0,1,1,0,0,0,1,1,1,0
237.076867410919,0,0,0,0,0,0,1,0,0,0
237.080217667489,0,0,0,1,0,0,0,0,0,0
237.113244125764,0,0,0,0,0,1,1,1,1,0
239.03498258995,0,0,0,0,1,0,1,0,1,0
239.056102990688,0,0,0,1,1,1,0,0,0,0
239.067368242209,0,0,0,1,1,1,1,1,1,0
241.119381262082,1,0,1,1,0,1,0,0,0,0
242.067042011868,1,1,1,1,1,1,1,1,0,1
243.171444942575,0,0,1,0,0,0,0,0,1,1
244.082677655809,0,1,0,1,1,1,0,1,0,0
244.155398963283,0,0,0,0,0,0,0,0,1,0
245.114324215602,1,1,1,1,1,1,1,1,1,1
246.061901809747,0,0,0,1,0,0,0,0,0,0
247.155135947595,0,0,0,0,0,0,0,0,1,0
247.939889960045,0,1,0,0,0,0,0,0,0,0
251.056133941414,0,0,0,1,0,0,0,1,0,0
251.07859958616,1,1,1,1,1,1,1,1,1,0
251.092496275315,0,0,0,1,0,0,0,1,0,0
251.984956499337,0,0,1,0,1,1,0,0,0,0
253.121034315695,0,0,0,0,0,0,0,0,0,1
255.062297216038,1,1,0,1,1,1,1,1,0,0
255.066322802143,0,0,0,0,0,0,0,1,0,1
257.045543870561,0,0,0,0,0,0,0,1,0,0
258.09835108965,1,1,1,1,1,1,1,1,1,1
259.129974451967,1,1,1,1,1,1,1,1,1,1
260.114016653173,0,1,0,0,0,0,0,0,0,0
260.150332232556,0,0,0,0,0,0,0,1,0,0
261.955591546,1,1,1,1,1,1,1,1,1,1
263.056162162984,0,0,0,1,0,0,0,0,0,0
263.092501343246,0,0,1,0,0,0,0,1,0,0
263.128918628623,0,0,0,0,0,0,0,0,0,1
264.047399140689,1,1,1,1,1,1,1,1,1,1
264.087775574999,1,0,0,0,0,0,0,1,0,0
264.984645863667,0,0,0,0,0,0,0,0,1,0
265.07175654152,0,1,0,1,1,0,0,1,1,0
265.108161078953,0,1,0,1,1,1,0,1,1,1
265.111551658498,0,0,0,0,0,0,1,0,0,0
266.089479883299,1,1,1,1,1,1,1,1,1,1
266.994272940638,1,1,1,1,1,1,1,0,1,1
267.051013014992,0,1,1,1,0,1,0,0,0,1
267.084878040451,1,0,0,0,0,0,0,0,0,0
270.011280498963,0,0,0,0,0,0,0,0,0,1
270.074931422317,0,0,0,0,0,0,0,0,0,1
271.173784162202,0,0,0,0,0,0,1,0,0,0
272.161546866663,0,0,0,1,0,0,0,0,0,0
273.109211861709,0,0,1,1,0,0,0,0,0,1
275.013257757886,0,0,0,0,0,0,0,0,1,0
275.056123708709,0,0,0,0,0,0,0,1,0,0
275.059523164066,0,1,0,1,1,0,1,0,0,1
275.103723415877,0,0,0,1,0,0,0,0,0,0
277.059631820522,1,1,1,1,1,1,1,1,1,1
277.071780747801,0,0,1,1,0,0,0,1,1,0
277.086336644308,0,0,0,1,0,1,0,1,1,1
277.108133008574,0,0,0,1,0,0,0,1,0,0
277.155803904556,0,0,0,0,0,0,0,0,1,0
278.103406541299,0,0,0,0,0,0,0,0,1,0
279.05103605999,0,0,1,1,0,0,0,0,0,1
279.098603709576,0,1,0,1,1,0,0,0,1,1
279.134995754144,0,0,0,0,0,1,0,0,0,0
280.060083430889,1,1,1,1,1,1,1,1,1,1
280.082702213768,0,0,0,0,0,0,0,1,0,0
280.152356552202,0,1,0,0,0,0,0,0,0,0
281.030306431672,0,0,0,1,0,0,0,0,0,0
281.106400635685,0,1,0,0,0,0,0,0,0,0
282.083176875874,0,0,0,0,0,1,0,0,0,0
283.04595745831,0,0,0,1,0,1,0,1,0,0
283.068429772895,0,0,0,0,0,0,0,1,0,0
283.137346800078,0,0,0,0,0,0,0,1,0,0
285.109173066331,0,0,0,0,0,0,0,1,0,0
286.166013394531,0,0,0,1,0,1,1,0,0,0
287.055215643865,1,1,1,1,1,1,1,1,1,1
287.124855166614,0,0,1,1,0,1,1,1,0,0
288.965873825711,0,0,0,0,0,0,1,0,0,0
289.035335238622,0,0,0,0,0,0,0,1,0,0
289.104085758064,0,0,0,0,0,0,0,0,0,1
289.201990941965,0,0,0,0,0,0,0,0,1,1
291.031255819714,0,0,0,0,1,0,0,0,0,0
291.050985782488,0,0,0,1,0,0,0,0,0,0
292.020401357536,0,0,0,0,0,1,0,0,0,0
293.066707280246,1,1,1,1,0,1,1,1,1,0
293.078905598276,0,0,0,0,1,0,0,0,0,0
293.114267381535,1,1,1,1,1,1,1,1,1,1
293.15064965365,0,0,1,1,0,0,0,0,0,0
295.04590311567,0,0,0,0,0,0,1,0,0,0
295.122027175825,0,0,0,0,0,0,0,0,1,0
295.137369757887,0,0,0,0,0,0,0,1,0,0
295.19144189826,1,1,0,0,0,0,1,1,1,0
296.080917407065,0,0,1,0,0,0,0,0,0,0
297.064971708222,0,0,0,0,0,0,0,0,0,1
297.101363252173,0,1,0,0,0,0,0,0,0,0
297.158356173741,0,0,0,0,0,0,0,1,0,0
299.157246356087,0,0,0,0,0,0,0,1,0,0
300.100685906343,0,0,0,0,0,0,0,0,0,1
300.192899891053,0,0,0,1,0,0,0,0,0,0
301.071730761426,0,1,0,1,0,0,0,0,0,1
301.084785218452,0,0,0,0,0,1,1,0,0,1
301.140531184752,0,0,0,0,0,1,0,0,0,1
301.157568702067,1,1,1,1,1,1,1,1,1,1
302.13574432609,1,0,1,1,0,1,0,0,0,1
303.002265273077,0,0,0,0,0,1,0,0,0,0
303.051014761484,0,0,0,0,0,1,0,0,0,1
303.072975179851,0,0,0,1,0,0,0,0,0,0
303.119822005987,0,0,0,1,1,0,0,0,0,0
303.173192746032,1,1,0,1,1,1,0,1,0,0
