,ECA2_0006_01.a_p1,ECA2_0006_02.a_p1,ECA2_0006_03.a_p1,ECA2_0006_04.a_p1,ECA2_0006_05.a_p1,ECA2_0006_06.a_p1,ECA2_0006_07.a_p1,ECA2_0006_09.a_p1,ECA2_0006_10.a_p1
325.132644628998,0,0,0,0,0,0,1,0,0
325.147929172056,0,1,0,0,0,0,0,0,0
326.051772671994,1,0,0,1,1,1,0,0,1
326.135761490824,1,1,0,0,0,0,1,0,1
326.208526866763,1,1,0,1,1,1,1,1,1
327.014689708301,1,1,0,1,1,1,1,1,1
327.018068524452,0,0,0,0,0,0,0,1,0
327.035717224585,1,1,1,1,1,1,1,1,1
327.051027975317,1,0,0,1,1,1,1,1,1
327.083284359005,0,0,0,0,1,0,0,0,0
327.087345024074,1,1,0,1,1,1,1,1,0
327.087509730891,0,0,0,0,0,0,0,0,1
327.090745961451,0,0,0,1,1,0,0,0,0
327.127116379932,0,1,0,0,0,0,0,0,0
327.167367463343,0,0,0,1,0,0,0,0,1
327.192541589587,0,0,0,0,0,0,0,0,1
328.067429962418,1,1,0,1,1,1,0,1,0
328.115051822739,1,0,0,0,0,0,0,0,1
328.151343467021,1,1,1,1,1,1,1,1,1
328.187775460719,1,1,0,1,1,1,1,1,1
328.224197142005,1,0,0,1,0,1,1,1,1
328.993869148895,0,0,0,0,0,0,0,0,1
329.005151961932,0,0,0,0,0,0,0,1,0
329.015074647416,0,0,0,1,1,1,1,1,1
329.030222012527,1,1,0,1,1,1,1,1,1
329.051455290203,1,1,1,1,1,1,1,1,1
329.064445220314,1,1,0,1,0,1,0,0,0
329.066687502906,1,1,0,1,1,1,1,1,1
329.079723149283,1,0,0,1,1,0,1,1,1
329.094314295062,0,1,0,0,0,0,0,0,0
329.106486060147,0,0,0,0,1,0,0,0,0
329.112765808673,0,1,0,0,0,0,0,0,0
329.135401944922,0,0,0,0,0,0,0,0,1
329.171800445598,0,0,0,0,1,0,0,0,1
329.18298747086,0,0,0,1,1,1,1,1,1
330.167007082931,1,1,1,1,1,1,1,1,1
330.203459960572,1,1,0,1,1,1,1,1,1
331.009541385231,1,1,0,1,1,1,1,1,1
331.030703384729,0,0,0,1,1,1,1,1,1
331.038871585845,0,0,1,0,0,0,0,0,0
331.04599443956,1,1,1,1,1,1,1,1,1
331.049342838712,0,0,0,0,1,0,0,0,0
331.057252633995,0,0,0,0,1,0,0,0,0
331.082339553397,1,1,1,1,1,1,1,1,1
331.085720535442,1,0,0,0,0,0,0,0,0
331.092079171515,1,1,0,0,0,0,0,0,0
331.093648245021,0,0,0,0,1,0,0,0,0
331.11864424628,1,1,0,1,1,1,1,1,1
331.155074665797,0,0,0,1,1,0,1,1,1
331.19150873051,1,1,0,0,0,1,0,1,1
332.04123678914,0,0,0,1,1,0,0,0,1
332.077523369263,1,0,0,0,1,0,0,0,0
332.146372028282,1,1,1,1,1,1,1,1,1
332.182676902198,1,1,0,1,1,1,1,1,1
332.988680578831,0,0,0,1,0,0,0,0,0
333.025203537804,1,1,1,1,1,1,1,1,1
333.038171758517,0,0,0,0,1,1,1,0,0
333.046284489259,1,1,0,1,1,1,1,1,1
333.061621279429,1,1,1,1,1,1,1,1,1
333.064993206679,0,0,0,0,0,1,0,0,0
333.072882189752,0,0,0,0,0,1,0,0,0
333.11808415111,0,0,0,0,0,1,0,0,0
333.13431589464,1,1,0,1,1,1,1,1,1
333.149515062325,0,0,0,0,0,0,0,1,0
333.207151807676,1,1,0,1,1,1,1,1,1
334.056816773761,0,1,0,1,1,1,1,1,1
334.117376043083,0,0,0,0,0,0,0,1,0
334.153882301157,0,0,0,0,0,0,0,1,0
335.004429898644,1,1,0,1,1,1,1,1,1
335.040827177713,1,1,1,1,1,1,1,1,1
335.062011198757,1,0,0,0,0,0,0,0,0
335.077281643427,1,1,1,1,1,1,1,1,1
335.080652250365,0,0,0,0,0,0,1,0,0
335.088508902396,0,0,0,0,1,0,0,0,0
335.117036104965,1,0,1,0,0,0,0,0,0
335.125024113338,0,0,0,0,0,1,0,0,0
336.028701162973,0,0,0,0,0,0,0,0,1
336.036019577986,0,0,0,0,1,1,0,0,0
336.072516720963,1,1,0,1,1,1,0,1,1
336.239137894681,0,1,0,0,0,0,0,0,0
337.020135431421,1,1,1,1,1,1,1,1,1
337.056543872599,1,1,1,1,1,1,1,1,1
337.061121508694,0,0,0,0,1,0,0,0,0
337.067780678479,0,0,0,0,1,0,0,0,0
337.104167557921,0,0,0,0,1,1,1,0,0
337.1140763762,1,1,0,0,0,0,1,0,0
337.132614990239,1,0,1,0,0,0,0,0,0
337.169061311021,0,1,0,0,0,0,1,1,1
337.17290921367,0,0,0,0,0,0,0,1,0
337.184266280886,1,1,0,0,0,0,0,0,0
337.238402069644,0,1,0,0,0,0,0,0,0
338.051699341556,1,0,0,1,1,1,0,1,0
338.088107656659,1,0,0,1,1,1,1,1,1
338.133383147328,0,0,0,0,0,0,0,0,1
338.148773626018,1,0,0,1,1,0,1,1,1
338.999369742755,0,0,0,1,0,1,0,1,1
339.014601425513,0,0,0,0,0,0,1,0,0
339.035826927654,1,1,1,1,1,1,1,1,1
339.048785586934,0,0,0,1,0,1,0,0,1
339.0510268291,0,0,0,1,1,1,0,1,0
339.083433261328,0,0,0,0,1,0,0,0,0
339.087433659849,0,0,0,0,0,0,0,1,0
339.132792069986,0,0,0,0,0,0,0,0,1
339.148317093124,1,1,0,0,0,0,0,1,1
340.151402953338,1,0,0,0,0,0,0,0,1
340.187779229845,0,0,0,0,0,0,0,0,1
340.197706101679,1,1,0,1,1,1,0,0,1
340.224231113601,1,0,0,1,0,1,1,1,1
341.014976956191,1,1,0,1,1,1,1,1,1
341.030286778022,1,1,0,1,1,1,1,1,1
341.051432806298,1,1,1,1,1,1,1,1,1
341.064382111794,0,1,0,0,0,0,0,0,0
341.066613639013,1,0,0,1,1,1,1,1,1
341.069976076688,0,0,1,1,0,0,0,0,0
341.079710504834,0,0,0,0,1,0,0,0,0
341.091157142191,0,1,0,1,0,1,0,0,0
341.099067967905,0,0,0,0,1,0,0,0,0
341.10307484656,0,1,0,1,1,0,1,0,0
341.112089924604,0,0,0,0,0,0,0,0,1
341.116083556712,0,0,0,0,0,1,1,0,0
341.142820338194,0,1,0,0,0,0,0,0,0
341.182994097531,1,1,0,1,1,1,1,1,1
342.046699610808,0,0,0,1,1,0,0,0,0
342.167025057996,1,1,1,1,1,1,1,1,1
342.239775936764,0,0,0,1,0,0,1,1,1
343.009524112467,1,1,0,1,1,1,1,1,1
343.012926297482,0,0,0,0,0,0,0,1,0
343.030698713285,1,1,0,1,1,1,1,1,1
343.045930973354,1,1,1,1,1,1,1,1,1
343.049271793677,0,0,0,0,0,1,0,0,0
343.058965226189,1,0,0,1,0,1,0,0,0
343.080121250137,0,1,0,0,0,1,1,1,0
343.082325259695,1,1,0,1,1,1,1,1,1
343.085701569898,0,0,0,1,0,1,0,0,0
343.116453535533,1,1,0,1,0,0,1,0,0
343.118642673311,1,1,0,1,1,1,1,1,1
343.151069780828,0,0,0,0,0,0,1,0,1
343.155088353528,0,0,0,0,1,0,0,0,1
343.158478469459,0,1,0,0,0,0,0,0,0
343.162272182354,0,0,0,0,0,0,0,0,1
343.187334540471,0,0,0,0,0,0,0,0,1
343.198703463502,1,1,0,1,1,1,1,1,1
344.041244499855,0,0,0,0,1,0,0,0,0
344.077515259145,0,0,0,0,1,0,0,0,0
344.14636642831,1,1,0,1,1,0,1,1,1
344.18266441874,1,1,1,1,1,1,1,1,1
344.219102041571,1,0,0,1,1,1,1,1,1
344.988818190905,0,0,0,1,0,1,0,0,0
345.025178166361,1,1,1,1,1,1,1,1,1
345.02853778555,0,0,0,0,0,0,0,1,0
345.038238340504,0,0,0,0,0,0,0,1,0
345.046318715642,1,1,1,1,1,1,1,1,1
345.061609991528,1,1,1,1,1,1,1,1,1
345.067899908959,0,0,0,0,1,0,0,0,1
345.072947888342,0,0,0,0,1,0,0,0,0
345.095728379067,1,1,0,1,1,1,1,1,0
345.097937172215,1,1,0,1,1,1,1,1,1
345.101315019446,0,1,0,0,0,0,0,0,0
345.1092627899,0,1,0,0,0,0,1,0,0
345.129650037211,0,1,0,0,0,0,0,0,0
345.134332592676,1,1,0,1,1,1,1,1,1
345.141385542046,0,1,0,0,0,0,0,0,0
345.170766400863,1,1,0,1,1,1,1,1,1
345.177965934384,1,1,0,1,1,1,1,1,1
345.974933798153,0,0,0,1,0,0,0,0,1
346.020560056208,0,0,0,0,0,0,0,1,0
346.069898179102,0,0,0,1,0,0,0,0,0
346.093237250505,0,0,0,0,1,1,0,0,0
346.125610833155,1,0,0,0,0,0,1,0,1
347.004527163191,1,1,0,1,1,1,1,1,1
347.025591183167,0,1,0,0,1,0,1,0,1
347.04083035272,1,1,1,1,1,1,1,1,1
347.044204101811,0,0,0,0,0,0,1,0,0
347.052189291206,0,0,0,0,1,0,0,0,0
347.062022130947,1,1,0,1,1,1,1,1,1
347.077228409431,1,1,1,1,1,1,1,1,1
347.088522926829,1,0,0,1,1,1,0,0,1
347.113629831415,1,1,1,1,1,1,1,1,1
347.12492277346,0,0,0,0,0,1,0,0,0
347.149943444748,1,1,0,1,1,1,1,1,1
347.165303830312,1,1,0,0,1,0,1,0,1
348.072413958191,1,1,0,1,1,1,1,1,1
348.108915300542,0,0,0,0,1,0,0,0,0
348.133107782434,0,0,0,0,1,0,0,0,0
348.148643022017,1,0,0,0,0,0,0,0,0
349.020115304537,1,1,1,1,1,1,1,1,1
349.05539623294,0,0,0,0,1,0,0,0,0
349.056496668412,1,1,1,1,1,1,1,1,1
349.059870966296,0,1,0,1,0,1,0,0,0
349.067767122898,0,0,0,0,1,1,0,0,0
349.077619349922,0,1,0,1,1,0,1,1,1
349.092918031447,1,1,0,1,1,1,1,1,1
349.113975216768,0,0,0,1,0,0,0,0,0
349.169023346464,1,1,0,0,0,0,0,1,1
350.051769709976,1,0,0,1,1,1,1,0,1
350.088142822738,1,0,0,1,1,1,1,0,1
350.135687001706,0,1,0,1,1,0,1,1,1
350.148778542692,1,0,0,0,1,0,0,0,1
350.172136493978,0,0,0,0,0,0,0,1,0
350.185143712163,1,1,0,1,1,1,1,1,1
350.999410932062,0,1,0,1,1,1,1,1,1
351.035766012244,1,1,1,1,1,1,1,1,1
351.051076039067,0,0,0,0,0,1,0,1,0
351.072138333567,1,1,1,1,1,1,1,1,1
351.086354446784,0,0,0,0,0,0,0,0,1
351.093300357214,0,0,0,0,0,0,0,1,0
351.108582655515,1,1,1,1,1,1,1,1,1
351.119883482489,0,0,0,0,0,1,0,0,0
351.184682919914,0,1,0,0,0,0,1,1,1
352.067424420654,1,1,0,1,1,1,1,1,1
352.103742233992,1,1,0,1,1,1,0,1,1
352.128068833895,1,1,0,1,0,0,1,0,1
352.164383941218,1,1,0,1,1,1,1,1,1
353.014935493477,1,1,1,1,1,1,1,1,1
353.030299683766,0,0,0,1,1,1,0,1,0
353.044980310248,0,1,0,0,0,0,0,0,0
353.05141925999,1,1,1,1,1,1,1,1,1
353.062606243397,0,0,0,1,0,0,0,0,0
353.066615694084,0,0,0,0,1,0,0,1,0
353.099119056804,1,0,0,1,1,1,0,0,0
353.109056813671,0,0,0,1,0,0,0,0,0
353.215649900355,1,1,0,0,0,0,0,0,0
354.046648344751,0,1,0,1,1,0,0,1,0
354.143725584181,0,0,0,0,0,0,0,1,0
355.009577446281,1,0,0,1,1,1,1,1,1
355.030627188011,1,1,1,1,1,1,1,1,1
355.045885027271,1,1,0,1,1,1,1,1,1
355.078283379206,0,0,0,0,1,1,0,0,0
355.082282157743,1,1,0,1,1,1,1,1,1
355.095337681225,0,1,0,0,1,1,1,1,1
355.158410308014,0,1,0,0,0,0,0,0,0
355.162258498919,0,0,0,0,0,0,1,0,1
355.16811528018,0,1,0,0,1,0,1,0,0
355.198692884725,1,0,0,1,1,0,1,1,1
356.062379115285,0,0,0,1,1,1,0,1,0
356.146263014319,1,1,0,0,0,0,1,0,1
356.182767131936,1,1,1,1,1,1,1,1,1
356.97443098351,0,0,0,1,0,0,0,0,0
356.982275159518,0,0,0,0,0,0,0,1,0
357.009960657907,0,0,0,0,1,0,0,1,1
357.025157978381,1,1,0,1,1,1,1,1,1
357.046380027556,1,1,1,1,1,1,1,1,1
357.061639132,1,1,1,1,1,1,1,1,1
357.065011755418,0,0,0,0,0,1,0,0,0
357.074642866779,1,1,0,1,1,0,0,0,0
357.095758160634,0,0,0,0,1,1,1,1,0
357.097951583257,1,1,0,1,1,1,1,1,1
357.130345430164,1,1,0,1,1,0,1,0,1
357.134336575856,0,0,0,1,1,1,0,0,0
357.137710503365,0,1,0,0,0,0,0,0,0
357.166723511658,0,0,0,0,1,0,0,0,1
357.174148969742,0,1,0,0,0,0,0,0,0
357.214251336409,1,1,0,1,1,1,1,1,1
358.049366103187,0,0,0,0,0,1,0,0,0
358.056838867742,0,0,0,0,1,0,0,0,0
358.125617187983,1,1,0,0,0,0,0,0,0
358.161907803111,1,1,0,0,1,0,1,0,1
358.198353257738,1,1,1,1,1,1,1,1,1
359.004410264481,1,1,0,1,1,1,1,1,1
359.025604810553,1,0,0,1,1,1,1,1,1
359.040827605703,1,1,1,1,1,1,1,1,1
359.04417897517,0,1,0,0,1,0,0,1,0
359.053861397628,1,1,0,0,1,1,1,0,0
359.061939001258,1,1,1,1,1,1,1,1,1
359.075015225637,0,1,0,1,0,0,1,0,0
359.077232277101,1,1,1,1,1,1,1,1,1
359.111377458472,0,1,0,0,0,1,1,1,0
359.113577261528,1,1,0,1,1,1,1,1,1
359.150035089665,1,1,0,1,1,1,1,1,1
359.157228437746,1,1,0,0,1,1,1,1,1
359.193602610788,0,0,0,1,1,1,1,1,1
359.990579441568,0,0,0,1,1,0,0,1,1
360.072491076114,0,0,0,0,1,0,0,1,0
360.141194320716,1,1,0,1,1,0,1,1,1
360.17765654334,1,1,1,1,1,1,1,1,1
361.020203202757,1,1,1,1,1,1,1,1,1
361.03141416872,1,1,1,1,1,1,1,1,1
361.0412320211,1,1,0,1,1,1,1,1,1
361.056450883082,1,1,1,1,1,1,1,1,1
361.059825076481,0,0,0,0,1,0,0,0,0
361.067788855378,0,0,0,0,0,1,0,0,0
361.092917492873,1,1,1,1,1,1,1,1,1
361.096250604741,0,0,0,1,0,0,1,0,0
361.104191971401,0,1,0,0,1,0,0,0,0
361.125196079781,1,0,0,0,0,0,0,0,0
361.129228263743,1,1,1,1,1,1,1,1,1
361.165636188115,1,1,0,1,1,1,1,1,1
361.202032043186,0,0,0,0,0,0,0,0,1
362.088049958924,0,0,0,0,1,0,0,0,0
362.172067579749,0,0,0,0,0,0,1,0,0
362.999311367063,1,1,0,1,1,1,1,1,1
363.03578042413,1,1,1,1,1,1,1,1,1
363.036528511633,0,0,1,0,0,0,0,0,0
363.047116681468,0,0,0,0,1,0,0,0,0
363.056924283191,1,0,0,0,0,1,1,0,0
363.072081802094,1,1,1,1,1,1,1,1,1
363.073603134513,0,0,0,0,0,0,1,0,0
363.075462544939,0,0,0,0,0,0,0,1,0
363.083408506467,1,1,0,1,1,1,1,1,1
363.10858231203,1,1,1,1,1,1,1,1,1
363.11993770068,1,1,0,1,1,1,0,0,1
363.184738649462,0,1,0,0,0,0,0,0,0
363.217635165194,0,0,0,0,1,0,0,0,0
364.03107959692,0,0,0,0,1,1,0,0,0
364.067358096948,1,0,0,1,1,1,1,1,1
364.10386330536,1,1,0,0,1,1,0,1,0
364.128057834332,1,0,0,0,0,0,0,0,1
364.187807075562,0,0,0,1,0,0,0,0,0
364.20076978619,1,0,0,1,1,1,1,1,1
365.014999350136,1,1,1,1,1,1,1,1,1
365.018298556252,0,0,1,1,1,0,1,0,0
365.030273662497,0,0,0,0,1,0,0,1,0
365.033692165355,0,0,1,0,0,0,0,0,0
365.051447751813,1,1,1,1,1,1,1,1,1
365.062699078068,0,0,0,0,1,1,0,0,0
365.06668550057,0,0,0,0,0,1,0,0,0
365.072413718597,0,1,0,0,0,1,1,1,0
365.087779048533,1,1,1,1,1,1,1,1,1
365.091144997048,0,1,0,1,0,1,0,0,0
365.099174259668,0,0,0,1,1,1,0,0,1
365.135486179102,0,0,0,1,0,0,0,0,0
365.163923618487,0,0,0,1,0,0,0,0,0
365.181719259927,0,1,0,0,0,0,1,0,0
365.233347438082,0,1,0,0,0,0,0,0,0
366.04667879371,1,0,0,1,1,1,1,1,0
366.083006492122,1,1,0,1,1,1,1,1,1
366.130678815804,1,1,0,1,1,1,1,0,1
366.143659583845,0,1,0,0,0,0,1,0,1
366.180116546856,1,1,0,1,1,1,1,1,1
367.009560589222,0,0,0,0,1,0,0,1,1
367.012920790665,0,0,0,0,0,1,1,0,0
367.030630584968,1,1,1,1,1,1,1,1,1
367.043643829669,0,0,0,0,0,0,1,0,0
367.045885767368,0,0,0,1,1,1,0,1,1
367.06706934349,1,1,1,1,1,1,1,1,1
367.078325988299,0,0,0,1,1,0,0,0,0
367.08234428475,0,0,0,0,1,0,0,1,0
367.095365337489,0,0,0,1,1,0,0,0,0
367.124535283715,1,1,0,1,0,0,1,0,0
367.162339606432,0,0,0,0,0,0,0,0,1
367.164072079953,0,0,0,1,1,0,1,0,1
367.21599116063,1,1,0,1,1,0,0,0,0
368.062279069239,1,1,0,1,1,1,1,1,0
368.080878961192,0,1,0,0,0,0,0,0,0
368.122963229041,0,0,0,0,0,0,1,0,1
368.15936539045,0,0,0,1,0,0,0,1,0
369.009950139289,1,1,0,1,1,1,1,1,1
369.025206742976,1,1,0,1,1,1,1,1,1
369.038228998825,0,1,0,0,0,1,0,0,0
369.046310964264,1,1,1,1,1,1,1,1,1
369.061598175475,1,0,0,1,1,1,1,1,1
369.093974377148,0,0,0,1,1,0,0,0,0
369.097948752025,0,0,0,1,1,0,0,1,1
369.134344370399,1,0,0,0,0,0,0,0,0
369.174090217447,0,1,0,0,0,0,0,0,0
369.177563241519,0,0,0,0,0,0,1,0,0
369.177966470896,0,0,0,0,0,0,0,0,1
369.18139495536,0,1,0,0,0,0,0,0,0
369.213638504143,0,1,0,0,0,0,0,0,0
369.214358582372,0,0,0,0,0,0,0,1,0
369.300970410102,0,0,0,0,0,0,1,1,0
370.077967055023,1,0,0,1,1,1,1,1,1
370.130606874783,0,1,0,0,0,0,0,0,0
370.135911336966,0,0,0,0,0,0,0,0,1
370.161930382668,1,1,0,0,1,0,1,1,1
370.198366490091,0,0,0,1,0,0,1,0,1
371.004472789316,0,1,0,0,0,1,0,0,0
371.025611478681,1,1,1,1,1,1,1,1,1
371.040880248302,1,1,1,1,1,1,1,1,1
371.044224829302,0,0,0,0,0,1,0,1,0
371.061971237483,1,1,1,1,1,1,1,1,1
371.077218054152,1,1,0,1,1,1,1,1,1
371.090292370366,1,1,0,1,1,1,1,1,1
371.11361936982,1,1,0,1,1,1,1,1,1
371.149928351375,0,0,0,0,1,0,0,0,0
371.15332141602,0,1,0,0,0,0,0,0,0
371.157192659913,1,1,0,1,1,0,1,0,1
371.182376954314,0,0,0,0,0,0,0,0,1
371.189744666485,0,1,0,0,0,0,0,0,0
371.193562335852,1,0,0,1,1,0,1,1,1
371.197030746434,0,1,0,0,0,0,0,0,0
371.229951513963,0,0,0,1,1,0,0,1,1
372.036092586257,0,0,0,0,0,0,0,1,0
372.057220989798,0,0,0,0,1,0,0,0,0
372.177598031791,1,1,0,1,1,1,1,0,1
372.188840022556,0,0,0,0,0,0,1,0,0
372.21396446099,1,1,1,1,1,1,1,1,1
373.020100526779,1,1,1,1,1,1,1,1,1
373.033164057225,0,1,0,0,0,0,0,1,0
373.041248932347,1,1,1,1,1,1,1,1,1
373.054189624413,0,1,0,0,0,1,0,0,0
373.056476136202,1,1,1,1,1,1,1,1,1
373.059841142617,0,0,0,0,0,1,0,0,0
373.069513595637,1,1,0,1,1,1,1,1,1
373.092863986741,1,1,1,1,1,1,1,1,1
373.127044142201,1,1,0,1,0,1,1,1,0
373.129236898477,1,1,0,1,1,1,1,1,1
373.161633212965,0,0,0,0,1,0,0,0,0
373.165624489225,0,1,0,1,1,1,0,1,0
373.172856160813,1,1,1,1,1,1,1,1,1
373.209226441057,0,0,0,1,1,0,1,1,1
374.088103383263,0,0,0,0,1,0,0,0,0
374.156843108666,1,1,1,1,1,1,1,1,1
374.999547213639,1,1,0,1,1,1,1,1,1
375.018131179717,0,0,1,0,0,0,0,0,0
375.020441007369,0,0,0,0,0,0,0,1,0
375.035730095859,1,1,1,1,1,1,1,1,1
375.048792224413,1,1,0,1,0,0,1,1,1
375.056852029369,1,1,0,1,1,1,1,1,1
375.07214128479,1,1,1,1,1,1,1,1,1
375.075531094561,0,0,0,1,1,0,0,1,0
375.083531873873,0,0,0,0,1,0,0,1,0
375.144928848733,1,1,1,1,1,1,1,1,1
375.181292203292,0,1,0,0,1,1,1,1,1
375.184631020585,0,1,1,0,0,0,0,0,0
375.188481856015,0,0,0,1,1,0,0,0,0
375.2751891478,1,1,0,0,0,0,1,0,1
376.030997660808,1,1,0,0,1,0,0,0,0
376.0673825717,1,1,0,1,1,1,1,0,0
376.103836491196,0,0,0,0,1,0,0,0,0
376.154730762206,0,0,0,1,1,1,1,1,1
376.164449215284,0,0,0,0,1,0,0,0,1
376.200821932785,0,0,0,0,0,0,0,1,0
377.015073251635,1,1,1,1,1,1,1,1,1
377.051396445684,1,1,1,1,1,1,1,1,1
377.054751396769,0,0,0,0,1,0,0,0,0
377.060713565489,0,1,0,0,0,0,0,0,0
377.062701328383,0,0,0,0,1,0,0,0,0
377.072546760135,1,0,0,0,1,1,1,1,1
377.087803190623,1,1,1,1,1,1,1,1,1
377.091496416086,0,0,0,0,0,0,1,0,0
377.099149700489,0,0,0,1,1,1,0,0,0
377.12417426497,1,1,1,1,1,1,1,1,1
377.135538949468,1,0,0,0,1,0,1,1,1
377.196945440299,1,0,0,0,1,1,1,1,1
377.200301595477,0,1,0,0,0,0,0,0,0
377.233358059072,0,1,0,0,0,0,0,0,0
378.046664944457,1,1,0,1,1,1,1,1,1
378.068112713981,0,0,0,0,1,0,0,0,0
378.119416926561,0,1,0,0,1,1,0,0,0
378.134044178284,0,0,0,0,0,0,0,1,0
378.143721191931,1,0,0,0,0,0,0,0,0
378.167042044128,1,1,0,0,1,0,1,1,1
378.203453824993,0,0,0,0,0,0,0,1,0
378.216503667,0,0,0,1,1,1,1,1,1
378.994262034672,0,0,0,0,1,0,0,1,0
379.030686112247,1,1,1,1,1,1,1,1,1
379.034048271689,0,0,0,1,1,1,0,0,0
379.043747718356,1,1,0,0,0,1,0,0,0
379.045955299449,0,0,0,0,1,0,0,1,0
379.067076004777,1,1,1,1,1,1,1,1,1
379.070429156441,0,0,0,1,0,0,0,0,0
379.078358857877,1,0,0,1,1,1,1,0,0
379.103451701591,1,1,1,1,1,1,1,1,1
379.114785962032,1,1,0,0,1,0,0,0,1
379.124923676388,0,0,0,0,0,0,0,1,0
379.143158343408,0,0,0,1,0,0,0,0,0
379.215958544736,0,1,0,0,0,0,0,0,0
380.062333798109,1,1,0,1,1,1,0,1,1
380.098706774837,1,1,0,1,1,1,1,1,1
380.159315295167,1,1,0,0,1,0,0,0,0
380.195742975484,1,0,0,1,1,1,1,1,1
380.199521555017,0,1,0,0,0,0,0,0,0
381.009899860409,1,1,0,1,1,1,1,1,1
381.025230355132,1,1,0,0,1,1,0,1,1
381.04633893879,1,1,1,1,1,1,1,1,1
381.057604535333,0,0,0,0,1,1,0,0,0
381.05938916193,0,1,0,0,0,0,0,0,0
381.061628619081,0,0,0,1,1,1,0,1,0
381.094016064472,0,1,0,1,1,1,1,1,1
381.097949215314,0,0,0,0,1,0,0,1,0
381.140234491654,0,1,1,1,1,1,1,1,1
381.147430924684,1,1,0,1,1,1,1,1,0
381.158811612007,0,0,0,1,0,1,0,0,0
381.179781396178,0,0,0,0,0,0,0,0,1
382.041544731386,0,0,0,1,1,1,1,0,0
382.077997977155,1,1,0,1,1,1,1,1,1
382.100423454432,1,0,0,0,0,0,0,0,0
382.138627913002,1,1,0,0,0,0,1,0,1
382.984470584495,0,0,0,1,0,0,0,0,1
383.004479939078,1,1,0,1,1,1,1,1,0
383.007853006647,0,0,0,0,0,0,1,0,0
383.025617753596,1,1,1,1,1,1,1,1,1
383.04086489292,1,1,0,1,1,1,1,1,1
383.044257759909,0,0,0,0,0,1,0,0,0
383.061973823269,1,1,1,1,1,1,1,1,1
383.073209114276,1,0,0,0,1,0,0,0,0
383.077215054468,1,0,0,1,1,1,1,1,0
383.113618013188,0,0,0,1,1,1,0,0,0
383.12670158935,1,1,0,1,1,1,1,1,1
383.157290154532,1,0,0,0,0,0,0,0,0
383.16065469719,0,1,0,0,0,0,0,0,0
383.193550470925,0,0,0,0,0,0,1,0,1
383.199426217271,0,1,0,0,0,0,0,0,0
383.229940728655,0,1,0,1,1,0,1,0,1
383.353024768427,0,0,0,0,0,0,0,1,0
384.057274292347,1,0,0,0,1,1,1,1,1
384.141172220516,0,0,0,0,0,1,0,0,0
384.177586391361,1,0,0,0,0,0,0,0,1
384.179384954068,0,1,0,0,0,0,0,0,1
385.004889196296,0,0,0,0,0,0,0,1,0
385.020158329479,1,1,1,1,1,1,1,1,1
385.041247297459,1,1,1,1,1,1,1,1,1
385.04609914569,0,1,0,0,0,0,0,0,0
385.056500330622,1,1,1,1,1,1,1,1,1
385.081056827445,0,1,0,0,0,0,0,0,0
385.090675567781,0,0,0,1,0,0,0,0,0
385.092903606989,1,1,0,1,1,1,1,1,1
385.125235444133,0,0,0,0,0,0,1,0,1
385.129225024818,1,0,0,1,1,1,1,1,1
385.157736862087,0,1,0,0,0,0,0,0,0
385.165660574293,0,0,0,0,1,0,1,1,0
385.169080911481,0,1,0,0,0,0,0,0,0
385.176324028226,1,1,0,1,0,0,0,0,0
385.209244802773,1,1,0,1,1,1,1,1,1
386.051755990902,0,0,0,0,1,1,0,1,0
386.072910516549,1,0,0,1,1,1,0,1,1
386.08812000628,0,0,0,1,0,0,0,0,0
386.193213166431,1,1,0,1,1,0,1,0,1
386.193448933234,0,0,0,0,0,1,0,0,0
386.999369561712,1,1,0,1,1,1,1,1,1
387.020522108053,1,1,0,1,1,1,1,1,1
387.035782330147,1,1,1,1,1,1,1,1,1
387.039136174281,0,0,0,0,0,0,0,1,0
387.05692392994,1,1,1,1,1,1,1,1,1
387.072164506515,1,1,1,1,1,1,1,1,1
387.106308535077,1,1,1,1,1,0,1,0,1
387.108537109246,1,1,1,1,1,1,1,1,1
387.144925934392,1,1,0,1,1,1,1,1,1
387.152127429249,1,1,0,0,1,0,1,0,1
387.17334317284,0,1,0,0,0,0,0,0,1
387.181271326447,0,0,0,1,1,1,1,1,0
387.188485459668,1,1,1,1,1,1,1,1,1
387.191949641051,1,1,0,1,1,0,0,0,1
387.224879236409,0,0,0,1,1,1,1,1,1
388.031006807684,0,0,0,0,1,0,0,1,0
388.04977211879,0,1,0,0,0,0,0,0,0
388.067401602666,0,0,0,0,1,1,0,1,0
388.172501812849,1,1,1,1,1,1,1,1,1
388.969433692811,0,0,1,0,0,0,0,0,0
389.015030630069,1,1,1,1,1,1,1,1,1
389.018378290054,0,0,0,0,0,0,0,1,0
389.021576438119,0,1,0,0,0,0,0,0,0
389.036187118955,1,1,0,1,1,1,1,1,1
389.051460675204,1,1,1,1,1,1,1,1,1
389.054784976227,0,0,0,0,0,0,0,1,0
389.062799247803,0,0,0,0,1,1,0,0,0
389.064479619368,1,0,0,1,1,1,1,1,1
389.072535459714,1,1,1,1,1,1,1,1,1
389.075353513968,0,0,0,0,0,0,0,1,0
389.087797436197,1,1,1,1,1,1,1,1,1
389.09113065357,0,0,0,0,1,0,0,0,0
389.12199764657,1,0,0,1,1,0,0,1,0
389.124212180512,1,1,1,1,1,1,1,1,1
