,ECA2_0023_01.a_p1,ECA2_0023_02.a_p1,ECA2_0023_03.a_p1,ECA2_0023_05.a_p1,ECA2_0023_08.a_p1,ECA2_0023_09.a_p1,ECA2_0023_10.a_p15
459.209658245676,0,0,1,0,0,0,0
459.246044317094,0,0,0,0,0,1,0
459.397455217866,0,0,0,0,1,0,0
460.985452540586,0,0,0,0,0,0,1
461.036135966289,0,0,0,0,0,1,0
461.072585278075,0,0,0,0,0,1,0
461.085594932414,0,1,0,0,0,0,0
461.097484125907,0,0,0,0,0,0,1
461.108943198435,0,1,0,0,1,1,0
461.119520447362,0,0,1,1,1,0,0
461.145280607664,0,1,0,0,1,1,0
462.982507643816,0,0,0,0,0,0,1
462.987415388697,0,0,0,0,0,0,1
463.088237089778,0,1,0,0,1,1,0
463.124640508137,0,1,0,1,1,1,0
464.984370442302,0,0,0,0,0,0,1
465.067432255195,0,0,0,0,0,1,0
465.103724532452,1,1,0,0,1,1,0
465.140219212629,1,1,1,0,1,1,0
465.143505336752,0,0,1,0,0,0,0
465.340835315996,0,0,1,0,0,0,0
466.989488644043,0,0,0,0,0,0,1
467.023352858067,0,0,0,1,0,0,1
467.03812172271,0,0,0,0,0,0,1
467.049400685171,0,0,0,0,0,1,0
467.051668175618,0,1,0,0,0,0,1
467.083088723042,0,1,0,1,1,1,0
467.119488879741,0,1,0,1,1,1,0
467.134868668465,0,0,0,0,1,0,0
467.159207263165,0,0,1,0,0,0,0
467.184200768427,0,1,1,0,0,0,0
467.266173398582,0,0,0,0,1,0,0
467.314513980457,0,0,0,1,0,0,0
468.0057461142,0,0,0,0,0,0,1
468.938753098704,0,0,0,0,0,0,1
468.986349426196,0,0,0,0,0,0,1
469.035153188833,0,0,0,0,0,0,1
469.098788737284,1,1,0,1,1,1,0
469.127129437497,0,0,0,0,0,1,0
469.130310166934,0,0,0,1,0,0,0
469.155088601448,0,0,1,0,0,0,0
469.159777439441,0,0,0,1,0,0,0
469.163470241374,1,0,1,1,1,0,0
469.199879909172,0,1,1,1,0,1,0
469.283997963011,0,0,0,0,1,1,0
470.066847381527,0,0,0,1,0,0,0
470.224582211408,0,0,0,0,0,1,0
470.896799689726,0,0,0,1,0,1,1
471.028856422024,0,0,0,0,0,0,1
471.078035727446,0,0,0,0,1,1,0
471.106379452438,0,0,0,0,0,1,0
471.114437648015,1,1,1,0,1,1,0
471.14026237024,0,0,1,0,0,0,1
471.175071010022,0,0,1,0,0,0,0
471.184692276627,0,0,1,0,0,0,0
472.241253127814,0,1,0,0,0,1,0
473.072512021629,0,0,0,0,0,1,0
473.10896169189,0,0,0,0,0,1,0
473.112193553211,0,0,1,0,0,0,0
473.154644041033,0,0,0,0,0,1,0
473.192479446663,0,0,0,0,1,0,0
474.220479270808,0,0,0,0,1,1,0
474.955670449113,0,0,0,0,0,0,1
475.051847246304,0,0,0,1,0,0,0
475.088201185657,0,0,1,0,0,0,0
475.101225288726,0,0,0,0,0,1,0
475.124578091397,0,1,0,0,1,1,0
475.204590776663,0,0,0,0,1,0,0
476.980485740181,0,0,0,0,0,0,1
477.103863774774,0,1,1,0,0,1,0
477.135350629448,0,1,0,0,0,0,0
477.140239441194,0,1,1,0,1,1,0
477.161623014598,0,0,0,1,0,0,0
477.304405116707,0,1,0,0,1,1,0
478.944716843501,0,0,0,1,0,0,0
478.977360129915,0,0,0,0,0,0,1
479.083137241405,0,0,0,0,1,1,1
479.115090188734,0,0,0,0,0,1,0
479.119494456519,0,1,0,0,1,1,0
479.15156388707,0,0,0,0,0,0,1
479.301277909097,0,0,0,0,1,0,0
480.190411804287,0,1,0,0,0,0,0
481.062459861554,0,0,0,0,0,1,0
481.096630086162,0,0,0,0,0,0,1
481.098759907666,0,0,0,0,1,1,0
481.138493484503,0,0,1,0,0,0,0
481.199927209289,0,0,1,0,0,0,0
483.040576247377,1,1,1,1,0,0,1
483.078054850357,0,0,0,0,0,1,0
483.114399192026,0,1,0,0,1,1,0
483.127382910016,0,0,0,0,0,0,1
483.15411942321,0,0,1,0,0,0,0
483.179104483164,0,0,1,0,0,0,0
483.215529180731,0,1,1,0,0,1,0
484.040218865935,0,0,0,1,0,0,0
484.912430664887,1,1,1,1,1,1,0
484.99438905516,0,0,0,0,0,0,1
485.037583338166,0,0,1,1,0,0,1
485.044507848671,0,1,0,0,1,0,1
485.093702257776,0,0,0,0,1,1,0
485.130125715282,0,0,0,0,0,1,0
485.151231879122,0,1,0,0,1,1,0
485.162004365283,0,0,0,0,0,1,0
485.176064165223,0,0,1,0,0,0,0
485.191390812061,0,1,0,0,0,0,0
485.259073744117,0,0,0,0,1,0,0
487.124899308374,0,0,0,1,0,0,0
487.135049294402,0,0,1,0,0,0,1
487.169979665126,0,1,0,0,1,0,0
487.305526987522,1,0,0,0,1,0,1
487.342843335686,0,0,1,0,0,0,0
489.103909296539,0,1,1,0,1,1,0
489.14349305227,0,0,1,0,0,0,0
489.14918059001,0,0,0,0,1,0,0
489.176638563852,0,0,0,0,0,1,0
490.935451978138,0,0,0,0,0,0,1
491.083140362522,1,1,0,0,0,0,0
491.119503011574,0,1,0,0,1,1,0
491.150696689293,1,0,0,1,0,0,0
491.153662935336,0,1,0,0,0,0,0
491.159128353719,0,0,1,0,0,0,0
491.22867516802,0,1,0,0,1,0,0
491.228979475578,0,0,0,1,0,0,0
491.286479307875,0,0,0,0,1,0,0
492.183412600875,1,1,0,0,0,0,0
493.098754570284,0,0,0,0,1,1,0
493.13096695479,0,0,0,0,0,0,1
493.135110438364,1,1,0,1,1,1,0
493.166360347435,0,0,0,0,0,1,0
493.174817272298,0,0,1,0,0,0,0
493.19612950847,0,0,0,1,0,0,0
493.33001468028,0,0,0,0,0,0,1
493.372079599091,0,0,1,0,0,0,0
494.167145562726,0,0,0,1,0,0,0
494.929556764937,0,0,0,0,0,0,1
494.999868419172,0,0,0,0,0,0,1
495.078065105915,0,0,0,0,0,1,0
495.113408174004,0,0,0,1,0,0,1
495.114510570912,0,1,0,0,1,1,0
495.150750770813,1,1,0,0,1,1,0
495.175449355507,0,0,0,0,1,0,0
497.056125186212,0,0,1,0,0,0,0
497.122051442955,0,0,0,0,0,1,0
497.130070607371,0,0,0,0,0,1,0
497.154708774359,1,0,0,0,0,0,0
497.162161094428,1,0,1,1,0,1,0
497.194774990629,0,1,1,0,0,0,0
497.197599552235,0,0,0,0,1,0,0
497.206077891526,0,0,1,0,0,0,0
497.934528731839,0,0,0,0,1,1,0
498.234783203573,0,0,0,0,1,0,0
498.928040556679,1,1,1,1,1,1,0
499.035508152849,0,0,1,0,0,0,0
499.060178065327,0,0,0,0,1,0,0
499.072959600259,0,0,0,0,0,1,0
499.095525960282,0,0,1,1,0,0,1
499.109314447884,0,0,0,0,0,1,0
499.14917987075,0,0,1,0,0,0,0
499.170454400033,0,0,1,0,0,1,0
499.171507833989,0,0,0,0,0,0,1
499.18550919265,0,0,1,0,0,0,0
500.236220998052,0,0,0,0,0,1,0
500.272581031441,0,1,0,0,0,1,0
501.01483770365,0,0,1,1,0,0,0
501.088606320859,0,0,0,0,0,1,0
501.092391971984,0,0,0,0,0,0,1
501.103888890623,0,0,0,0,0,1,0
501.114100962061,0,0,1,0,0,0,0
501.140256704485,0,0,0,0,0,1,0
501.149733888422,0,0,0,0,0,0,1
501.187202847489,1,0,0,0,0,0,1
501.301090651644,0,1,0,0,0,0,0
501.322247743386,0,0,1,0,0,0,0
502.148262083131,0,0,0,1,0,0,0
502.151376523004,0,0,0,1,0,0,0
502.251749557998,0,0,0,0,0,1,0
502.911343071695,1,0,0,0,0,0,0
503.083074265364,0,0,1,1,1,1,1
503.128861332623,0,0,0,1,0,0,0
503.140867802422,0,1,0,0,0,0,0
503.155855241389,0,1,0,0,0,1,0
503.228671542493,1,0,0,0,0,0,0
505.011886791946,0,0,0,0,0,0,1
505.098755164621,0,1,0,0,0,1,0
505.099106425685,0,0,0,0,1,0,0
505.138439181339,0,0,1,0,0,0,0
505.169356133996,0,1,0,0,0,1,0
505.171599203241,1,0,0,0,0,0,0
505.207993381835,0,0,0,0,1,0,0
505.244304863215,0,1,1,0,0,0,0
506.93039245801,0,0,0,0,0,0,1
507.077975555733,0,0,0,0,0,1,0
507.114407903151,1,0,0,0,0,1,0
507.150820094279,1,1,0,0,1,1,0
507.15417673038,0,0,1,0,0,0,0
507.161225552497,0,0,1,0,0,0,0
507.215632597921,0,0,1,0,0,0,0
509.09362381931,0,0,0,0,1,1,0
509.130039003205,0,1,0,0,1,1,0
509.23119864217,0,0,1,0,0,0,0
511.145670376861,0,0,0,0,0,1,0
511.18551049159,0,0,1,0,0,0,0
511.210493576337,0,0,1,0,0,0,0
511.237143814768,0,0,0,1,0,0,0
511.950167932207,0,0,0,0,0,1,0
512.222209798023,0,0,1,0,1,0,0
513.087460110924,0,0,1,1,0,0,0
513.088783441711,0,0,0,0,0,1,0
513.112539725652,0,0,0,1,0,0,0
513.124998295275,0,0,0,0,0,1,0
513.137909711856,0,0,0,0,0,0,1
513.185941282965,1,0,0,0,0,0,0
513.187345655903,0,0,0,0,0,0,1
513.201052621345,0,0,1,0,0,0,0
513.298912931089,0,0,0,1,0,0,0
514.087180148941,0,0,1,1,0,0,0
515.084539234432,0,0,1,1,0,0,0
515.135050981857,0,0,0,0,0,0,1
515.140922721696,0,0,0,0,0,1,0
515.268338437395,0,0,0,1,0,0,0
517.009828239347,0,0,1,0,0,0,0
517.098805264074,0,0,1,1,0,0,0
517.135158131389,0,1,0,0,0,0,0
517.167123196876,1,0,0,0,0,0,0
517.171845573483,0,0,0,0,1,0,0
517.309021144966,1,1,1,1,1,1,1
519.096033371124,0,0,1,1,0,0,0
519.150761703309,1,0,0,0,0,1,0
519.184850891063,0,1,0,0,0,1,0
521.127803785539,1,0,1,0,1,0,0
521.129998918894,0,1,0,0,0,1,0
521.133544894032,0,0,1,0,0,0,0
521.16120644421,0,0,0,0,0,0,1
521.166424144345,1,0,0,0,0,0,0
521.169683162033,0,0,1,0,0,0,0
522.981808825857,0,0,1,0,0,0,1
523.109275597845,0,0,0,0,0,1,0
523.122292368373,0,0,0,0,0,1,0
523.124878731211,1,0,0,0,0,0,0
523.145701405039,0,1,0,0,0,1,0
523.319496823298,0,0,0,1,0,0,0
524.111546586383,0,0,0,0,0,0,1
524.172109027686,0,0,1,0,0,0,0
524.961137754802,0,0,0,0,0,0,1
525.124907264948,0,1,0,0,0,0,0
525.149298420641,1,1,0,0,0,0,0
525.228928421986,0,1,0,0,0,0,0
525.343539354457,0,1,0,0,0,0,0
527.102835209071,0,0,1,0,0,0,0
527.173229141605,0,0,0,0,0,1,0
527.201591357092,1,0,0,0,0,0,0
527.2319357361,0,0,0,1,0,0,0
527.241752461835,0,1,0,1,0,1,0
528.236816900269,0,0,1,0,0,0,0
528.945026382322,0,0,0,0,0,1,0
529.098753879654,0,0,0,0,0,1,0
529.132945155078,0,0,0,0,0,0,1
529.180904097611,0,0,1,0,0,0,0
529.238674862285,0,0,0,1,0,0,0
529.247433078949,0,0,0,1,0,0,0
529.293722435216,0,0,0,1,1,0,0
530.133440545713,1,0,0,0,0,0,0
530.182683319581,1,0,0,0,0,1,0
530.216127484296,0,1,0,0,0,0,0
531.061643327104,0,0,1,1,0,0,0
531.150779359846,0,0,0,0,0,1,0
531.263328526175,0,0,0,1,0,0,0
533.151554199767,0,0,0,0,0,1,0
533.187857719505,0,0,0,0,1,0,0
533.23948436331,0,0,1,0,0,0,0
533.268501994872,0,0,0,1,0,0,0
535.109272280562,0,0,0,0,1,1,0
535.145603810094,0,0,0,0,0,1,0
535.145974178759,0,0,0,0,1,0,0
536.299271866305,0,1,0,0,0,0,0
537.161283803027,1,0,0,0,0,1,0
537.198135697593,0,0,0,0,1,0,0
537.298876561433,0,0,1,0,0,0,0
537.307238697444,0,0,0,0,1,0,0
539.138400676692,1,0,0,0,1,0,0
539.140611074365,0,0,0,0,0,1,0
539.232540661725,0,1,0,0,0,0,0
539.314444642384,0,0,1,1,0,0,0
539.359203609414,0,0,0,0,1,0,0
540.956139088521,0,0,0,0,0,0,1
541.042110807319,0,0,0,1,0,0,1
541.136210955648,1,0,0,0,0,0,0
541.14821771545,0,1,0,0,0,0,0
541.156290989692,0,0,0,0,0,1,0
541.260182425831,0,0,0,1,0,0,0
543.003049958435,0,0,0,0,0,0,1
543.227155065847,0,0,0,1,0,0,0
543.263306822591,0,0,0,1,0,0,0
543.330475793434,1,1,1,1,1,1,1
543.345769793016,0,0,1,0,0,0,0
544.198305820807,0,1,0,0,0,0,0
544.231845638331,0,0,1,0,0,0,0
544.313151683927,0,0,1,0,0,0,0
545.1287860693,0,0,0,0,0,0,1
545.175357560444,0,0,1,0,1,0,0
545.187806026185,0,0,0,0,0,1,0
545.206959121739,0,0,0,0,0,1,0
545.26081833865,0,0,0,1,0,0,0
545.269950798443,0,0,0,1,0,0,0
547.145658517979,1,0,0,0,0,0,0
547.182024723414,0,0,0,0,1,0,0
548.162387567238,1,0,0,0,0,0,0
548.244362502712,0,0,0,0,1,0,0
549.19254604315,1,0,0,0,0,0,0
549.270386589946,0,0,0,1,0,0,0
550.223620592913,0,0,0,1,0,0,0
551.201195205166,0,0,1,0,0,0,0
551.322953394837,0,0,0,0,1,0,0
552.203393187858,0,0,0,1,0,1,0
553.141816324252,0,0,0,0,0,0,1
553.180549998969,0,0,1,0,0,0,0
553.22101783373,0,0,1,0,0,0,0
553.28393833083,0,0,0,0,0,0,1
553.29369267544,0,0,1,1,0,0,0
554.260919793537,0,0,0,0,1,0,0
554.574104391308,1,1,1,1,1,1,1
555.101732698308,0,0,0,0,0,0,1
555.217800950802,0,0,1,0,0,0,0
555.236556867056,0,0,1,1,0,1,0
555.309406842808,0,0,0,1,0,0,0
555.384390005347,1,0,1,0,0,0,0
556.224548062774,0,0,0,1,0,0,0
557.139013857715,0,0,0,1,0,0,0
557.187858495091,0,0,0,0,0,1,0
557.216322088862,0,0,1,0,0,0,0
557.218226147215,0,0,0,1,0,0,0
557.316792508887,0,0,0,1,0,0,0
558.059007979799,0,0,1,1,0,0,0
558.210979199257,0,0,0,1,0,0,0
558.894460391602,0,0,0,0,1,1,0
559.056287989832,0,0,1,1,0,0,0
559.109286935343,0,0,0,0,0,0,1
559.212501071355,0,0,1,0,0,0,0
559.22166567628,0,0,1,0,0,0,0
562.242907790521,0,0,1,0,0,0,0
562.323628182859,1,0,0,0,0,0,0
563.190487735908,0,0,0,1,0,0,0
563.286533552681,0,0,0,0,0,1,0
564.144999098534,0,0,0,0,0,0,1
565.132343274568,0,0,0,0,0,0,1
565.193024208815,0,0,0,0,0,1,0
567.200176224462,0,0,1,0,0,0,0
567.236570949679,0,0,1,0,0,0,0
567.273030287462,0,0,1,0,0,0,0
568.234675050921,0,1,0,0,0,0,0
568.240229900947,0,0,0,1,0,0,0
569.143022934166,0,0,0,1,0,0,0
569.253858194773,0,0,0,0,0,0,1
569.288610538089,0,0,1,0,0,0,0
569.351726726194,0,0,0,0,1,1,0
570.183256768689,0,0,1,0,0,0,0
571.096551115975,0,0,0,0,0,0,1
571.129078638032,0,0,0,1,0,0,0
571.16730631342,0,1,0,0,0,0,0
571.191637354738,0,0,1,0,0,0,0
571.221743950336,0,0,0,0,0,0,1
571.232312628274,0,1,0,0,0,0,0
572.110992026761,1,1,1,1,0,0,1
572.910082658102,0,0,0,0,0,1,0
573.17422951105,0,0,0,1,0,0,0
573.23745735062,0,0,0,0,0,0,1
574.111775272393,0,0,1,1,0,0,0
574.567887938338,1,1,1,1,1,1,1
575.105404126046,0,0,1,1,0,0,1
575.111227711619,0,0,0,1,0,0,0
575.216755961361,0,0,1,0,0,0,1
575.344295842669,1,0,0,0,0,0,0
576.339346828021,0,0,0,0,1,0,0
577.11978863179,1,0,0,1,0,0,0
577.220996738743,0,0,1,0,0,0,0
577.232269906247,0,0,1,0,0,0,0
577.287678049359,0,0,0,1,0,0,0
577.332530257215,0,0,0,1,0,0,0
577.351699495641,0,0,0,1,0,0,0
578.26175424771,0,0,0,1,0,0,0
579.208271130283,0,0,0,0,0,1,0
580.297843311458,1,0,0,0,0,0,0
581.187966954698,0,0,0,0,0,1,0
581.211571284574,0,0,1,1,0,0,0
581.215808690421,0,0,1,0,0,0,0
581.216885308237,0,0,0,0,1,0,0
581.21810665637,0,0,0,1,0,0,0
581.252193664858,0,0,1,0,0,0,0
583.203509702599,0,1,0,0,0,0,0
584.219718361279,0,0,1,0,0,0,0
584.27164705555,0,0,1,0,0,0,0
585.170248518505,0,0,0,0,1,0,0
585.231803014924,0,0,0,1,0,0,0
586.126691755722,0,0,1,1,0,0,1
586.130473141554,0,0,1,1,0,0,0
586.190719789732,1,0,0,0,0,0,0
586.262716793318,0,0,0,0,1,0,0
586.91395930472,0,0,0,0,0,0,1
587.123682840432,0,0,1,1,0,0,1
587.190628398798,0,0,1,0,0,0,0
587.336170902354,1,0,0,0,0,0,0
588.123699033257,0,0,1,1,0,0,0
589.08567806783,0,0,1,1,0,0,0
589.121006708924,0,0,1,1,0,0,0
589.323333398991,1,0,0,0,0,0,0
589.341570612396,0,0,0,0,0,0,1
590.237830711178,0,0,0,0,1,1,0
591.208099970852,0,0,0,0,0,1,0
591.33601536703,0,1,0,1,0,0,0
593.215951350552,0,0,1,0,0,0,0
593.227071172074,0,0,1,0,0,0,0
593.245330048043,0,1,0,0,0,0,0
595.130402063703,0,0,0,0,0,0,1
595.203044374886,0,0,0,0,0,1,0
595.232954176565,1,0,0,0,0,0,0
595.279217428582,0,0,0,0,1,0,0
596.236005895669,0,0,0,1,0,0,0
596.94796408858,0,0,0,0,0,1,0
597.247274837121,0,0,1,0,0,0,0
597.285693698633,0,0,0,1,0,0,0
597.382951665942,0,0,0,1,1,0,0
599.186228315854,0,0,0,1,0,0,0
601.20156136661,0,0,0,0,0,1,0
601.214244437684,1,0,0,0,0,0,0
601.242561823179,1,0,0,0,0,0,0
602.237322453821,0,0,0,0,1,0,0
602.237838621678,0,0,0,0,0,0,1
603.101146277701,0,0,1,1,0,0,0
603.302627230734,0,0,0,0,0,0,1
603.338985245878,0,0,0,0,1,0,0
604.253492991376,0,0,0,0,1,0,0
604.518737649025,0,0,0,0,0,0,1
605.35168819614,0,1,0,1,1,0,0
607.203537424188,0,0,0,0,1,0,0
607.242769029759,0,0,1,0,0,0,0
609.285812024765,0,0,1,0,0,0,0
609.291924749079,0,0,0,0,0,1,0
609.305125210008,0,0,0,1,0,0,0
611.159551659532,1,1,1,1,1,1,0
611.234942691798,0,0,0,0,0,0,1
611.307672308826,0,0,0,0,0,1,0
612.273173402344,1,0,0,0,0,0,0
612.279680656137,0,0,0,0,0,0,1
613.242913473854,1,0,0,0,0,0,0
614.529860028488,1,0,1,1,1,1,1
615.198221072345,0,0,0,0,0,0,1
616.526953466632,1,0,0,1,1,1,1
617.200383768268,0,1,0,0,0,0,0
617.281807449726,1,0,0,0,0,0,0
617.354632665464,0,0,0,1,0,0,0
617.382464121776,0,0,0,0,1,0,0
618.313380637843,1,0,0,0,0,0,0
618.549762076099,1,1,1,1,1,1,1
619.296443662007,0,0,0,0,1,0,0
619.299951722429,0,0,0,1,0,0,0
619.300398938913,0,0,0,0,0,0,1
619.306656057564,0,0,1,0,0,0,0
619.367381295804,0,1,0,0,1,0,0
625.286864819923,0,0,1,0,0,0,0
626.354777898563,0,0,0,1,0,0,0
627.266233180463,0,0,1,0,0,0,0
627.294565642071,0,0,0,0,1,0,0
627.375268931953,1,0,0,0,0,0,0
629.236203186952,0,0,1,0,0,0,0
629.281934825899,1,0,0,0,0,0,0
630.203427924312,0,0,0,0,0,1,0
630.503707792308,0,0,0,0,0,0,1
630.529005900703,0,0,0,0,0,0,1
631.078140506737,0,0,0,1,0,0,0
631.261023750609,0,0,0,1,0,0,0
631.507384141435,0,0,1,0,0,0,0
632.500772065708,0,0,0,0,0,0,1
633.285765841578,0,0,0,0,1,0,0
633.379139788949,1,0,0,0,0,0,0
635.248113182259,0,0,0,0,0,1,0
636.243579070131,0,0,1,0,0,0,0
636.316397626341,0,0,1,0,0,0,0
636.520632947257,1,0,0,0,1,0,1
636.521003668047,0,0,0,1,0,0,0
639.339014682196,0,0,0,0,0,1,0
639.375428786622,0,1,0,0,0,1,0
641.281726001709,0,0,0,0,0,0,1
643.150918520606,0,0,1,1,0,0,0
643.224791117603,0,0,0,0,0,0,1
645.148028008294,0,0,0,1,0,0,0
645.231617635725,0,0,1,0,0,0,0
645.276674534758,0,0,0,0,0,1,0
645.341747524351,0,0,0,0,0,1,0
647.127234370101,0,0,1,1,0,0,1
647.132530515956,0,0,0,1,0,0,0
647.29268061627,0,0,1,0,0,0,0
648.126839191764,0,0,1,1,0,0,0
648.324013527698,0,0,0,0,0,0,1
649.05233567906,0,0,1,0,0,0,0
649.30011097547,0,0,0,0,1,0,0
649.372834917154,0,0,0,0,0,1,0
651.052301266647,0,0,0,0,0,0,1
651.266596736995,0,0,0,1,0,0,0
651.279432763926,0,0,0,0,0,1,0
652.255362543935,0,0,0,0,1,0,0
652.333519852819,1,0,0,0,0,0,0
652.346721068977,0,0,0,1,0,0,0
653.269751785004,0,0,1,0,0,0,0
653.295199213173,0,0,0,0,0,0,1
654.290372822515,0,0,0,0,1,0,0
656.292743575974,0,0,0,0,1,0,0
656.329180561339,1,0,0,0,0,0,0
657.311738373067,0,0,0,0,0,0,1
659.292362570671,0,0,0,1,0,0,0
659.320729421224,0,0,0,0,1,0,0
659.538651913678,0,0,1,1,0,0,0
661.336379911107,0,1,0,1,0,0,0
661.343237312878,0,0,1,0,0,0,0
662.476775186142,0,0,0,0,0,0,1
663.068022324885,0,0,1,0,0,0,0
663.121473600972,0,0,0,1,0,0,0
663.352070033963,0,0,0,0,0,1,0
664.274647454325,0,0,0,0,1,0,0
664.310965912622,0,0,0,0,1,0,0
664.474430335925,0,0,0,0,0,0,1
665.242743899373,0,0,0,0,0,1,0
665.39078438216,0,0,1,0,0,0,0
666.253855987162,0,1,1,0,0,0,0
666.471277549155,0,0,0,0,0,0,1
667.201178947919,0,0,0,0,0,0,1
667.333717280143,0,0,0,0,0,0,1
667.346968870363,0,0,0,1,0,0,0
668.286522619131,0,0,0,0,0,1,0
668.468520722529,0,0,0,0,0,0,1
669.313051573377,1,0,0,0,0,1,0
669.476913446758,0,0,0,1,0,0,0
670.247981874364,0,1,0,0,0,0,0
670.2851741844,0,0,0,1,0,0,0
672.324036247699,0,1,0,0,0,0,0
673.274994647398,0,0,0,0,0,1,0
673.289320836766,0,0,0,1,0,0,0
674.267252605321,0,0,0,1,0,0,0
674.48542435689,1,0,0,1,0,0,1
674.511191710408,1,0,1,1,1,0,1
675.315718027848,1,0,0,0,0,0,0
675.378366866917,1,0,0,0,0,0,0
676.48244444775,0,0,0,0,0,0,1
676.922278161188,0,0,0,0,0,1,0
677.300626459788,0,1,0,0,0,0,0
678.253092052345,1,0,0,0,0,0,0
678.290150510665,0,0,0,1,0,0,0
678.479794439422,0,0,0,0,0,0,1
680.502403632752,1,0,0,1,1,1,1
682.499319691484,0,0,0,1,0,0,1
683.328729211399,0,1,0,0,0,0,0
683.492568870471,0,0,0,1,0,0,0
687.323541620514,0,1,0,0,0,0,0
687.605940847859,0,0,0,0,0,0,1
688.28251852902,0,0,0,1,0,0,0
689.331479070476,0,0,0,1,0,0,0
690.459227939676,0,0,0,0,0,0,1
690.485211982567,0,0,0,0,0,0,1
691.27497600713,1,0,0,0,0,0,0
692.456791111212,0,0,0,0,0,0,1
694.257003343756,0,0,0,0,0,1,0
694.479220786045,0,0,0,0,0,0,1
695.262769275012,1,1,1,0,1,1,0
696.476320188328,0,0,0,0,0,0,1
698.854371212982,0,0,0,0,0,0,1
699.351651210462,0,0,1,1,0,0,0
701.301510425508,0,0,0,0,1,0,0
701.330537410053,0,0,0,1,0,0,0
701.367691078784,0,0,0,0,1,0,0
704.396240687572,0,0,1,0,0,0,0
705.34334583698,0,1,0,0,0,0,0
706.285302315739,0,0,0,0,1,0,0
714.082794978143,0,0,0,0,0,1,0
715.346341311289,0,0,0,1,0,0,0
716.350557245948,0,0,1,0,0,0,0
720.148320485707,0,0,1,1,0,0,0
721.092110826302,0,0,1,0,0,0,0
722.432986895201,0,0,0,0,0,0,1
723.142410320081,0,0,0,1,0,0,0
724.142301653444,0,0,0,1,0,0,0
727.501336957863,0,0,0,0,1,0,0
728.449897901082,0,0,0,0,0,0,1
734.46682156314,0,0,0,0,0,0,1
736.46398920857,0,0,0,0,0,0,1
737.158121289845,0,0,0,1,0,0,0
739.07970112443,1,0,0,0,0,0,0
749.408715409028,0,1,0,0,0,0,0
762.318812087951,1,0,0,0,0,0,0
768.662597451602,0,0,1,0,0,0,0
773.212431127993,0,0,0,0,0,1,0
782.725723030909,0,0,0,0,0,0,1
785.472725601307,0,0,0,0,0,0,1
786.719255148527,0,0,0,0,0,0,1
787.470110632991,0,0,0,0,0,0,1
788.431239417296,0,0,0,0,0,0,1
789.46702399192,1,0,0,0,0,0,1
790.428494452914,0,0,1,1,1,1,1
791.289916319142,0,0,0,0,1,0,0
791.46391105287,0,0,0,0,0,0,1
792.425576835256,1,0,1,1,1,1,1
793.167685122286,0,0,1,0,0,0,0
795.418233554646,0,0,0,0,1,0,0
799.481848210409,0,1,0,0,0,0,0
800.413855391086,1,0,0,0,1,1,1
800.635921384232,0,0,1,0,0,0,0
803.44370170961,0,0,0,0,0,0,1
806.376079229391,0,0,0,0,0,0,1
808.399307461279,1,0,0,1,1,0,1
816.386956297269,0,0,0,0,0,0,1
844.5338130234,0,0,1,0,0,0,0
863.420301879103,0,0,0,1,0,0,0
880.507219267775,0,0,0,1,0,0,0
881.202266203097,0,0,1,0,0,0,0
888.542996112245,0,0,0,0,0,0,1
