,ECA2_0038_01.a_p1,ECA2_0038_02.b_p1,ECA2_0038_03.a_p1,ECA2_0038_04.a_p1,ECA2_0038_05.a_p1,ECA2_0038_06.a_p1,ECA2_0038_07.a_p1,ECA2_0038_08.a_p1,ECA2_0038_09.a_p1,ECA2_0038_10.a_p1
392.098710946304,0,0,1,0,0,0,0,0,0,0
392.211169692883,1,0,0,0,0,0,0,0,0,0
393.009908526357,1,1,1,0,1,1,0,1,0,0
393.046321803348,1,1,1,1,1,1,1,1,1,1
393.05935778138,0,0,0,0,0,0,0,1,0,1
393.082686187308,1,1,1,1,1,1,1,1,1,1
393.111041533927,0,0,1,0,0,0,0,0,0,0
394.054642247667,0,0,0,0,0,1,0,0,0,0
395.025553889637,1,1,1,1,1,1,1,1,1,1
395.061963644418,1,1,1,1,1,1,1,1,1,1
395.12667674729,0,0,1,1,0,0,0,0,0,0
395.999217295255,0,0,0,0,0,0,1,0,0,0
397.020146211942,0,1,0,0,0,0,0,1,0,0
397.041265486201,1,1,1,1,1,1,1,1,1,1
397.056500648576,1,1,0,1,0,0,1,0,0,0
397.332278722229,1,1,0,1,0,1,1,1,1,1
398.072884270867,1,0,0,0,0,0,0,0,0,0
399.020519333603,1,1,0,1,0,0,0,1,0,0
399.035808130185,1,1,1,1,1,0,1,0,0,0
399.05689320288,1,1,1,1,1,1,1,1,1,1
399.072129620395,0,0,0,1,1,0,0,0,0,0
399.085232204813,1,1,0,1,0,0,0,0,1,1
399.108556282225,0,0,0,0,0,0,0,1,1,0
399.217693552083,0,0,0,0,0,0,0,1,0,0
399.311587235972,0,0,0,0,0,0,0,1,0,0
400.252804783509,0,0,0,0,0,0,0,1,0,0
400.954450395906,0,0,1,0,0,0,0,0,0,0
401.014979762062,1,1,1,1,1,1,0,1,0,1
401.036083857302,1,1,1,1,1,0,1,1,0,0
401.051390989383,1,1,1,1,1,1,1,1,1,1
401.072530312219,1,1,1,1,1,1,1,1,1,1
401.08715006029,0,0,0,1,0,0,0,0,0,0
401.087773156696,1,1,1,0,0,1,1,1,1,1
401.124177379548,0,1,0,1,0,0,1,1,1,0
401.188896164136,0,0,0,0,0,0,0,0,1,0
401.233340195639,0,0,0,1,0,0,0,1,1,0
402.937726467393,0,0,0,1,0,0,1,0,0,0
403.030707164804,1,1,1,1,1,0,1,1,1,0
403.051806795172,1,1,0,1,1,1,1,1,0,1
403.067062072702,1,1,1,1,1,1,1,1,1,1
403.103422043992,1,1,1,1,1,1,1,1,1,1
403.139842015822,1,1,0,1,1,1,1,1,1,0
403.176175926035,1,0,0,0,0,1,1,1,0,0
403.204514528068,1,1,1,1,1,0,1,1,1,1
403.212571157338,1,0,0,1,0,0,1,1,1,0
403.262038227486,0,0,0,0,0,0,0,1,0,0
404.062310890598,0,0,0,0,0,0,0,1,0,0
404.284002248083,0,0,0,0,0,0,0,1,0,0
404.940198008835,0,1,0,1,0,0,0,0,0,0
405.009876954188,0,0,1,0,0,0,0,1,0,0
405.046340646475,1,1,1,1,1,1,1,1,1,1
405.082718505381,1,1,1,1,1,1,1,1,0,1
405.11909766238,1,1,1,1,1,1,1,1,1,1
405.155524006246,1,1,1,1,1,1,1,1,1,1
405.19186350397,0,1,0,1,1,1,1,1,0,0
405.228257422227,0,0,0,0,0,0,0,1,0,0
405.314048487332,0,0,0,1,0,1,0,1,0,0
406.041562058396,1,0,0,0,0,0,0,0,0,0
406.077886690361,0,0,0,0,0,0,1,0,0,0
406.114330331801,0,0,0,1,0,0,0,0,0,0
407.025605080093,1,1,1,1,1,1,1,1,1,1
407.061933456416,1,1,1,1,1,1,1,1,1,1
407.090327899252,0,0,0,0,0,0,0,0,1,0
407.098352639308,1,1,1,1,1,1,1,1,1,1
407.24720280056,0,0,0,0,0,1,0,0,0,0
408.92077070099,1,1,1,1,1,1,1,1,1,1
408.933149163871,1,0,0,1,0,1,0,0,1,1
409.041236955638,1,1,1,1,1,1,1,1,1,1
409.044585653741,0,0,0,0,0,0,0,0,1,1
409.056508695129,1,0,0,0,0,1,0,0,0,1
409.077642662221,1,1,1,1,1,1,1,1,1,1
409.117275768627,0,0,1,0,0,0,0,0,0,0
409.21508831346,0,0,0,0,0,0,0,1,0,0
409.262867816747,0,0,0,0,0,0,0,1,0,0
410.109275434405,0,0,0,0,0,0,0,0,1,1
411.018902656725,0,0,0,0,0,1,0,0,0,1
411.020499919382,1,1,1,1,1,0,0,1,0,0
411.035779178723,0,1,0,1,1,1,0,1,0,0
411.05684843153,1,1,1,1,1,1,1,1,1,1
411.072113055642,0,1,0,0,0,0,0,0,0,0
411.090058672936,0,0,1,0,1,0,0,0,0,0
411.093245879104,1,1,1,1,1,1,1,1,1,1
411.114389790246,0,0,1,0,0,0,0,0,0,0
411.121624831434,1,1,1,0,0,0,0,0,0,0
411.194358590618,1,0,0,0,0,0,0,1,0,0
411.230739210117,1,0,0,0,0,0,0,0,1,0
411.326860590431,0,0,0,0,0,0,0,1,0,0
411.348103140523,0,0,0,0,0,1,0,1,0,0
411.384324272206,0,0,0,0,0,1,0,0,0,0
413.015002767033,1,1,1,1,1,0,1,1,0,0
413.036153513737,1,1,1,1,1,1,1,1,1,1
413.051437537845,1,1,0,1,1,1,1,1,0,0
413.062035020332,0,0,1,0,0,0,0,0,0,0
413.072567159976,1,1,1,1,1,1,1,1,1,1
413.087845776984,1,0,0,1,0,0,0,1,0,0
413.124166336757,0,0,0,0,0,1,0,0,0,0
413.233324623101,0,0,0,0,0,0,0,1,1,0
413.327178135701,0,1,0,1,0,1,0,1,0,1
415.03066599077,1,1,1,1,1,1,1,1,1,1
415.051805542468,1,1,1,1,1,1,1,1,1,1
415.06708997868,1,1,1,1,1,1,1,1,1,1
415.088163934559,1,1,1,1,1,1,1,1,1,1
415.103422029856,1,1,0,0,0,0,1,0,1,0
415.137543773992,0,0,1,0,0,0,0,0,0,0
415.139800834592,1,1,0,1,1,0,0,1,0,1
415.212540167554,1,0,1,1,1,0,1,1,1,1
415.219764365738,0,0,0,0,0,1,0,0,1,0
415.912097981762,0,0,0,0,0,0,0,1,0,1
416.24778648123,0,0,0,0,0,0,0,1,0,0
416.935754384288,0,0,0,1,0,0,1,0,0,0
417.009907310273,0,0,1,1,1,0,1,1,0,0
417.010135303355,0,0,0,0,0,1,0,0,0,0
417.039892701949,0,0,0,0,0,1,0,0,0,0
417.046308622419,1,1,1,1,1,1,1,1,1,1
417.067450615392,1,1,1,1,1,1,1,1,1,1
417.082729755436,1,1,1,1,1,1,1,1,0,1
417.119104387758,1,1,0,1,1,0,1,1,1,0
417.153240331746,0,0,1,0,0,0,0,0,0,0
417.155477299405,1,1,0,1,0,1,1,1,0,0
417.191921079964,1,0,0,0,0,0,0,0,0,0
417.314069294354,0,0,0,0,0,0,0,1,0,0
417.322154192048,0,0,0,0,1,0,0,0,0,1
417.35042850303,0,1,0,1,0,1,1,1,0,0
418.263225586521,0,0,0,0,0,0,0,1,0,0
419.011059645633,0,1,0,0,0,0,0,0,0,0
419.02564989881,1,1,1,1,1,1,1,1,1,1
419.062000617374,1,1,1,1,1,1,1,1,1,1
419.08308517486,0,0,0,1,0,0,0,1,0,0
419.098346584978,1,1,1,1,1,1,1,1,1,1
419.134769001433,1,1,1,1,1,1,1,1,1,1
419.171121992706,1,1,0,1,1,1,1,1,1,1
419.207469957454,1,0,0,0,0,0,1,0,0,0
419.207703317971,0,1,0,0,0,0,0,0,0,0
419.329714064048,1,1,0,1,1,1,1,1,1,1
420.950809626186,0,1,1,1,1,0,1,0,0,0
421.008086425762,0,1,0,0,0,0,0,0,0,0
421.041250402563,1,1,1,1,1,1,1,1,1,1
421.056464767874,0,0,0,0,0,0,0,1,0,0
421.077587970374,1,1,1,1,1,1,1,1,1,1
421.114012814373,1,1,1,1,1,1,1,1,1,1
421.170577786692,1,1,0,1,1,0,1,1,1,1
421.215119626958,1,1,1,1,0,0,1,1,0,1
421.299301617278,1,0,0,1,0,1,1,1,1,0
421.950415309331,0,0,0,0,1,0,0,0,0,0
422.072852486413,0,0,0,0,0,0,0,1,0,0
422.977214911234,0,0,0,0,0,0,0,0,0,1
423.020523971512,1,1,1,1,1,1,1,1,0,1
423.035730455173,0,0,0,0,0,0,0,1,0,0
423.056912426131,1,1,1,1,1,1,1,1,1,1
423.093256520067,1,1,1,1,1,1,1,1,1,1
423.194326901307,0,0,0,0,0,0,0,1,0,0
423.222368083401,1,0,0,0,0,0,0,0,1,1
425.036186438407,1,1,1,1,1,1,1,1,1,1
425.051445295092,0,1,0,1,0,0,1,0,0,0
425.054786706195,0,0,0,0,0,0,0,0,1,1
425.072566890514,1,1,1,1,0,0,1,1,1,0
425.087855903992,0,0,0,1,0,0,0,0,0,0
425.137290031914,1,1,0,0,0,0,0,0,0,0
425.1678889798,0,0,0,0,1,0,0,0,0,0
425.173664486624,1,0,0,1,0,0,0,0,0,0
425.219120244244,0,0,0,0,0,0,0,1,0,0
425.258018090377,0,0,0,0,1,0,0,0,0,0
425.36360197046,0,0,0,1,0,1,0,0,0,0
426.074248693157,0,0,0,0,1,1,0,0,0,1
426.104212525782,0,1,0,0,0,0,0,0,0,0
427.015401602547,0,0,0,0,0,0,0,1,0,0
427.03069297629,1,1,0,1,1,1,1,1,0,1
427.051827179376,1,1,1,1,1,1,1,1,1,1
427.067054986542,1,0,0,0,0,0,0,0,0,0
427.085894080309,0,0,1,0,0,0,0,0,0,1
427.088210321811,1,1,1,1,1,1,1,1,1,1
427.101217319661,0,0,0,1,0,0,0,0,0,0
427.116532815171,1,1,1,1,0,0,0,0,1,1
427.139868036945,0,1,0,0,0,0,0,0,0,0
427.152939196354,1,1,1,1,1,1,1,0,0,1
427.217415870492,0,1,0,0,0,0,1,0,0,0
427.225689877371,0,1,0,0,0,0,0,0,0,0
427.285530349011,0,0,0,0,0,0,0,1,0,0
427.342763959923,1,0,0,0,0,1,0,0,0,0
428.083500651871,0,0,0,0,0,0,0,1,0,0
428.192901642848,0,0,0,1,0,0,0,0,0,0
428.935598753704,1,0,0,0,0,1,1,0,0,0
429.009936239586,1,1,0,0,0,0,0,1,0,0
429.031048753195,1,1,1,1,0,0,1,1,0,0
429.031283971715,0,0,0,0,1,0,0,0,0,0
429.04634935807,1,1,1,1,1,1,1,1,0,1
429.046626802933,0,0,0,0,0,0,0,0,1,0
429.067478152054,1,1,1,1,1,1,1,1,0,1
429.082780166243,1,1,1,1,1,0,1,1,1,1
429.093332582133,0,0,0,0,0,0,0,0,0,1
429.095806825482,1,1,0,0,0,1,0,1,1,1
429.119070590131,1,0,0,0,1,0,0,1,0,0
429.191908757431,0,1,0,0,0,0,0,1,0,0
429.228267727861,1,0,0,1,1,0,1,1,1,1
429.350514105916,0,0,0,0,0,0,0,1,0,0
430.935094826989,0,0,0,0,0,0,1,0,1,1
431.025608144845,1,1,1,1,1,1,1,1,1,1
431.046695359347,1,1,1,1,1,0,1,1,0,0
431.061989235377,1,1,1,1,1,1,1,1,1,1
431.075039973235,0,1,0,0,0,0,0,0,0,0
431.083112171686,1,1,1,1,0,1,1,1,1,1
431.098403029763,1,1,1,1,1,1,1,1,1,1
431.10774381659,0,0,0,0,0,0,0,1,0,0
431.132541922287,0,0,1,0,0,0,0,0,0,0
431.134790025813,1,1,0,1,1,1,1,1,0,0
431.141357851157,0,0,0,1,0,0,0,0,0,0
431.17112897083,1,0,0,1,0,0,1,1,0,1
431.207552113338,1,0,0,1,0,0,0,1,1,0
431.243965429161,1,0,0,1,1,0,1,1,0,1
432.057258830204,0,0,0,1,0,0,0,1,0,0
433.004806445734,0,0,0,0,0,0,0,1,0,0
433.041278715971,1,1,1,1,1,1,1,1,1,1
433.062408977395,0,1,0,0,0,0,0,1,0,0
433.077685082233,1,1,1,1,1,1,1,1,1,1
433.098779211671,1,1,0,1,1,0,1,1,0,0
433.114024792418,1,1,1,1,1,1,1,1,1,1
433.123362953254,0,0,0,1,0,0,0,0,0,0
433.150430202618,1,1,1,1,1,1,1,1,1,1
433.186850537169,1,1,0,1,1,1,1,1,1,1
433.309032004276,0,1,0,1,0,1,1,1,1,1
433.345354950349,0,0,0,1,0,1,0,1,0,0
434.072887066175,0,0,0,0,0,1,0,1,0,0
435.020539260446,1,1,1,1,1,1,1,1,1,1
435.056955274874,1,1,1,1,1,1,1,1,1,1
435.060335951277,0,0,0,0,0,0,0,0,1,0
435.069975288849,0,1,0,0,0,0,0,0,0,0
435.09330045953,1,1,1,1,1,1,1,1,1,1
435.12967326314,1,1,1,1,1,1,1,1,1,1
435.194371206181,1,0,0,0,0,1,1,1,1,0
435.230749956591,1,0,0,0,0,0,0,1,0,0
435.324617582244,0,0,0,0,0,1,0,0,0,0
436.052157044089,0,0,0,0,0,0,1,1,0,0
436.052426816234,1,0,0,0,0,0,0,0,0,0
436.124866262007,0,0,0,0,0,0,0,1,0,0
437.036189125917,1,1,1,1,1,1,1,1,1,1
437.051494636163,0,0,0,0,0,0,0,1,0,0
437.051849091479,0,1,0,0,0,0,0,0,0,0
437.072585458072,1,1,1,1,1,1,1,1,1,1
437.108930056889,1,1,1,1,1,1,1,1,1,1
437.173693177255,1,0,0,0,0,0,0,0,0,0
437.210061562984,0,1,0,1,0,0,1,1,0,0
437.306088078464,1,0,0,0,0,0,0,1,0,0
438.067782590565,0,0,0,0,0,0,0,1,0,0
438.125632716521,0,0,0,0,1,0,0,0,0,0
438.143352370009,0,0,0,0,0,1,0,0,0,0
438.918504687542,0,0,0,0,0,1,0,0,0,0
439.015468913104,1,1,0,1,0,0,0,1,0,0
439.030677157054,1,1,1,1,1,1,0,1,0,1
439.088161062818,1,1,1,1,0,0,1,1,1,0
439.106778348986,0,0,0,0,0,0,0,0,1,0
439.148882269768,0,0,0,0,0,1,0,0,0,0
439.22569922376,0,0,0,0,0,0,0,1,0,0
439.273476009983,0,1,0,0,0,0,1,0,1,0
439.285337048311,0,0,0,0,0,0,0,1,0,0
439.379268297053,0,0,0,0,0,1,0,1,1,0
440.068395113544,1,1,0,1,1,0,0,0,0,0
441.031027668648,1,1,0,1,1,0,1,1,0,1
441.031368481143,0,0,0,0,0,1,0,0,1,0
441.046330353718,1,1,1,1,1,1,1,1,0,0
441.049662382024,0,0,0,0,0,0,0,0,1,1
441.067445217603,1,1,1,1,1,1,1,1,1,1
441.082682517206,1,1,0,1,0,0,0,1,0,0
441.128044415927,0,0,0,0,0,0,0,0,0,1
441.129725298742,1,0,0,0,0,1,0,0,0,0
441.132181024161,1,1,0,1,1,1,1,1,1,0
441.168546108283,1,1,1,1,1,1,1,0,0,1
441.204968766383,1,1,0,0,0,1,0,0,0,0
441.300956679815,1,0,0,1,0,0,1,1,0,0
441.301222445024,0,1,0,0,0,0,0,0,0,0
441.358489883928,0,0,0,1,0,1,0,1,0,0
441.358768906786,0,0,0,0,0,0,1,0,0,0
442.135796003932,0,0,0,1,0,0,0,0,0,0
442.95124009866,0,0,0,0,0,0,1,0,0,0
443.025570050744,1,1,1,1,1,1,1,1,0,1
443.046693202057,1,1,1,1,1,1,1,1,1,1
443.06197252065,1,1,1,1,1,1,1,1,0,1
443.065319689049,0,0,0,0,0,0,0,0,1,1
443.08312105635,1,1,1,1,1,1,1,1,1,1
443.098414050448,1,1,0,1,1,1,0,1,1,1
443.143664748598,0,1,0,0,0,0,0,0,0,0
443.943384302375,1,0,0,0,0,0,1,0,0,0
444.941904014313,0,0,0,0,0,1,0,0,0,0
444.950792882135,0,0,0,0,0,0,0,0,1,0
444.988227358365,0,0,0,1,0,0,1,0,0,0
445.004901479082,0,0,0,0,0,0,0,1,0,0
445.041231611724,1,1,1,1,1,1,1,1,1,1
445.062314822367,1,1,1,1,1,1,1,1,0,1
445.077648929997,1,1,1,1,1,1,1,1,1,1
445.090703609108,1,0,0,0,0,0,0,0,0,0
445.098764302069,1,1,1,1,1,1,1,1,1,1
445.114028424843,1,1,0,1,1,0,1,1,1,0
445.114287217439,0,0,0,0,0,1,0,0,0,0
445.123391054332,0,0,0,1,0,0,0,0,0,0
445.148151570789,0,0,1,0,0,0,0,0,0,0
445.345426668064,0,0,0,0,0,0,0,1,0,0
445.381765150841,0,1,0,1,0,0,0,1,1,0
446.036432751476,0,0,0,0,0,0,0,1,0,0
446.072883599527,0,0,0,0,0,0,0,1,0,0
447.020548321988,1,1,1,1,1,1,1,1,0,0
447.05691596879,1,1,1,1,1,1,1,1,1,1
447.077981685558,1,1,0,1,1,0,1,1,0,0
447.09324777296,1,1,1,1,1,1,1,1,1,1
447.121721601184,0,0,1,0,0,0,0,0,0,0
447.129676968486,1,1,0,1,1,1,1,1,1,1
447.202454273815,1,1,0,1,0,0,0,1,1,0
447.238811455379,1,0,0,1,0,0,1,1,0,1
447.360980069941,0,1,0,1,0,1,1,1,1,0
448.109980149006,0,0,0,0,1,0,0,0,0,0
449.036153802432,1,1,1,1,1,1,1,1,1,1
449.072543871549,1,1,1,1,1,1,1,1,1,1
449.108959458991,1,1,1,1,1,1,1,1,1,1
449.330521752698,0,0,0,1,0,0,0,1,0,1
449.330773974969,0,0,0,0,0,1,0,0,0,0
449.340251050349,0,0,0,0,1,0,0,0,0,0
450.067749963758,0,0,0,1,0,0,0,0,0,0
451.015396248011,0,0,0,1,0,0,1,1,0,0
451.051814909722,1,1,1,1,1,1,1,1,1,1
451.070411723725,0,0,0,0,0,0,0,0,1,1
451.088224866763,1,1,1,1,1,1,1,1,1,1
451.119486050038,0,0,0,0,1,0,1,0,0,0
451.124612374534,1,1,0,1,1,1,1,1,1,1
451.189282729289,1,0,0,1,1,0,1,1,1,1
451.325017198106,1,0,0,0,0,0,0,0,0,0
452.083438595301,0,0,0,0,0,0,1,0,0,0
452.977011797449,0,0,0,0,0,0,1,0,0,0
453.031047454848,1,1,1,1,1,1,0,1,0,1
453.046284501615,0,1,0,1,0,0,0,1,0,0
453.067431269955,1,1,1,1,1,1,1,1,1,1
453.086025757328,0,0,0,0,0,0,0,0,1,0
453.103879493075,1,1,1,1,1,1,1,1,1,1
453.135090176126,1,1,0,0,0,0,0,0,0,0
453.166725509924,0,0,0,0,0,1,0,0,0,0
453.168610789958,1,0,0,0,0,0,0,0,0,0
453.204946596811,1,0,0,0,0,1,0,1,0,0
453.298814836525,0,0,0,0,0,0,1,0,0,0
453.344601473,0,0,0,0,0,0,0,1,0,0
453.394931946811,0,0,0,0,0,0,0,1,0,0
454.208875299214,0,0,0,0,1,0,0,0,0,0
454.229650207156,0,0,0,0,0,1,0,0,0,0
455.025578379492,0,1,0,1,1,0,0,1,0,0
455.025919039701,0,0,0,0,0,0,1,0,0,0
455.046715100367,1,1,1,1,1,1,1,1,1,1
455.061988470262,0,1,0,1,0,0,1,1,0,0
455.062309006294,0,0,0,0,0,1,0,0,0,0
455.083066172065,1,1,1,1,1,1,1,1,1,1
455.096100690313,0,0,1,0,0,0,0,0,0,0
455.147865874753,1,1,0,1,0,1,1,1,0,1
455.374261812171,0,0,0,0,0,0,0,1,0,0
456.95950498231,1,1,0,1,1,1,1,0,1,0
457.025889821146,0,0,0,0,0,0,0,1,0,0
457.041197798623,1,1,1,1,1,1,1,1,1,1
457.062313980676,1,1,1,1,1,1,1,1,1,1
457.077591558917,1,1,0,1,1,0,0,1,0,1
457.080939188777,0,0,0,0,0,0,0,0,1,0
457.098763730391,1,1,1,1,1,1,1,1,1,1
457.111711223521,0,0,1,0,0,0,0,0,0,0
457.114048644519,0,0,0,0,0,0,0,1,0,1
457.159649973599,0,0,0,0,0,1,0,0,0,0
458.957571648701,1,1,0,1,0,1,1,1,1,1
459.020459619933,1,1,0,1,0,0,1,1,1,0
459.02078597219,0,0,0,0,1,1,0,0,0,0
459.041590498912,0,0,0,1,0,0,1,1,0,0
459.056886551281,1,1,1,1,1,1,1,1,1,1
459.07803100804,1,1,1,1,1,1,1,1,0,1
459.093298769617,1,1,1,1,1,1,1,1,0,0
459.397455217866,1,1,0,0,0,1,1,1,1,0
461.036135966289,1,1,1,1,1,1,1,1,1,1
461.057257774604,0,1,0,0,0,0,0,0,0,0
461.072585278075,1,1,1,1,1,1,1,1,1,1
461.093677267382,0,0,0,1,1,0,1,0,0,0
461.108943198435,1,1,1,1,1,1,1,1,0,1
461.145280607664,1,1,0,1,1,1,0,1,1,0
461.218087864382,0,0,0,0,0,0,0,1,0,0
461.400031339527,0,0,0,0,0,0,0,1,0,0
462.06775311019,0,0,0,0,0,0,0,1,0,0
462.125613145199,0,0,0,0,0,0,1,0,0,0
462.170432512554,0,0,0,0,0,1,0,0,0,0
463.0153806566,1,1,0,1,0,0,0,1,0,0
463.051796648179,1,1,1,1,1,1,1,1,1,1
463.088237089778,1,1,1,1,1,1,1,1,1,1
463.124640508137,1,1,1,1,1,1,1,1,1,1
463.146014464542,0,1,0,0,0,0,0,0,0,0
463.236810841311,0,0,1,0,0,0,0,0,0,0
463.998321992832,1,0,0,1,0,0,1,0,0,0
464.083450108891,0,0,0,0,0,0,0,1,0,0
465.031077651473,1,1,1,1,1,1,1,1,1,1
465.046308776968,0,0,0,0,0,0,0,1,0,0
465.067432255195,1,1,1,1,1,1,1,1,1,1
465.103724532452,1,1,1,1,1,1,1,1,1,1
465.140219212629,1,1,1,1,0,0,1,1,1,1
465.340835315996,1,0,0,1,0,0,0,0,0,0
465.995439250316,0,0,0,0,0,0,1,0,0,0
467.025516219644,0,0,0,1,0,0,0,0,0,0
467.046664879621,1,1,1,1,1,1,1,1,1,1
467.061940150565,1,1,0,0,0,0,0,0,0,0
467.065280033426,0,0,0,0,0,0,0,0,1,0
467.083088723042,1,1,1,1,1,1,1,1,1,1
467.109684530823,1,0,0,0,0,0,0,0,0,0
467.116615678648,1,0,0,1,1,0,1,1,1,0
467.119488879741,0,0,0,0,0,1,0,0,0,0
467.266173398582,0,0,0,0,0,0,0,1,0,0
468.151483875781,1,0,0,0,0,0,0,0,0,0
468.988626117229,0,0,0,0,0,0,0,0,0,1
469.004827809796,0,0,0,0,0,0,0,1,0,0
469.025955901074,0,1,1,0,1,0,0,1,0,0
469.041251120829,1,1,1,1,1,1,1,1,0,1
469.054328655075,0,0,0,1,0,0,0,0,0,0
469.062391950278,1,1,1,1,1,1,1,1,1,1
469.077654866646,1,1,0,1,0,1,0,1,0,0
469.080976132017,0,0,0,0,0,0,0,0,1,0
469.098788737284,1,1,1,1,1,1,1,1,1,1
469.123970569273,0,0,0,1,0,0,0,0,0,0
469.124589870812,0,0,0,0,0,0,0,1,0,0
469.127129437497,1,1,0,0,0,0,0,1,0,0
469.161647709145,0,0,1,0,1,1,0,0,0,0
469.163470241374,1,1,0,0,0,0,0,1,0,0
469.166774000639,0,0,0,0,0,0,0,1,0,0
469.199879909172,1,1,0,1,0,0,1,1,0,1
469.283997963011,0,0,0,0,0,0,0,0,1,0
469.389811776116,0,0,0,0,0,1,1,1,0,0
470.036781669336,0,0,0,0,0,0,0,1,0,0
470.896799689726,0,0,0,0,0,1,0,0,0,1
471.020438898052,1,1,1,1,1,1,1,1,0,1
471.041603467768,1,1,1,1,1,1,1,1,0,0
471.051267935802,0,0,0,1,0,0,0,0,0,0
471.0568865953,1,1,0,1,1,1,1,1,1,1
471.060230587895,0,0,0,0,0,0,0,0,1,0
471.078035727446,1,1,1,1,1,1,1,1,1,1
471.093294714313,1,1,0,0,1,0,1,1,1,0
471.093621592193,0,0,0,0,0,1,0,0,0,0
471.096619819189,0,0,0,0,0,0,0,0,1,0
471.114437648015,1,1,1,1,1,1,1,1,1,1
471.129681131608,1,0,0,0,0,1,1,0,0,0
471.129957436476,0,0,0,1,0,0,0,0,0,0
471.14026237024,0,0,1,0,0,0,0,0,0,0
471.175071010022,0,0,0,1,0,0,0,0,0,0
471.181992303387,1,0,0,0,0,0,0,0,0,0
471.209645542869,1,0,0,0,0,0,0,0,0,0
471.311593052853,0,0,0,0,0,0,0,1,0,0
472.086346232967,0,0,0,0,0,0,0,1,0,0
473.036115198747,1,1,1,1,1,1,1,1,1,1
473.057226077958,1,1,1,1,1,1,1,1,0,1
473.072512021629,1,1,1,1,1,1,1,1,1,1
473.093654028881,1,1,1,1,1,1,1,1,0,1
473.10896169189,1,1,1,1,0,1,1,1,1,0
473.119457232251,0,0,1,0,0,0,0,0,1,0
473.192479446663,0,0,0,0,0,0,0,0,0,1
473.290892624296,0,0,0,1,0,0,0,1,0,0
473.319194600684,0,0,0,0,1,0,0,1,0,0
474.067713635561,0,0,0,0,0,0,0,1,0,0
475.015507855632,0,1,0,0,1,0,0,1,0,0
475.051847246304,1,1,1,1,1,1,1,1,1,1
475.072925719294,1,1,0,1,0,0,1,1,0,0
475.088201185657,1,1,1,1,1,1,1,1,1,1
475.101225288726,1,0,0,0,0,0,0,0,0,0
475.109293900134,0,0,0,1,0,0,1,1,0,0
475.124578091397,1,1,0,1,1,0,1,1,1,0
475.197358389296,1,1,0,1,0,1,0,1,1,0
475.233737842492,0,0,0,0,0,0,0,1,0,0
475.392275243938,0,0,0,1,0,0,1,1,0,0
475.878913773238,0,0,0,0,0,0,0,0,0,1
476.149612721483,0,0,0,1,0,0,0,0,0,0
476.286798497858,0,0,0,1,0,0,0,0,0,0
477.030996834805,1,1,1,1,1,1,1,1,1,1
477.067440428582,1,1,1,1,1,1,1,1,1,1
477.103863774774,1,1,1,1,1,1,1,1,1,1
477.132624726878,1,0,0,0,0,0,0,0,0,0
477.140239441194,1,1,0,1,1,1,1,1,1,1
477.176911297294,0,0,0,0,1,0,0,0,0,0
477.234412509853,0,0,0,0,1,0,0,0,0,0
477.36187782762,0,1,0,1,1,1,1,1,1,1
478.014071330144,0,0,0,0,0,0,1,0,0,0
478.062670181076,0,0,0,0,0,0,0,1,0,0
478.26626783193,0,0,0,0,1,0,0,0,0,0
478.945310402172,0,1,0,0,0,1,0,0,0,0
479.01143840211,0,0,0,1,0,0,1,0,0,0
479.046746846163,1,1,1,1,1,1,1,1,1,1
479.061890480029,0,1,0,0,0,0,0,0,0,0
479.083137241405,1,1,1,1,1,1,1,1,1,1
479.119494456519,1,1,1,1,1,1,1,1,1,0
479.15156388707,0,0,1,0,0,0,0,1,0,0
480.13617916188,0,0,0,0,1,0,0,0,0,0
480.224573708681,0,0,0,0,0,1,0,0,0,0
481.025985276661,0,1,1,0,1,0,1,1,0,0
481.026291991757,0,0,0,1,0,0,0,0,0,0
481.041230242308,0,0,0,1,1,0,0,1,0,0
481.062459861554,1,1,1,1,0,1,1,1,1,1
481.062756211482,0,0,0,0,1,0,0,0,0,0
481.07763525685,1,0,0,1,0,0,0,1,0,0
481.080947335303,0,0,0,0,0,0,0,0,1,0
481.098759907666,1,1,1,1,1,1,1,1,1,1
481.119062970529,0,0,1,0,0,0,0,0,0,0
481.129977388726,0,0,0,0,0,0,1,0,0,0
481.199927209289,0,0,0,1,0,1,0,0,0,0
481.426372722927,0,0,0,0,0,1,0,1,0,0
483.020481024816,0,1,0,1,0,0,0,0,0,0
483.040576247377,0,0,0,0,1,1,0,0,0,1
483.041725037218,1,1,1,1,0,0,1,1,0,0
483.04207543276,0,0,0,0,1,1,0,0,0,0
483.056904723451,1,1,0,1,1,0,1,1,1,0
483.078054850357,1,1,1,1,1,1,1,1,1,1
483.093246321302,0,0,0,1,0,0,0,0,0,0
483.114399192026,1,1,1,1,1,1,1,1,0,1
483.150742610082,0,0,0,1,0,0,0,0,0,0
483.215529180731,1,0,0,0,0,0,0,1,0,0
483.405703484422,0,0,0,0,0,0,0,1,0,0
484.912430664887,1,1,0,1,0,1,1,1,1,1
485.036107791649,1,0,1,1,1,1,1,1,0,0
485.036534871037,0,1,0,0,0,0,0,0,0,0
485.037583338166,0,0,0,0,0,0,0,0,0,1
485.057251926055,1,1,1,1,1,1,1,1,0,0
485.072546720618,1,1,0,1,1,0,1,1,1,1
