,ECA2_0038_01.a_p1,ECA2_0038_02.b_p1,ECA2_0038_03.a_p1,ECA2_0038_04.a_p1,ECA2_0038_05.a_p1,ECA2_0038_06.a_p1,ECA2_0038_07.a_p1,ECA2_0038_08.a_p1,ECA2_0038_09.a_p1,ECA2_0038_10.a_p1
485.093702257776,1,1,1,1,1,1,1,1,1,1
485.108999924423,0,0,0,1,0,0,1,1,0,0
485.130125715282,1,1,0,1,1,1,1,1,1,0
485.167902411316,0,0,0,0,0,0,0,1,0,0
485.278968870725,0,0,0,0,0,0,0,0,1,0
486.125275100548,0,0,0,0,1,0,0,0,0,0
486.271165150354,0,0,0,0,1,0,0,0,0,0
487.015408641207,1,0,0,0,0,0,0,1,0,0
487.036549671982,0,0,0,0,1,0,0,1,0,0
487.051808001915,1,1,1,1,1,1,1,1,1,1
487.072908385839,1,1,1,1,1,1,1,1,0,0
487.088158081193,1,1,0,0,1,1,1,1,0,1
487.088466172087,0,0,0,1,0,0,0,0,0,0
487.109268338757,1,1,0,1,0,1,1,1,0,1
487.135049294402,0,0,1,0,0,0,0,0,0,0
487.135382947592,0,0,0,0,0,0,0,0,0,1
487.197382463639,0,1,0,0,0,0,0,0,0,0
487.305526987522,0,0,0,0,1,0,0,0,0,0
487.428726005716,0,0,0,0,0,1,0,1,0,0
489.030996211939,1,1,1,1,0,1,1,1,0,1
489.031308976891,0,0,0,0,1,0,0,0,0,0
489.067452353664,1,1,1,1,1,1,1,1,1,1
489.088590686027,0,0,1,0,0,0,0,1,0,0
489.103909296539,1,1,1,1,1,1,1,1,1,1
489.112835897526,0,1,0,0,0,0,0,0,0,0
489.149563769437,0,0,0,0,0,1,0,0,0,0
489.176638563852,1,1,0,1,0,0,1,1,0,1
489.212978407267,1,1,0,0,0,0,1,0,0,0
489.249404288677,1,0,0,0,0,0,0,0,0,0
489.30723842946,0,0,0,0,0,0,1,0,0,0
489.314146973644,1,0,0,0,0,0,0,0,0,0
489.894551014425,0,0,0,1,0,0,0,0,0,0
491.046731187286,1,1,1,1,1,1,1,1,1,1
491.083140362522,1,1,1,1,1,1,1,1,1,1
491.119503011574,1,1,1,1,1,1,1,1,1,1
491.156214812205,0,0,0,0,0,0,0,0,1,0
491.176416249747,0,1,0,0,0,0,0,0,0,0
491.22867516802,1,1,0,1,0,1,1,1,1,1
492.145065998905,0,0,0,0,0,0,0,1,0,0
493.025983616207,0,1,1,1,0,0,0,1,0,1
493.062382400704,1,1,1,1,1,1,1,1,1,1
493.098754570284,1,1,1,1,1,1,1,1,1,1
493.117328719526,0,0,0,0,0,0,0,0,1,0
493.135110438364,1,1,1,1,1,1,1,1,1,1
493.166360347435,0,0,0,0,0,1,0,0,0,0
493.372079599091,1,0,0,1,0,0,0,0,0,0
495.041686558027,1,1,1,1,1,1,1,1,0,1
495.056950854391,0,0,0,1,1,0,0,1,0,0
495.078065105915,1,1,1,1,1,1,1,1,1,1
495.113083380152,0,0,0,0,0,1,0,0,0,1
495.113408174004,0,0,0,0,1,0,0,0,0,0
495.114510570912,1,1,0,0,0,0,1,1,1,0
495.114842778746,0,0,0,1,0,1,0,0,0,0
495.14513469498,0,0,1,0,0,0,0,0,0,0
495.150750770813,1,1,1,1,1,1,1,1,1,1
495.215537322693,0,0,0,0,0,0,0,1,0,0
495.238917109578,0,0,0,0,0,0,0,1,0,0
495.288240980592,0,0,0,0,0,0,0,1,0,0
495.297628108028,0,0,0,0,0,0,0,1,0,0
495.303532244717,0,0,0,1,0,0,0,0,0,0
495.441868375767,0,0,0,1,0,1,0,1,0,0
496.113005580682,0,0,0,0,1,1,0,0,0,0
496.167460713921,0,0,0,0,0,1,0,0,0,0
496.250450052425,0,0,0,1,0,0,0,0,0,0
497.020777004156,0,0,0,0,0,0,0,1,0,0
497.036093518702,0,1,0,1,0,0,0,1,0,0
497.05734784359,1,1,1,1,0,1,1,1,0,1
497.057698948687,0,0,0,0,1,0,0,0,0,0
497.072516047067,1,1,0,1,1,0,0,1,0,0
497.087833427067,0,0,1,0,0,0,0,0,0,0
497.09397655356,1,1,0,0,0,0,0,1,0,0
497.110402874808,0,0,0,0,1,1,0,0,0,0
497.122051442955,1,0,0,0,0,0,0,0,0,0
497.130070607371,1,1,1,1,1,1,1,1,1,0
497.154708774359,0,0,0,0,0,1,0,0,0,0
497.162161094428,0,1,0,1,1,0,1,0,0,0
497.194774990629,1,0,0,0,0,0,0,1,0,0
497.295484553745,0,0,0,0,0,0,0,1,0,0
497.300581348737,0,0,0,1,0,0,0,0,0,0
497.934528731839,1,1,0,1,0,1,1,0,0,1
497.974220262027,0,0,0,0,0,1,0,0,0,0
498.101832768197,0,0,0,1,0,0,0,0,0,0
498.143429305527,0,0,0,0,1,0,0,0,0,0
498.928040556679,1,1,1,1,1,1,1,1,1,1
499.015401905132,0,0,0,0,0,0,0,1,0,0
499.036578814028,1,1,0,0,1,0,0,0,0,0
499.051774333812,1,1,1,1,1,1,1,1,0,1
499.072959600259,1,1,1,1,0,1,1,1,0,1
499.073285977484,0,0,0,0,1,0,0,0,0,0
499.088429960004,1,0,0,0,0,0,0,0,0,0
499.095525960282,0,0,0,0,1,0,0,0,0,0
499.109314447884,1,1,1,1,1,1,1,1,0,1
499.124592102431,1,0,0,0,0,1,0,1,0,0
499.124904509551,0,0,0,0,0,0,1,0,0,0
499.133976515468,0,0,0,0,0,0,1,0,0,0
499.170454400033,0,0,0,0,1,1,0,0,0,0
499.177056684005,0,0,0,0,0,0,0,0,1,0
499.400506742546,0,0,0,0,0,1,0,0,0,0
500.208503713583,0,0,0,1,0,0,0,0,0,0
501.01483770365,0,0,0,0,0,1,0,0,0,1
501.03106140268,1,1,1,1,1,1,1,1,1,1
501.052200820915,1,1,0,1,0,0,0,1,0,0
501.088606320859,1,1,1,1,1,1,1,1,0,0
501.103888890623,1,1,1,1,1,1,1,1,0,1
501.116905878801,0,0,0,1,0,0,0,0,0,0
501.140256704485,1,0,0,1,0,0,0,1,0,0
501.150757353948,0,0,1,0,0,0,0,0,0,0
501.187202847489,0,0,0,0,0,0,0,0,0,1
502.148579361021,0,0,0,1,0,0,0,0,0,0
502.302445671547,0,0,0,0,1,0,0,0,0,0
503.046717336616,1,1,1,1,1,1,1,1,1,1
503.067808498324,0,1,0,1,0,0,0,1,0,0
503.0681360404,0,0,0,0,1,1,0,0,0,0
503.083074265364,1,1,1,1,1,1,1,1,1,1
503.104148413103,1,0,0,0,0,0,0,0,0,0
503.104498854259,0,0,0,0,1,0,0,0,0,0
503.140867802422,0,0,0,0,1,0,0,0,0,0
503.155855241389,1,0,0,1,1,1,1,1,0,1
503.156143055649,0,1,0,0,0,0,0,0,0,0
503.196782540628,0,0,0,0,0,0,0,1,0,0
503.228671542493,1,0,0,1,0,0,1,0,0,0
503.301386057102,0,0,1,0,0,0,0,0,0,0
503.337738071876,1,1,1,1,1,0,1,0,0,0
505.025963885316,1,1,1,1,1,0,0,1,0,0
505.026310308071,0,0,0,0,0,1,0,0,0,1
505.062326760897,1,1,1,1,1,1,1,1,1,1
505.098755164621,1,1,1,1,0,1,1,1,1,1
505.099106425685,0,0,0,0,1,0,0,0,0,0
505.171599203241,1,1,0,1,1,1,1,1,1,1
505.207993381835,1,1,0,1,0,1,1,1,0,1
505.244304863215,0,0,0,1,0,0,1,1,0,0
505.244658688294,1,0,0,0,0,0,0,0,0,0
505.265716432245,0,0,0,0,0,1,0,0,0,0
505.393192487722,0,1,0,1,0,1,1,1,1,0
507.04157859973,1,1,1,1,1,1,1,1,0,1
507.077975555733,1,1,1,1,1,1,1,1,1,1
507.114407903151,1,1,1,0,1,1,1,1,1,1
507.114722309999,0,0,0,1,0,0,0,0,0,0
507.145562174619,0,0,0,0,0,0,0,1,0,0
507.145968825457,0,0,0,0,0,1,0,0,1,0
507.150820094279,1,1,0,1,1,1,1,1,1,1
507.296573249518,0,0,0,0,1,0,0,0,0,0
509.020889719528,0,0,0,0,0,0,0,1,0,0
509.036074451735,0,1,0,0,0,0,0,1,0,0
509.057212796807,1,1,1,1,1,1,1,1,1,1
509.09362381931,1,1,0,1,1,1,1,1,0,1
509.093962686588,0,0,1,0,0,0,0,0,0,0
509.130039003205,1,1,0,1,1,0,1,1,0,1
509.161192061955,0,0,0,0,0,0,0,0,1,0
509.166746802095,0,0,0,0,0,1,0,0,0,0
509.19764969452,0,0,0,0,0,0,0,0,1,0
509.2675260046,1,0,0,0,0,0,0,0,0,0
511.036538803999,1,1,0,1,1,0,0,0,0,0
511.036887740925,0,0,0,0,0,0,0,1,0,0
511.051789088305,1,0,0,0,1,0,0,1,0,0
511.052199507989,0,0,0,1,0,0,0,0,0,0
511.072921729835,1,1,1,1,1,1,1,1,1,1
511.109496775871,0,1,0,1,0,0,0,1,0,0
511.122236877675,0,0,0,0,0,0,0,0,1,0
511.145670376861,1,1,1,1,1,1,1,1,0,1
511.158783052655,0,0,1,0,1,0,0,0,0,0
511.210493576337,0,0,0,0,0,0,0,1,0,0
511.950167932207,1,1,0,1,0,1,1,0,0,0
512.177731485392,0,0,0,1,0,0,0,0,0,0
512.214126108268,0,0,0,0,1,0,0,0,0,0
512.943889266142,0,0,0,0,1,0,0,0,0,0
513.031092746033,1,1,0,1,0,0,0,1,0,0
513.052276635131,1,1,1,1,1,1,1,1,1,0
513.067526701351,1,1,0,1,1,0,1,1,0,1
513.067834915964,0,0,0,0,0,1,0,0,0,0
513.087460110924,1,0,0,1,1,1,1,1,1,1
513.088783441711,1,1,0,1,0,0,0,1,0,0
513.124998295275,1,1,0,1,1,1,1,1,1,0
514.087180148941,0,0,0,0,1,0,0,0,0,0
514.187769039855,0,0,0,0,0,0,0,0,1,0
515.010329091509,0,0,0,0,0,0,0,1,0,0
515.030430713632,0,0,0,0,0,1,0,1,0,1
515.04669611248,1,1,1,1,1,1,1,1,0,1
515.067828669369,1,0,0,1,1,0,1,1,0,0
515.083041057463,1,1,1,1,0,1,1,1,1,1
515.084539234432,0,0,0,0,1,0,0,0,0,0
515.104136367836,1,1,0,1,1,1,0,1,0,0
515.119477078585,0,1,0,1,1,0,0,1,0,0
515.132516202785,0,1,0,0,0,0,0,0,0,0
515.140554489655,1,1,1,1,1,0,1,1,0,0
515.155876543504,0,0,0,0,0,0,1,0,0,0
516.167033059439,0,0,0,0,0,0,1,0,0,0
517.025898068989,1,1,0,1,0,0,1,1,0,0
517.06237978443,1,1,1,1,1,1,1,1,1,1
517.083491983177,0,1,0,0,0,0,0,1,0,0
517.098805264074,1,1,1,1,1,1,1,1,1,1
517.119869067928,0,0,0,0,0,0,0,1,0,0
517.135158131389,1,1,0,0,1,1,1,1,0,0
517.156557576466,0,0,0,0,0,0,1,0,0,0
517.207847673923,1,0,0,0,0,1,1,1,0,0
517.208205359712,0,1,0,0,0,0,0,0,0,0
517.278494481611,0,0,0,0,1,1,0,0,0,0
517.309021144966,1,1,0,1,1,1,1,1,1,1
517.338564335314,0,1,0,0,0,0,0,0,0,0
517.402682218548,0,0,0,0,0,0,0,1,0,0
519.041652782894,1,1,1,1,1,1,1,1,1,1
519.07801170116,1,1,1,1,1,1,1,1,1,1
519.145171041789,0,0,0,1,0,0,0,0,0,0
519.150761703309,1,1,0,1,0,0,0,1,0,0
519.151109157119,0,0,0,0,0,1,0,0,0,0
519.187429803675,0,0,0,0,0,0,0,1,0,0
519.223562589501,1,1,0,0,0,0,1,1,0,0
519.223902316571,0,0,0,1,0,0,0,0,0,0
519.259993714216,0,0,0,0,0,0,0,1,0,0
519.288313429254,1,0,0,0,0,0,0,0,0,0
519.296445127635,0,0,0,0,0,0,0,0,1,0
520.123364183985,0,0,0,0,1,0,0,0,0,0
521.020893927158,0,0,0,0,0,0,0,1,0,0
521.057272470564,1,1,1,1,1,1,1,1,1,1
521.093602165006,0,1,1,1,1,1,1,1,0,1
521.093920303538,1,0,0,0,0,0,0,0,0,0
521.129998918894,1,1,0,1,1,0,0,1,0,1
521.13036017789,0,0,0,0,0,0,1,0,0,0
521.166424144345,1,0,1,1,0,1,1,1,0,0
521.166759200543,0,1,0,0,0,0,0,0,0,0
521.197665246278,1,0,0,0,0,0,0,0,0,0
521.239649816418,0,0,0,0,0,0,1,0,0,0
521.275944549376,0,0,0,0,1,0,0,0,0,0
521.303941196252,1,1,1,1,1,0,1,1,0,1
521.311894179919,0,0,0,0,0,0,0,1,0,0
523.03659380884,1,1,1,1,1,0,1,1,0,0
523.051836207527,0,0,0,0,0,0,0,1,0,0
523.05245321801,0,1,0,0,0,0,0,0,0,0
523.072914985378,1,1,1,1,1,1,1,1,1,0
523.088172678069,0,0,0,0,0,0,0,1,0,0
523.109275597845,1,1,0,1,1,0,1,1,0,1
523.145701405039,1,1,0,1,1,1,1,1,0,0
523.176431327484,0,0,0,0,0,0,0,0,1,0
523.177316266745,0,0,0,0,0,0,0,1,0,0
523.319496823298,1,0,1,0,0,0,0,0,0,0
524.172109027686,0,0,0,0,0,0,0,1,0,0
524.198842740561,0,1,0,0,0,1,0,0,0,0
524.23524916978,0,0,0,0,1,0,0,0,0,0
525.031073265538,0,0,0,0,0,0,0,1,0,0
525.052219194952,1,1,1,1,1,1,1,1,0,1
525.067461069153,1,0,0,1,1,1,0,1,0,0
525.08857213027,1,1,1,1,1,1,1,1,0,0
525.124907264948,1,1,0,1,0,1,1,1,0,1
525.149298420641,0,0,0,0,0,0,1,0,0,0
525.228928421986,0,0,0,0,0,0,0,0,1,0
525.298847471122,0,0,0,0,0,0,1,0,0,0
526.187787384644,0,0,0,1,0,0,0,0,0,0
527.04674680543,0,1,0,1,1,0,1,1,0,0
527.067865586642,1,1,1,1,1,1,1,1,0,0
527.083097137213,1,0,0,1,0,0,0,0,0,0
527.08347135402,0,0,0,0,0,0,1,0,0,0
527.102835209071,0,0,0,0,0,0,1,0,0,0
527.103212891011,0,0,0,0,1,0,0,0,0,0
527.104274338509,1,1,0,0,0,0,0,1,0,0
527.104611599655,0,0,0,1,0,0,0,0,0,0
527.104939227243,0,0,0,0,0,1,0,0,0,0
527.111216093362,0,0,0,0,1,0,0,0,0,0
527.11945406797,0,0,0,0,1,0,0,1,0,0
527.140572895663,0,1,0,1,0,1,1,1,0,1
527.140925274308,1,0,0,0,0,0,0,0,0,0
527.172433227667,0,1,0,0,0,0,0,0,0,0
527.201591357092,0,0,1,0,1,0,0,0,0,0
527.241752461835,0,0,1,0,1,1,1,0,0,1
528.236816900269,0,0,0,0,0,0,0,0,1,0
528.945026382322,0,0,0,1,1,0,1,0,0,0
529.025903778971,0,1,0,0,0,0,0,1,0,0
529.062299832448,1,1,1,1,1,1,1,1,0,0
529.083535766421,0,0,0,0,0,0,0,1,0,0
529.098753879654,1,1,0,1,0,0,1,1,0,0
529.119897752383,1,1,0,0,1,0,1,1,0,0
529.293722435216,0,0,1,0,0,1,0,0,0,1
531.041589439336,1,1,1,1,1,0,0,1,0,1
531.077934867201,1,1,0,1,1,0,1,1,0,0
531.114362930057,0,1,0,1,0,0,1,1,0,0
531.150779359846,0,0,0,0,0,0,0,1,0,0
531.182317569886,0,0,0,0,0,1,0,0,0,0
531.18757700411,1,0,0,0,0,0,0,0,0,0
531.223571399112,1,0,0,0,0,0,0,0,0,0
531.354153580857,0,0,0,0,1,0,0,0,0,0
533.057235915748,1,1,1,1,1,1,1,1,1,0
533.064467120335,0,0,1,0,0,0,0,0,0,0
533.093693346248,1,1,1,1,1,1,1,1,1,1
533.13006477197,1,0,1,1,0,0,1,1,0,0
533.130384497941,0,0,0,0,0,1,0,0,0,0
533.187857719505,0,0,0,1,1,0,0,0,0,0
533.202738019246,0,1,0,0,0,0,0,1,0,0
533.224221653799,0,0,0,0,1,0,0,0,0,0
533.297012984923,0,0,0,0,0,1,0,0,0,0
535.036588326371,1,1,0,0,1,0,0,1,0,0
535.072932531468,1,1,0,1,1,1,1,1,1,0
535.109272280562,1,1,0,1,1,1,1,1,0,1
535.145603810094,0,1,0,0,0,0,1,1,0,0
535.213375271057,0,0,0,0,0,0,0,1,0,0
537.031280336775,0,0,0,0,0,0,0,1,0,0
537.052150571382,1,1,1,1,1,0,1,1,0,0
537.088491135972,1,1,0,1,1,0,1,1,0,0
537.088861487356,0,0,0,0,0,1,0,0,0,0
537.124886960659,1,1,0,1,1,1,1,1,0,0
537.125252401729,0,0,0,0,0,0,0,0,1,0
537.161283803027,1,0,1,1,1,1,0,1,0,1
537.161621214465,0,1,0,0,0,0,1,0,0,0
537.298876561433,1,0,0,0,0,0,0,0,0,0
539.03142233368,0,0,0,0,0,0,0,1,0,0
539.046649734625,0,0,0,1,0,0,1,0,0,0
539.067755817262,1,1,0,1,1,1,1,1,0,1
539.095827622746,0,0,1,0,0,0,0,0,0,0
539.10421112404,1,1,0,1,1,0,1,1,0,0
539.122428789737,0,0,0,0,1,1,0,0,0,0
539.140611074365,0,0,0,1,1,0,1,1,0,0
539.244537979728,0,0,0,0,0,0,1,0,0,0
539.278098843401,1,0,0,0,0,0,0,1,0,0
539.314444642384,1,0,0,0,0,0,0,0,0,0
539.977788624569,0,0,0,1,0,0,1,0,0,0
541.025928301309,0,0,0,0,0,0,0,1,0,0
541.046983311245,0,0,1,1,0,0,0,0,0,0
541.062277429977,1,0,0,1,1,0,1,1,0,0
541.083412417512,1,1,0,1,0,1,0,1,0,0
541.098759477228,0,0,0,0,0,0,0,1,0,0
541.119756751391,0,0,0,0,0,0,0,1,0,0
541.120127874135,0,0,0,1,0,0,0,0,0,0
541.156290989692,1,1,0,0,1,0,1,1,1,0
541.158906425985,0,0,1,0,0,0,0,0,0,0
541.21732794039,0,1,0,0,0,0,0,0,0,0
542.219038915684,1,0,0,0,0,0,0,1,0,0
542.22458928316,0,0,0,0,1,0,0,0,0,0
542.305562869006,0,0,0,0,0,1,0,0,0,0
542.973569016521,0,0,0,0,0,0,1,0,0,0
543.041551698793,1,1,0,1,1,0,1,1,0,0
543.062659833082,1,1,0,0,0,1,0,0,0,0
543.063014907888,0,0,0,0,0,0,0,1,0,0
543.077910877582,0,0,0,1,1,0,1,1,0,0
543.099102877781,0,0,0,0,1,0,0,0,0,0
543.114339506008,0,1,0,1,0,0,1,1,0,0
543.13550696339,0,0,0,1,0,0,0,1,0,0
543.160185479012,0,0,0,0,0,0,0,0,0,1
543.196552374017,0,1,1,0,0,0,0,0,0,0
543.330475793434,0,0,0,0,0,1,0,0,0,0
545.057221515071,1,1,1,1,1,1,1,1,0,1
545.093574600661,1,1,0,1,0,1,1,1,0,1
545.094350878102,0,0,0,0,1,0,0,0,0,0
545.130085022922,0,0,0,0,0,0,0,1,0,0
545.187806026185,0,0,0,0,1,0,0,0,0,0
545.275494044024,0,0,0,0,0,0,0,0,1,0
546.955588213506,0,0,0,1,0,0,1,0,0,0
547.036574595825,1,1,0,0,0,0,0,1,0,0
547.03691564542,0,0,0,1,0,0,0,0,0,0
547.072918355382,1,1,1,1,1,1,1,1,0,1
547.109330096018,1,1,0,0,1,1,0,1,0,1
547.109723967407,0,0,0,1,0,0,1,0,0,0
547.145658517979,1,0,0,0,1,0,1,1,0,0
547.17639739333,0,0,0,0,0,0,1,0,0,0
547.182024723414,1,1,0,0,0,0,0,0,0,0
547.218380960332,0,0,0,1,0,0,0,0,0,0
547.312762312657,0,0,0,0,0,1,1,0,0,0
547.404009033786,0,0,0,0,0,0,0,1,0,0
549.052070022191,1,1,0,1,1,0,1,1,0,0
549.088601964518,1,1,0,1,1,1,1,1,0,0
549.124993058067,0,1,0,0,1,0,1,1,0,0
549.161352075043,1,1,0,1,0,0,1,0,0,0
549.197718145359,0,0,0,0,0,0,1,1,0,0
549.222384936086,0,1,0,0,0,0,0,0,0,0
549.270386589946,0,0,0,0,1,0,0,0,0,0
549.306745550488,0,0,1,0,0,0,0,0,0,0
551.067824899559,1,1,0,1,1,1,1,1,0,0
551.104176596842,1,0,1,1,1,0,0,1,0,0
551.104694359687,0,1,0,0,0,0,0,0,0,0
551.118930523127,0,0,0,1,0,0,0,0,0,0
551.140497274384,1,0,0,1,0,0,1,1,0,0
551.176899158949,0,1,1,0,0,0,1,1,1,1
551.201866953748,0,0,1,0,0,0,0,0,0,0
551.213721027387,0,0,0,0,1,0,0,0,0,0
551.322953394837,0,0,0,0,0,0,1,0,0,0
552.193762310849,0,0,0,0,0,0,0,1,0,0
553.046978980956,0,1,0,0,1,0,1,1,0,0
553.047357129056,0,0,0,1,0,0,0,0,0,0
553.062284838435,1,1,0,0,0,0,0,1,0,0
553.08348168985,1,1,1,1,1,0,0,1,0,0
553.083817590101,0,0,0,0,0,1,0,0,0,0
553.119895288025,0,0,0,0,0,0,1,1,0,0
553.120233479764,0,1,0,0,0,0,0,0,0,0
553.156267146222,0,1,0,0,0,0,0,1,0,0
554.188185854748,1,0,0,0,0,0,0,0,0,0
554.574104391308,1,1,1,1,1,1,1,1,1,1
555.041693201824,0,1,0,1,0,0,0,1,0,0
555.062816436573,1,1,0,1,0,0,0,1,1,0
555.07842926891,0,0,0,0,0,0,0,1,0,0
555.099165292473,1,1,0,1,1,0,0,1,0,0
555.117875695611,0,1,0,0,0,0,0,0,0,0
555.135525969341,0,1,0,0,0,0,0,1,0,0
555.172168171885,0,0,0,0,0,0,0,1,0,0
555.19645037321,0,0,0,0,0,1,0,1,0,0
555.20018946919,0,0,0,1,0,0,0,0,0,1
555.208617909552,0,0,0,1,0,0,0,0,0,0
555.223434235149,0,0,0,0,0,0,0,0,1,0
555.236556867056,0,0,0,1,0,0,1,1,0,0
555.240341265032,0,1,0,0,0,0,0,0,1,0
555.273040456903,0,0,0,0,0,0,0,1,0,0
555.273449974634,0,0,0,0,0,1,0,0,0,0
555.274566527167,0,0,0,0,1,0,0,0,0,0
555.384390005347,0,0,0,0,0,0,1,1,0,0
556.988789224002,0,0,0,0,0,0,1,0,0,0
557.020853304986,0,0,0,0,1,0,0,0,0,0
557.057240413625,1,1,0,1,0,0,1,1,0,0
557.057760183043,0,0,0,0,0,1,0,0,0,0
557.078391081309,1,1,0,0,0,0,0,1,0,0
557.093603268053,0,0,0,0,0,0,1,0,0,0
557.093917636485,0,0,0,0,0,0,0,1,0,0
557.129904739714,0,0,0,1,0,0,0,0,0,0
557.151079586917,0,0,0,0,0,0,0,1,0,0
557.187858495091,0,0,0,1,0,0,0,0,0,0
557.216322088862,0,0,0,0,0,0,1,0,0,0
557.399993296403,0,0,0,0,0,0,0,0,1,0
558.292366041745,0,0,0,0,0,0,0,1,1,0
558.894460391602,1,0,0,0,1,0,0,0,1,0
559.036481858031,1,0,0,1,0,1,0,1,0,0
559.056287989832,0,0,0,0,1,0,0,0,0,0
559.07279705335,1,1,0,1,1,1,1,1,0,1
559.109286935343,0,1,0,1,0,0,0,1,0,0
559.109734718332,1,0,0,0,0,0,0,0,0,0
559.145625230242,0,1,0,0,0,0,0,1,0,0
559.16669793689,0,0,0,1,0,0,0,0,0,0
559.16709387425,0,0,0,0,0,0,0,1,0,0
559.218872894943,1,0,0,0,0,0,0,0,0,0
559.29700775339,0,0,0,0,0,0,0,1,0,0
559.349081744914,0,0,0,0,1,0,0,0,0,0
561.052101033648,0,1,0,1,1,0,1,1,0,0
561.088500812772,1,0,0,1,1,0,1,1,1,0
561.088855265007,0,1,0,0,0,0,0,0,0,0
561.124879368112,1,1,0,1,0,0,0,1,0,0
561.16134550744,0,1,0,0,0,0,0,0,0,0
561.182798704341,0,0,0,0,0,0,1,0,0,0
561.219345203975,0,0,0,0,0,0,0,0,0,1
561.234022756813,0,1,0,0,0,0,0,0,0,0
561.455749813587,1,0,0,1,0,1,1,1,1,0
562.178125371771,0,0,0,0,0,1,0,0,0,0
562.20650551814,0,0,0,0,0,0,0,1,0,0
562.242907790521,0,0,0,0,1,0,0,0,0,0
562.323628182859,0,1,0,0,0,0,0,0,0,1
563.03137353591,0,1,0,0,0,0,0,1,0,0
563.067769944772,1,1,1,1,1,1,1,1,0,1
563.104226089899,1,1,1,1,1,0,0,1,0,0
563.140593599225,1,1,1,0,0,0,0,1,0,0
563.177009598755,0,1,0,0,0,0,0,1,0,0
563.213380737202,0,1,0,0,0,0,0,1,0,0
563.249757035935,0,0,0,1,0,1,0,1,0,0
565.047028507921,0,1,0,1,1,0,0,1,0,0
565.083451964235,1,1,1,1,1,0,1,1,0,0
565.119779890364,1,1,0,1,0,0,1,1,0,0
565.156203136489,0,1,0,0,0,0,0,1,0,0
565.192650609653,1,1,0,0,0,0,0,1,0,0
565.193024208815,0,0,0,1,0,0,0,0,0,0
565.265827766434,0,0,0,0,0,0,1,0,0,0
565.302154850888,0,0,0,0,0,0,0,1,0,0
565.338515921435,0,0,0,0,0,0,0,0,0,1
566.282311770111,0,0,0,0,1,1,0,0,0,0
567.041518537366,0,0,0,0,0,0,0,1,0,0
567.062669499159,1,1,1,0,1,1,0,1,0,0
567.099035069083,1,0,0,1,1,0,0,1,0,0
567.099457309719,0,1,0,0,0,0,0,0,0,0
567.135397032383,1,1,0,0,0,0,0,1,0,0
567.171811167644,0,1,0,1,0,0,0,1,0,0
567.236570949679,0,1,0,0,0,0,0,1,0,0
568.240229900947,0,0,0,0,1,0,0,0,1,0
568.24062938985,0,0,0,1,0,0,0,0,0,0
569.052032013967,0,0,1,0,0,0,0,0,0,0
569.057335213629,1,0,0,1,0,0,1,1,0,0
569.07846230702,1,1,0,0,1,0,0,1,0,0
569.114776830808,1,1,0,1,1,0,0,0,0,0
569.115162463876,0,0,0,0,0,0,0,1,0,1
569.151534001495,1,0,0,0,1,0,0,0,0,0
569.239104999176,0,0,0,0,0,0,0,0,1,0
569.256939816342,0,0,0,0,0,1,0,0,0,0
569.351726726194,0,0,0,0,0,1,0,0,0,0
570.182227812041,0,1,0,0,0,0,0,0,0,0
570.219520319525,0,0,0,0,0,0,0,1,0,0
571.036420933868,0,1,0,1,0,0,0,0,0,0
571.072839690259,1,1,0,1,0,0,0,1,0,0
571.094039894944,0,0,0,0,0,0,0,1,0,0
571.094541833188,0,0,0,0,1,0,0,0,0,0
571.129078638032,0,0,0,1,1,1,1,1,0,0
571.16686091731,0,0,0,0,0,0,1,1,0,0
571.195588498862,1,0,0,0,0,0,0,0,0,0
571.208377327509,0,0,0,0,0,0,0,0,0,1
571.270336129639,0,0,1,0,0,0,0,0,0,0
571.35767102816,0,0,1,0,0,0,0,0,0,0
571.497517185077,0,0,0,0,1,0,0,0,0,0
572.110992026761,0,0,0,1,1,1,0,0,0,0
572.128752158278,0,0,0,1,1,1,0,0,0,0
572.344682420727,0,1,0,0,0,0,0,0,0,0
573.052195846218,1,1,1,1,0,1,0,1,0,0
573.088456446702,1,1,0,1,1,0,1,1,0,0
573.124769040663,0,0,0,0,0,0,1,0,0,0
573.126194490169,0,0,0,0,1,0,0,0,0,0
573.17422951105,0,0,1,0,0,0,0,0,1,0
573.197595336249,0,0,0,0,0,0,1,0,0,0
573.28401341701,0,0,0,1,0,0,0,0,0,0
574.111775272393,0,0,0,0,1,0,0,0,0,0
574.359774363938,0,1,0,0,0,0,0,0,0,0
574.567887938338,1,1,1,0,1,1,1,1,1,1
574.986879381936,0,0,0,0,0,0,1,0,0,0
575.067807720103,1,1,0,0,0,0,0,1,0,0
575.068225194466,0,0,0,1,0,0,0,0,0,0
575.104190203675,0,1,0,1,0,0,0,1,1,0
575.105404126046,0,0,0,0,1,0,0,0,0,0
575.141073818212,0,0,0,0,0,0,1,0,0,0
575.161621956495,1,0,0,0,0,0,0,0,0,0
575.177037786709,1,1,0,0,0,0,0,0,0,0
575.249684375955,0,0,0,0,0,0,1,0,1,0
575.435062512094,0,0,0,0,0,0,0,1,0,0
575.471442910267,0,0,0,0,0,0,0,1,0,0
576.193749351026,0,0,1,0,0,0,0,0,0,0
576.222181562421,0,1,1,0,0,0,0,0,0,0
